thing,reverse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,date,frameRate,expName,session,participant,
I plan tasks carefully.,1,0,0,0,0,4,7.332,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I do things without thinking.,0,0,1,1,1,2,3.284,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I make-up my mind quickly.,0,0,2,2,2,2,3.65,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I am happy-go-lucky.,0,0,3,3,3,3,5.1,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I don't "pay attention.",0,0,4,4,4,1,3.766,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I have "racing" thoughts.,0,0,5,5,5,2,3.15,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I plan trips well ahead of time.,1,0,6,6,6,3,2.967,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I am self controlled.,1,0,7,7,7,4,3.333,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I concentrate easily.,1,0,8,8,8,4,3.983,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I save regularly.,1,0,9,9,9,3,3.165,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I "squirm" at plays or lectures,0,0,10,10,10,1,4.65,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I am a careful thinker.,1,0,11,11,11,4,3.234,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I plan for job security.,1,0,12,12,12,4,3.233,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I say things without thinking.,0,0,13,13,13,1,2.817,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I like to think about complex problems.,1,0,14,14,14,3,3.017,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I change jobs.,0,0,15,15,15,1,2.7,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I act "on impulse.",0,0,16,16,16,2,2.801,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I get easily bored when solving thought problems.,0,0,17,17,17,2,4.601,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I act on the spur of the moment.,0,0,18,18,18,2,3.535,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I am a steady thinker.,1,0,19,19,19,4,4.301,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I change residences.,0,0,20,20,20,2,3.95,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I buy things on impulse.,0,0,21,21,21,2,2.4,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I can only think about one thing at a time.,0,0,22,22,22,1,4.084,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I change hobbies.,0,0,23,23,23,2,2.133,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I spend or charge more than I earn.,0,0,24,24,24,1,3.717,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I often have extraneous thoughts when thinking.,0,0,25,25,25,2,4.283,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I am more interested in the present than the future.,0,0,26,26,26,2,6.466,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I am restless at the theater or lectures.,0,0,27,27,27,1,2.85,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I like puzzles.,1,0,28,28,28,4,2.684,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
I am future oriented. ,1,0,29,29,29,3,8.113,2016_Aug_01_1325,59.8730987885,BIS11_questions,001,119,
