thing,reverse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,date,frameRate,expName,session,participant,
A person's family is the most important thing in life. ,1,0,0,0,0,4,18.416,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
"Even if something bad is about to happen to me, I rarely experience fear or nervousness. ",0,0,1,1,1,2,10.884,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
I go out of my way to get things I want. ,1,0,2,2,2,1,3.151,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
When I'm doing well at something I love to keep at it. ,1,0,3,3,3,1,5.934,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
I'm always willing to try something new if I think it will be fun. ,1,0,4,4,4,1,5.051,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
How I dress is important to me. ,1,0,5,5,5,2,1.768,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
"When I get something I want, I feel excited and energized. ",1,0,6,6,6,2,3.801,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
Criticism or scolding hurts me quite a bit. ,1,0,7,7,7,4,3.951,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
When I want something I usually go all-out to get it. ,1,0,8,8,8,1,4.301,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
I will often do things for no other reason than that they might be fun.,1,0,9,9,9,2,4.352,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
It's hard for me to find the time to do things such as get a haircut. ,1,0,10,10,10,4,4.784,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
If I see a chance to get something I want I move on it right away. ,1,0,11,11,11,2,3.569,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
I feel pretty worried or upset when I think or know somebody is angry at me. ,1,0,12,12,12,3,4.051,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
When I see an opportunity for something I like I get excited right away. ,1,0,13,13,13,2,4.334,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
I often act on the spur of the moment. ,1,0,14,14,14,1,2.918,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
If I think something unpleasant is going to happen I usually get pretty "worked up.",1,0,15,15,15,2,4.368,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
I often wonder why people act the way they do. ,1,0,16,16,16,1,3.002,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
"When good things happen to me, it affects me strongly. ",1,0,17,17,17,1,2.602,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
I feel worried when I think I have done poorly at something important. ,1,0,18,18,18,1,2.218,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
I crave excitement and new sensations.,1,0,19,19,19,1,2.601,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
When I go after something I use a "no holds barred" approach. ,1,0,20,20,20,2,4.867,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
I have very few fears compared to my friends. ,0,0,21,21,21,2,4.184,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
It would excite me to win a contest. ,1,0,22,22,22,1,2.018,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
I worry about making mistakes. ,1,0,23,23,23,1,2.854,2017_Apr_11_1010,59.8837726318,BAS_questions,001,130,
