thing,reverse,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,rating.response,rating.rt,date,frameRate,expName,session,participant,
A person's family is the most important thing in life. ,1,0,0,0,0,3,21.187,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
"Even if something bad is about to happen to me, I rarely experience fear or nervousness. ",0,0,1,1,1,4,9.721,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
I go out of my way to get things I want. ,1,0,2,2,2,1,19.627,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
When I'm doing well at something I love to keep at it. ,1,0,3,3,3,2,8.738,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
I'm always willing to try something new if I think it will be fun. ,1,0,4,4,4,1,11.452,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
How I dress is important to me. ,1,0,5,5,5,1,4.526,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
"When I get something I want, I feel excited and energized. ",1,0,6,6,6,1,5.056,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
Criticism or scolding hurts me quite a bit. ,1,0,7,7,7,1,4.245,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
When I want something I usually go all-out to get it. ,1,0,8,8,8,2,8.535,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
I will often do things for no other reason than that they might be fun.,1,0,9,9,9,1,8.88,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
It's hard for me to find the time to do things such as get a haircut. ,1,0,10,10,10,1,7.336,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
If I see a chance to get something I want I move on it right away. ,1,0,11,11,11,1,8.551,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
I feel pretty worried or upset when I think or know somebody is angry at me. ,1,0,12,12,12,2,10.732,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
When I see an opportunity for something I like I get excited right away. ,1,0,13,13,13,1,9.004,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
I often act on the spur of the moment. ,1,0,14,14,14,1,3.262,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
If I think something unpleasant is going to happen I usually get pretty "worked up.",1,0,15,15,15,3,26.896,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
I often wonder why people act the way they do. ,1,0,16,16,16,1,7.849,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
"When good things happen to me, it affects me strongly. ",1,0,17,17,17,1,7.537,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
I feel worried when I think I have done poorly at something important. ,1,0,18,18,18,1,4.807,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
I crave excitement and new sensations.,1,0,19,19,19,1,4.354,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
When I go after something I use a "no holds barred" approach. ,1,0,20,20,20,3,9.518,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
I have very few fears compared to my friends. ,0,0,21,21,21,3,10.875,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
It would excite me to win a contest. ,1,0,22,22,22,2,3.591,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
I worry about making mistakes. ,1,0,23,23,23,1,4.698,2017_May_04_1032,63.2757818503,BAS_questions,001,134,
