9.0154 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x0500A918>, name='window1', pos=[0, 0], screen=0, size=array([1280, 1024]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.0154 	EXP 	window1: recordFrameIntervals = False
9.1998 	EXP 	window1: recordFrameIntervals = True
9.2934 	WARNING 	t of last frame was 28.94ms (=1/34)
9.3558 	WARNING 	t of last frame was 31.20ms (=1/32)
9.5145 	EXP 	window1: recordFrameIntervals = False
9.6516 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
9.6735 	EXP 	window1: units = 'norm'
9.7397 	EXP 	window1: units = u'norm'
9.7399 	EXP 	Created rating = RatingScale(acceptKeys=['return'], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText=u'accept?', autoLog=True, choices=False, depth=0, disappear=False, flipVert=False, high=4, kwargs=UNKNOWN, labels=list(...), leftKeys=['left'], lineColor='White', low=1, marker=ShapeStim(...), markerColor='DarkBlue', markerExpansion=UNKNOWN, markerStart=None, maxTime=0.0, minTime=0.4, mouseOnly=False, name='rating', noMouse=False, pos=[0.0, -0.4], precision=1, respKeys=['1', '2', '3', '4'], rightKeys=['right'], scale=str(...), self=UNKNOWN, showAccept=True, showValue=True, singleClick=False, size=0.6, skipKeys=['tab'], stretch=1.0, textColor='LightGray', textFont='Helvetica Bold', textSize=0.12, tickHeight=1.0, tickMarks=3.0, win=Window(...))
9.7472 	EXP 	Created stimulus_to_rate = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='stimulus_to_rate', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
9.7531 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
9.7587 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
9.7926 	EXP 	rating: flipVert = False
9.7926 	EXP 	rating: autoLog = True
9.7926 	EXP 	text: autoDraw = True
17.0368 	DATA 	Keypress: return
17.0483 	EXP 	Imported BIS11_questions.xlsx as conditions, 30 conditions, 2 params
17.0487 	EXP 	Created sequence: sequential, trialTypes=30, nReps=1, seed=None
17.0491 	EXP 	New trial (rep=0, index=0): {u'thing': u'I plan tasks carefully.', u'reverse': 1}
17.0549 	EXP 	RatingScale rating: reset()
17.0631 	EXP 	window1: recordFrameIntervals = False
17.0798 	EXP 	text: autoDraw = False
17.0798 	EXP 	stimulus_to_rate: text = u'I plan tasks carefully.'
17.0799 	EXP 	window1: recordFrameIntervals = False
17.6886 	EXP 	rating: autoDraw = True
17.6886 	EXP 	stimulus_to_rate: autoDraw = True
24.3644 	DATA 	Mouse: Left button down, pos=(697,316)
24.4874 	DATA 	Mouse:  Left button up, pos=(698,315)
26.7650 	DATA 	Mouse: Left button down, pos=(577,312)
26.8610 	DATA 	Mouse:  Left button up, pos=(577,312)
27.5314 	DATA 	Mouse: Left button down, pos=(679,201)
27.5336 	DATA 	RatingScale rating: (mouse response) rating=2
27.5336 	DATA 	RatingScale rating: rating RT=9.954
27.5337 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 6.8), (2, 9.187), (2, 9.954)]
27.5644 	EXP 	rating: autoDraw = False
27.5644 	EXP 	stimulus_to_rate: autoDraw = False
27.5644 	EXP 	text_2: text = 'You pressed 2 = occasionally'
27.6580 	DATA 	Mouse:  Left button up, pos=(679,201)
27.9856 	EXP 	text_2: autoDraw = True
29.9429 	EXP 	New trial (rep=0, index=1): {u'thing': u'I do things without thinking.', u'reverse': 0}
29.9487 	EXP 	RatingScale rating: reset()
29.9557 	EXP 	window1: recordFrameIntervals = False
29.9736 	EXP 	text_2: autoDraw = False
29.9736 	EXP 	text_2: autoDraw = False
29.9736 	EXP 	stimulus_to_rate: text = u'I do things without thinking.'
29.9737 	EXP 	window1: recordFrameIntervals = False
30.5040 	EXP 	rating: autoDraw = True
30.5040 	EXP 	stimulus_to_rate: autoDraw = True
34.6441 	DATA 	Mouse: Left button down, pos=(713,312)
