21.9212 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x051EB990>, name='window1', pos=[0, 0], screen=0, size=array([1280, 1024]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
21.9212 	EXP 	window1: recordFrameIntervals = False
22.0864 	EXP 	window1: recordFrameIntervals = True
22.2706 	EXP 	window1: recordFrameIntervals = False
22.3797 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
22.4008 	EXP 	window1: units = 'norm'
22.4690 	EXP 	window1: units = u'norm'
22.4692 	EXP 	Created rating = RatingScale(acceptKeys=['return'], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText=u'accept?', autoLog=True, choices=False, depth=0, disappear=False, flipVert=False, high=3, kwargs=UNKNOWN, labels=list(...), leftKeys=['left'], lineColor='White', low=0, marker=ShapeStim(...), markerColor='DarkBlue', markerExpansion=UNKNOWN, markerStart=None, maxTime=0.0, minTime=0.4, mouseOnly=False, name='rating', noMouse=False, pos=[0.0, -0.4], precision=1, respKeys=['0', '1', '2', '3'], rightKeys=['right'], scale=str(...), self=UNKNOWN, showAccept=True, showValue=True, singleClick=False, size=0.6, skipKeys=['tab'], stretch=1.0, textColor='LightGray', textFont='Helvetica Bold', textSize=0.12, tickHeight=1.0, tickMarks=3.0, win=Window(...))
22.4762 	EXP 	Created stimulus_to_rate = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='stimulus_to_rate', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
22.4817 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
22.4874 	EXP 	Created text_3 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_3', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
22.5204 	EXP 	rating: flipVert = False
22.5204 	EXP 	rating: autoLog = True
22.5204 	EXP 	text: autoDraw = True
35.4322 	DATA 	Keypress: return
35.4607 	EXP 	Imported scsr_questions.xlsx as conditions, 22 conditions, 2 params
35.4611 	EXP 	Created sequence: sequential, trialTypes=22, nReps=1, seed=None
35.4615 	EXP 	New trial (rep=0, index=0): {u'thing': u"I'm always trying to figure myself out.", u'reverse': 0}
35.4672 	EXP 	RatingScale rating: reset()
35.4782 	EXP 	window1: recordFrameIntervals = False
35.4980 	EXP 	text: autoDraw = False
35.4980 	EXP 	stimulus_to_rate: text = u"I'm always trying to figure myself out."
35.4981 	EXP 	window1: recordFrameIntervals = False
36.1152 	EXP 	rating: autoDraw = True
36.1152 	EXP 	stimulus_to_rate: autoDraw = True
39.1974 	DATA 	Mouse: Left button down, pos=(827,314)
39.3304 	DATA 	Mouse:  Left button up, pos=(827,314)
40.1134 	DATA 	Mouse: Left button down, pos=(715,191)
40.1156 	DATA 	RatingScale rating: (mouse response) rating=3
40.1156 	DATA 	RatingScale rating: rating RT=4.117
40.1157 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 3.2), (3, 4.117)]
40.1480 	EXP 	rating: autoDraw = False
40.1480 	EXP 	stimulus_to_rate: autoDraw = False
40.1480 	EXP 	text_2: text = 'You pressed 3 = a lot like me'
40.2304 	DATA 	Mouse:  Left button up, pos=(715,191)
40.5632 	EXP 	text_2: autoDraw = True
42.5299 	EXP 	New trial (rep=0, index=1): {u'thing': u"I'm concerned about my style of doing things.", u'reverse': 0}
42.5357 	EXP 	RatingScale rating: reset()
42.5471 	EXP 	window1: recordFrameIntervals = False
42.5623 	EXP 	text_2: autoDraw = False
42.5623 	EXP 	text_2: autoDraw = False
42.5623 	EXP 	stimulus_to_rate: text = u"I'm concerned about my style of doing things."
42.5624 	EXP 	window1: recordFrameIntervals = False
43.0794 	EXP 	rating: autoDraw = True
43.0794 	EXP 	stimulus_to_rate: autoDraw = True
