7.5545 	ERROR 	avbin.dll failed to load.
                     Try importing psychopy.visual as the first library
                     (before anything that uses scipy)
                     and make sure that avbin is installed.
16.7405 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x0A460FA8>, name='window1', pos=[0, 0], screen=0, size=array([1280, 1024]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.7406 	EXP 	window1: recordFrameIntervals = False
16.9135 	EXP 	window1: recordFrameIntervals = True
16.9915 	WARNING 	t of last frame was 29.08ms (=1/34)
17.0540 	WARNING 	t of last frame was 31.24ms (=1/32)
17.2125 	EXP 	window1: recordFrameIntervals = False
18.1588 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
18.1665 	EXP 	Created stimulus_to_rate = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='stimulus_to_rate', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
18.3559 	EXP 	window1: units = 'norm'
18.4489 	EXP 	window1: units = u'norm'
18.4491 	EXP 	Created rating = RatingScale(acceptKeys=['return'], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText=u'accept?', autoLog=True, choices=False, depth=0, disappear=False, flipVert=False, high=4, kwargs=UNKNOWN, labels=list(...), leftKeys=['left'], lineColor='White', low=1, marker=ShapeStim(...), markerColor='DarkBlue', markerExpansion=UNKNOWN, markerStart=None, maxTime=0.0, minTime=0.4, mouseOnly=False, name='rating', noMouse=False, pos=[0.0, -0.4], precision=1, respKeys=['1', '2', '3', '4'], rightKeys=['right'], scale=str(...), self=UNKNOWN, showAccept=True, showValue=True, singleClick=False, size=0.6, skipKeys=['tab'], stretch=1.0, textColor='LightGray', textFont='Helvetica Bold', textSize=0.12, tickHeight=1.0, tickMarks=3.0, win=Window(...))
18.4546 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
18.4604 	EXP 	Created text_4 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_4', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
18.5359 	EXP 	rating: flipVert = False
18.5359 	EXP 	rating: autoLog = True
18.5359 	EXP 	text: autoDraw = True
28.8497 	DATA 	Keypress: space
28.8588 	EXP 	Imported BIS_BAS_questions.xlsx as conditions, 24 conditions, 2 params
28.8592 	EXP 	Created sequence: sequential, trialTypes=24, nReps=1, seed=None
28.8666 	EXP 	New trial (rep=0, index=0): {u'thing': u"A person's family is the most important thing in life. ", u'reverse': 1}
28.8847 	EXP 	RatingScale rating: reset()
28.8847 	EXP 	window1: recordFrameIntervals = False
28.8963 	EXP 	text: autoDraw = False
28.8963 	EXP 	stimulus_to_rate: text = u"A person's family is the most important thing in life. "
28.8964 	EXP 	window1: recordFrameIntervals = False
29.6139 	EXP 	stimulus_to_rate: autoDraw = True
29.6139 	EXP 	rating: autoDraw = True
35.1833 	DATA 	Mouse: Left button down, pos=(454,305)
35.3103 	DATA 	Mouse:  Left button up, pos=(454,304)
37.1822 	DATA 	Mouse: Left button down, pos=(459,329)
40.6120 	DATA 	Mouse:  Left button up, pos=(980,318)
41.0489 	DATA 	Mouse: Left button down, pos=(824,299)
41.1580 	DATA 	Mouse:  Left button up, pos=(827,301)
60.7847 	DATA 	Mouse: Left button down, pos=(575,310)
60.9583 	DATA 	Mouse:  Left button up, pos=(575,310)
63.8424 	DATA 	Mouse: Left button down, pos=(611,189)
63.8445 	DATA 	RatingScale rating: (mouse response) rating=2
63.8445 	DATA 	RatingScale rating: rating RT=34.433
63.8446 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 5.773), (2, 7.942), (3, 8.707), (4, 11.64), (2, 31.375), (2, 34.433)]
63.8889 	EXP 	stimulus_to_rate: autoDraw = False
63.8889 	EXP 	rating: autoDraw = False
63.8889 	EXP 	text_2: text = 'You pressed 2 = somewhat true for me'
64.0295 	DATA 	Mouse:  Left button up, pos=(611,189)
64.2796 	EXP 	text_2: autoDraw = True
66.2623 	EXP 	New trial (rep=0, index=1): {u'thing': u'Even if something bad is about to happen to me, I rarely experience fear or nervousness. ', u'reverse': 0}
66.2868 	EXP 	RatingScale rating: reset()
66.2869 	EXP 	window1: recordFrameIntervals = False
66.3069 	EXP 	text_2: autoDraw = False
66.3069 	EXP 	stimulus_to_rate: text = u'Even if something bad is about to happen to me, I rarely experience fear or nervousness. '
66.3070 	EXP 	window1: recordFrameIntervals = False
66.8217 	EXP 	stimulus_to_rate: autoDraw = True
66.8217 	EXP 	rating: autoDraw = True
75.2303 	DATA 	Mouse: Left button down, pos=(830,312)
75.4174 	DATA 	Mouse:  Left button up, pos=(832,312)
76.1507 	DATA 	Mouse: Left button down, pos=(680,193)
76.1529 	DATA 	RatingScale rating: (mouse response) rating=4
76.1529 	DATA 	RatingScale rating: rating RT=9.346
76.1529 	DATA 	RatingScale rating: history=[(None, 0.0), (4, 8.425), (4, 9.346)]
76.2129 	EXP 	stimulus_to_rate: autoDraw = False
76.2129 	EXP 	rating: autoDraw = False
76.2129 	EXP 	text_2: text = 'You pressed 4 = very false for me'
76.3082 	DATA 	Mouse:  Left button up, pos=(680,192)
76.6029 	EXP 	text_2: autoDraw = True
78.5869 	EXP 	New trial (rep=0, index=2): {u'thing': u'I go out of my way to get things I want. ', u'reverse': 1}
78.6013 	EXP 	RatingScale rating: reset()
78.6014 	EXP 	window1: recordFrameIntervals = False
78.6177 	EXP 	text_2: autoDraw = False
78.6177 	EXP 	stimulus_to_rate: text = u'I go out of my way to get things I want. '
78.6178 	EXP 	window1: recordFrameIntervals = False
79.1500 	EXP 	stimulus_to_rate: autoDraw = True
79.1500 	EXP 	rating: autoDraw = True
91.7933 	DATA 	Mouse: Left button down, pos=(576,315)
91.9668 	DATA 	Mouse:  Left button up, pos=(576,315)
92.4641 	DATA 	Mouse: Left button down, pos=(617,187)
92.4663 	DATA 	RatingScale rating: (mouse response) rating=2
92.4663 	DATA 	RatingScale rating: rating RT=13.331
92.4663 	DATA 	RatingScale rating: history=[(None, 0.0), (2, 12.66), (2, 13.331)]
92.4961 	EXP 	stimulus_to_rate: autoDraw = False
92.4961 	EXP 	rating: autoDraw = False
92.4961 	EXP 	text_2: text = 'You pressed 2 = somewhat true for me'
92.5888 	DATA 	Mouse:  Left button up, pos=(617,187)
