7.5545 	ERROR 	avbin.dll failed to load.
92.9025 	EXP 	text_2: autoDraw = True
94.8690 	EXP 	New trial (rep=0, index=3): {u'thing': u"When I'm doing well at something I love to keep at it. ", u'reverse': 1}
94.8878 	EXP 	RatingScale rating: reset()
94.8878 	EXP 	window1: recordFrameIntervals = False
94.8994 	EXP 	text_2: autoDraw = False
94.8994 	EXP 	text_2: autoDraw = False
94.8994 	EXP 	stimulus_to_rate: text = u"When I'm doing well at something I love to keep at it. "
94.8995 	EXP 	window1: recordFrameIntervals = False
95.4298 	EXP 	stimulus_to_rate: autoDraw = True
95.4298 	EXP 	rating: autoDraw = True
103.4016 	DATA 	Mouse: Left button down, pos=(575,306)
103.5419 	DATA 	Mouse:  Left button up, pos=(575,306)
104.1504 	DATA 	Mouse: Left button down, pos=(619,199)
104.1526 	DATA 	RatingScale rating: (mouse response) rating=2
104.1526 	DATA 	RatingScale rating: rating RT=8.738
104.1526 	DATA 	RatingScale rating: history=[(None, 0.0), (2, 7.988), (2, 8.738)]
104.1826 	EXP 	stimulus_to_rate: autoDraw = False
104.1826 	EXP 	rating: autoDraw = False
104.1826 	EXP 	text_2: text = 'You pressed 2 = somewhat true for me'
104.3219 	DATA 	Mouse:  Left button up, pos=(624,197)
104.5869 	EXP 	text_2: autoDraw = True
106.5686 	EXP 	New trial (rep=0, index=4): {u'thing': u"I'm always willing to try something new if I think it will be fun. ", u'reverse': 1}
106.5869 	EXP 	RatingScale rating: reset()
106.5869 	EXP 	window1: recordFrameIntervals = False
106.5993 	EXP 	text_2: autoDraw = False
106.5993 	EXP 	stimulus_to_rate: text = u"I'm always willing to try something new if I think it will be fun. "
106.5994 	EXP 	window1: recordFrameIntervals = False
107.1297 	EXP 	stimulus_to_rate: autoDraw = True
107.1297 	EXP 	rating: autoDraw = True
114.3401 	DATA 	Mouse: Left button down, pos=(444,311)
114.4805 	DATA 	Mouse:  Left button up, pos=(444,311)
115.6505 	DATA 	Mouse: Left button down, pos=(618,200)
115.6527 	DATA 	RatingScale rating: (mouse response) rating=1
115.6527 	DATA 	RatingScale rating: rating RT=8.538
115.6528 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 7.227), (1, 8.538)]
115.6842 	EXP 	stimulus_to_rate: autoDraw = False
115.6842 	EXP 	rating: autoDraw = False
115.6842 	EXP 	text_2: text = 'You pressed 1 = very true for me'
115.8065 	DATA 	Mouse:  Left button up, pos=(618,200)
116.1047 	EXP 	text_2: autoDraw = True
118.0552 	EXP 	New trial (rep=0, index=5): {u'thing': u'How I dress is important to me. ', u'reverse': 1}
118.0696 	EXP 	RatingScale rating: reset()
118.0696 	EXP 	window1: recordFrameIntervals = False
118.0859 	EXP 	text_2: autoDraw = False
118.0859 	EXP 	text_2: autoDraw = False
118.0859 	EXP 	stimulus_to_rate: text = u'How I dress is important to me. '
118.0860 	EXP 	window1: recordFrameIntervals = False
118.6319 	EXP 	stimulus_to_rate: autoDraw = True
118.6319 	EXP 	rating: autoDraw = True
123.5617 	DATA 	Mouse: Left button down, pos=(577,311)
123.7176 	DATA 	Mouse:  Left button up, pos=(577,311)
124.2637 	DATA 	Mouse: Left button down, pos=(613,178)
124.2659 	DATA 	RatingScale rating: (mouse response) rating=2
124.2660 	DATA 	RatingScale rating: rating RT=5.649
124.2660 	DATA 	RatingScale rating: history=[(None, 0.0), (2, 4.946), (2, 5.649)]
124.2961 	EXP 	stimulus_to_rate: autoDraw = False
124.2961 	EXP 	rating: autoDraw = False
124.2961 	EXP 	text_2: text = 'You pressed 2 = somewhat true for me'
124.3912 	DATA 	Mouse:  Left button up, pos=(613,178)
124.7003 	EXP 	text_2: autoDraw = True
126.6818 	EXP 	New trial (rep=0, index=6): {u'thing': u'When I get something I want, I feel excited and energized. ', u'reverse': 1}
126.7021 	EXP 	RatingScale rating: reset()
126.7021 	EXP 	window1: recordFrameIntervals = False
126.7127 	EXP 	text_2: autoDraw = False
126.7127 	EXP 	stimulus_to_rate: text = u'When I get something I want, I feel excited and energized. '
126.7127 	EXP 	window1: recordFrameIntervals = False
127.2430 	EXP 	stimulus_to_rate: autoDraw = True
127.2430 	EXP 	rating: autoDraw = True
135.3408 	DATA 	Mouse: Left button down, pos=(441,312)
135.5268 	DATA 	Mouse:  Left button up, pos=(441,312)
136.1049 	DATA 	Mouse: Left button down, pos=(605,189)
136.1071 	DATA 	RatingScale rating: (mouse response) rating=1
136.1071 	DATA 	RatingScale rating: rating RT=8.879
136.1071 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 8.113), (1, 8.879)]
136.1506 	EXP 	stimulus_to_rate: autoDraw = False
136.1506 	EXP 	rating: autoDraw = False
136.1506 	EXP 	text_2: text = 'You pressed 1 = very true for me'
136.2600 	DATA 	Mouse:  Left button up, pos=(608,187)
136.5406 	EXP 	text_2: autoDraw = True
138.5121 	EXP 	New trial (rep=0, index=7): {u'thing': u'Criticism or scolding hurts me quite a bit. ', u'reverse': 1}
138.5287 	EXP 	RatingScale rating: reset()
138.5287 	EXP 	window1: recordFrameIntervals = False
138.5584 	EXP 	text_2: autoDraw = False
138.5584 	EXP 	text_2: autoDraw = False
138.5584 	EXP 	stimulus_to_rate: text = u'Criticism or scolding hurts me quite a bit. '
138.5585 	EXP 	window1: recordFrameIntervals = False
139.0732 	EXP 	stimulus_to_rate: autoDraw = True
139.0732 	EXP 	rating: autoDraw = True
143.4258 	DATA 	Mouse: Left button down, pos=(416,323)
143.5355 	DATA 	Mouse:  Left button up, pos=(420,322)
143.8315 	DATA 	Mouse: Left button down, pos=(440,313)
144.0351 	DATA 	Mouse:  Left button up, pos=(442,312)
145.3291 	DATA 	Mouse: Left button down, pos=(674,211)
145.3313 	DATA 	RatingScale rating: (mouse response) rating=1
145.3313 	DATA 	RatingScale rating: rating RT=6.273
145.3313 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 4.775), (1, 6.273)]
145.3619 	EXP 	stimulus_to_rate: autoDraw = False
145.3619 	EXP 	rating: autoDraw = False
145.3619 	EXP 	text_2: text = 'You pressed 1 = very true for me'
145.4537 	DATA 	Mouse:  Left button up, pos=(674,211)
145.7671 	EXP 	text_2: autoDraw = True
147.7337 	EXP 	New trial (rep=0, index=8): {u'thing': u'When I want something I usually go all-out to get it. ', u'reverse': 1}
147.7537 	EXP 	RatingScale rating: reset()
147.7538 	EXP 	window1: recordFrameIntervals = False
147.7644 	EXP 	text_2: autoDraw = False
147.7644 	EXP 	text_2: autoDraw = False
147.7644 	EXP 	stimulus_to_rate: text = u'When I want something I usually go all-out to get it. '
147.7645 	EXP 	window1: recordFrameIntervals = False
148.2948 	EXP 	stimulus_to_rate: autoDraw = True
148.2948 	EXP 	rating: autoDraw = True
163.9117 	DATA 	Mouse: Left button down, pos=(557,324)
164.0217 	DATA 	Mouse:  Left button up, pos=(559,331)
164.3947 	DATA 	Mouse: Left button down, pos=(616,228)
164.4877 	DATA 	Mouse:  Left button up, pos=(616,227)
164.7086 	DATA 	Mouse: Left button down, pos=(620,205)
164.7238 	DATA 	RatingScale rating: (mouse response) rating=2
164.7238 	DATA 	RatingScale rating: rating RT=16.444
164.7238 	DATA 	RatingScale rating: history=[(None, 0.0), (2, 15.633), (2, 16.444)]
164.7537 	EXP 	stimulus_to_rate: autoDraw = False
164.7537 	EXP 	rating: autoDraw = False
164.7537 	EXP 	text_2: text = 'You pressed 2 = somewhat true for me'
164.8152 	DATA 	Mouse:  Left button up, pos=(620,205)
165.1603 	EXP 	text_2: autoDraw = True
167.1266 	EXP 	New trial (rep=0, index=9): {u'thing': u'I will often do things for no other reason than that they might be fun.', u'reverse': 1}
167.1460 	EXP 	RatingScale rating: reset()
167.1460 	EXP 	window1: recordFrameIntervals = False
167.1551 	EXP 	text_2: autoDraw = False
167.1551 	EXP 	text_2: autoDraw = False
167.1551 	EXP 	stimulus_to_rate: text = u'I will often do things for no other reason than that they might be fun.'
167.1552 	EXP 	window1: recordFrameIntervals = False
167.6855 	EXP 	stimulus_to_rate: autoDraw = True
167.6855 	EXP 	rating: autoDraw = True
181.0898 	DATA 	Mouse: Left button down, pos=(582,313)
181.2614 	DATA 	Mouse:  Left button up, pos=(581,310)
181.7762 	DATA 	Mouse: Left button down, pos=(651,197)
181.7784 	DATA 	RatingScale rating: (mouse response) rating=2
181.7784 	DATA 	RatingScale rating: rating RT=14.108
181.7785 	DATA 	RatingScale rating: history=[(None, 0.0), (2, 13.421), (2, 14.108)]
181.8083 	EXP 	stimulus_to_rate: autoDraw = False
181.8083 	EXP 	rating: autoDraw = False
181.8083 	EXP 	text_2: text = 'You pressed 2 = somewhat true for me'
181.8542 	DATA 	Mouse:  Left button up, pos=(651,197)
182.2128 	EXP 	text_2: autoDraw = True
184.1944 	EXP 	New trial (rep=0, index=10): {u'thing': u"It's hard for me to find the time to do things such as get a haircut. ", u'reverse': 1}
184.2143 	EXP 	RatingScale rating: reset()
184.2144 	EXP 	window1: recordFrameIntervals = False
184.2408 	EXP 	text_2: autoDraw = False
184.2408 	EXP 	stimulus_to_rate: text = u"It's hard for me to find the time to do things such as get a haircut. "
184.2409 	EXP 	window1: recordFrameIntervals = False
184.7557 	EXP 	stimulus_to_rate: autoDraw = True
184.7557 	EXP 	rating: autoDraw = True
188.9862 	DATA 	Mouse: Left button down, pos=(450,304)
189.1394 	DATA 	Mouse:  Left button up, pos=(450,304)
190.1378 	DATA 	Mouse: Left button down, pos=(643,184)
190.1400 	DATA 	RatingScale rating: (mouse response) rating=1
190.1400 	DATA 	RatingScale rating: rating RT=5.400
190.1400 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 4.247), (1, 5.4)]
190.1707 	EXP 	stimulus_to_rate: autoDraw = False
190.1707 	EXP 	rating: autoDraw = False
190.1707 	EXP 	text_2: text = 'You pressed 1 = very true for me'
190.3093 	DATA 	Mouse:  Left button up, pos=(643,184)
190.5744 	EXP 	text_2: autoDraw = True
192.5716 	EXP 	New trial (rep=0, index=11): {u'thing': u'If I see a chance to get something I want I move on it right away. ', u'reverse': 1}
192.5897 	EXP 	RatingScale rating: reset()
192.5898 	EXP 	window1: recordFrameIntervals = False
192.6024 	EXP 	text_2: autoDraw = False
192.6024 	EXP 	stimulus_to_rate: text = u'If I see a chance to get something I want I move on it right away. '
192.6024 	EXP 	window1: recordFrameIntervals = False
193.1328 	EXP 	stimulus_to_rate: autoDraw = True
193.1328 	EXP 	rating: autoDraw = True
201.2569 	DATA 	Mouse: Left button down, pos=(705,310)
201.3984 	DATA 	Mouse:  Left button up, pos=(705,310)
202.0837 	DATA 	Mouse: Left button down, pos=(648,188)
202.0859 	DATA 	RatingScale rating: (mouse response) rating=3
202.0859 	DATA 	RatingScale rating: rating RT=8.968
202.0860 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 8.141), (3, 8.968)]
202.1304 	EXP 	stimulus_to_rate: autoDraw = False
202.1304 	EXP 	rating: autoDraw = False
202.1304 	EXP 	text_2: text = 'You pressed 3 = somewhat false for me'
202.2241 	DATA 	Mouse:  Left button up, pos=(648,188)
202.5203 	EXP 	text_2: autoDraw = True
204.5175 	EXP 	New trial (rep=0, index=12): {u'thing': u'I feel pretty worried or upset when I think or know somebody is angry at me. ', u'reverse': 1}
204.5371 	EXP 	RatingScale rating: reset()
204.5371 	EXP 	window1: recordFrameIntervals = False
204.5483 	EXP 	text_2: autoDraw = False
204.5483 	EXP 	stimulus_to_rate: text = u'I feel pretty worried or upset when I think or know somebody is angry at me. '
204.5484 	EXP 	window1: recordFrameIntervals = False
205.0787 	EXP 	stimulus_to_rate: autoDraw = True
205.0787 	EXP 	rating: autoDraw = True
210.8675 	DATA 	Mouse: Left button down, pos=(467,318)
211.0078 	DATA 	Mouse:  Left button up, pos=(466,318)
211.5071 	DATA 	Mouse: Left button down, pos=(614,194)
211.5093 	DATA 	RatingScale rating: (mouse response) rating=1
211.5093 	DATA 	RatingScale rating: rating RT=6.446
211.5094 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 5.805), (1, 6.446)]
211.5400 	EXP 	stimulus_to_rate: autoDraw = False
211.5400 	EXP 	rating: autoDraw = False
211.5400 	EXP 	text_2: text = 'You pressed 1 = very true for me'
211.6162 	DATA 	Mouse:  Left button up, pos=(614,194)
211.9437 	EXP 	text_2: autoDraw = True
213.9266 	EXP 	New trial (rep=0, index=13): {u'thing': u'When I see an opportunity for something I like I get excited right away. ', u'reverse': 1}
213.9469 	EXP 	RatingScale rating: reset()
213.9469 	EXP 	window1: recordFrameIntervals = False
213.9561 	EXP 	text_2: autoDraw = False
213.9561 	EXP 	stimulus_to_rate: text = u'When I see an opportunity for something I like I get excited right away. '
213.9561 	EXP 	window1: recordFrameIntervals = False
214.4865 	EXP 	stimulus_to_rate: autoDraw = True
214.4865 	EXP 	rating: autoDraw = True
220.1495 	DATA 	Mouse: Left button down, pos=(585,309)
220.3210 	DATA 	Mouse:  Left button up, pos=(585,308)
220.9607 	DATA 	Mouse: Left button down, pos=(600,184)
220.9629 	DATA 	RatingScale rating: (mouse response) rating=2
220.9629 	DATA 	RatingScale rating: rating RT=6.492
220.9629 	DATA 	RatingScale rating: history=[(None, 0.0), (2, 5.679), (2, 6.492)]
220.9927 	EXP 	stimulus_to_rate: autoDraw = False
220.9927 	EXP 	rating: autoDraw = False
220.9927 	EXP 	text_2: text = 'You pressed 2 = somewhat true for me'
221.0569 	DATA 	Mouse:  Left button up, pos=(600,184)
221.3973 	EXP 	text_2: autoDraw = True
223.3796 	EXP 	New trial (rep=0, index=14): {u'thing': u'I often act on the spur of the moment. ', u'reverse': 1}
223.3940 	EXP 	RatingScale rating: reset()
223.3940 	EXP 	window1: recordFrameIntervals = False
223.4096 	EXP 	text_2: autoDraw = False
223.4096 	EXP 	stimulus_to_rate: text = u'I often act on the spur of the moment. '
223.4097 	EXP 	window1: recordFrameIntervals = False
223.9400 	EXP 	stimulus_to_rate: autoDraw = True
223.9400 	EXP 	rating: autoDraw = True
226.7805 	DATA 	Mouse: Left button down, pos=(699,321)
226.8891 	DATA 	Mouse:  Left button up, pos=(699,321)
227.5750 	DATA 	Mouse: Left button down, pos=(634,199)
227.5772 	DATA 	RatingScale rating: (mouse response) rating=3
227.5772 	DATA 	RatingScale rating: rating RT=3.652
227.5773 	DATA 	RatingScale rating: history=[(None, 0.0), (3, 2.856), (3, 3.652)]
227.6087 	EXP 	stimulus_to_rate: autoDraw = False
227.6087 	EXP 	rating: autoDraw = False
227.6087 	EXP 	text_2: text = 'You pressed 3 = somewhat false for me'
227.6998 	DATA 	Mouse:  Left button up, pos=(633,198)
228.0116 	EXP 	text_2: autoDraw = True
229.9805 	EXP 	New trial (rep=0, index=15): {u'thing': u'If I think something unpleasant is going to happen I usually get pretty "worked up."', u'reverse': 1}
230.0055 	EXP 	RatingScale rating: reset()
230.0055 	EXP 	window1: recordFrameIntervals = False
230.0134 	EXP 	text_2: autoDraw = False
230.0134 	EXP 	text_2: autoDraw = False
230.0134 	EXP 	stimulus_to_rate: text = u'If I think something unpleasant is going to happen I usually get pretty "worked up."'
230.0135 	EXP 	window1: recordFrameIntervals = False
230.5570 	EXP 	stimulus_to_rate: autoDraw = True
230.5570 	EXP 	rating: autoDraw = True
238.5620 	DATA 	Mouse: Left button down, pos=(458,307)
238.7023 	DATA 	Mouse:  Left button up, pos=(456,307)
239.2372 	DATA 	Mouse: Left button down, pos=(592,204)
239.2373 	DATA 	RatingScale rating: (mouse response) rating=1
239.2374 	DATA 	RatingScale rating: rating RT=8.711
239.2374 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 8.037), (1, 8.711)]
239.2814 	EXP 	stimulus_to_rate: autoDraw = False
239.2814 	EXP 	rating: autoDraw = False
239.2814 	EXP 	text_2: text = 'You pressed 1 = very true for me'
239.4667 	DATA 	Mouse:  Left button up, pos=(593,204)
239.6851 	EXP 	text_2: autoDraw = True
241.6666 	EXP 	New trial (rep=0, index=16): {u'thing': u'I often wonder why people act the way they do. ', u'reverse': 1}
241.6837 	EXP 	RatingScale rating: reset()
241.6837 	EXP 	window1: recordFrameIntervals = False
241.6973 	EXP 	text_2: autoDraw = False
241.6973 	EXP 	stimulus_to_rate: text = u'I often wonder why people act the way they do. '
241.6974 	EXP 	window1: recordFrameIntervals = False
242.2277 	EXP 	stimulus_to_rate: autoDraw = True
242.2277 	EXP 	rating: autoDraw = True
247.9376 	DATA 	Mouse: Left button down, pos=(458,306)
248.0483 	DATA 	Mouse:  Left button up, pos=(458,306)
248.5482 	DATA 	Mouse: Left button down, pos=(627,194)
248.5504 	DATA 	RatingScale rating: (mouse response) rating=1
248.5504 	DATA 	RatingScale rating: rating RT=6.338
248.5504 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 5.726), (1, 6.338)]
248.5944 	EXP 	stimulus_to_rate: autoDraw = False
248.5944 	EXP 	rating: autoDraw = False
248.5944 	EXP 	text_2: text = 'You pressed 1 = very true for me'
248.6395 	DATA 	Mouse:  Left button up, pos=(627,194)
248.9981 	EXP 	text_2: autoDraw = True
250.9797 	EXP 	New trial (rep=0, index=17): {u'thing': u'When good things happen to me, it affects me strongly. ', u'reverse': 1}
250.9970 	EXP 	RatingScale rating: reset()
250.9970 	EXP 	window1: recordFrameIntervals = False
251.0105 	EXP 	text_2: autoDraw = False
251.0105 	EXP 	stimulus_to_rate: text = u'When good things happen to me, it affects me strongly. '
251.0106 	EXP 	window1: recordFrameIntervals = False
251.5409 	EXP 	stimulus_to_rate: autoDraw = True
251.5409 	EXP 	rating: autoDraw = True
259.3279 	DATA 	Mouse: Left button down, pos=(450,313)
259.5127 	DATA 	Mouse:  Left button up, pos=(450,313)
260.0325 	DATA 	Mouse: Left button down, pos=(612,207)
260.0348 	DATA 	RatingScale rating: (mouse response) rating=1
260.0348 	DATA 	RatingScale rating: rating RT=8.509
260.0348 	DATA 	RatingScale rating: history=[(None, 0.0), (1, 7.803), (1, 8.509)]
260.0791 	EXP 	stimulus_to_rate: autoDraw = False
260.0791 	EXP 	rating: autoDraw = False
260.0791 	EXP 	text_2: text = 'You pressed 1 = very true for me'
260.1263 	DATA 	Mouse:  Left button up, pos=(612,207)
260.4691 	EXP 	text_2: autoDraw = True
262.4506 	EXP 	New trial (rep=0, index=18): {u'thing': u'I feel worried when I think I have done poorly at something important. ', u'reverse': 1}
262.4695 	EXP 	RatingScale rating: reset()
262.4696 	EXP 	window1: recordFrameIntervals = False
262.4814 	EXP 	text_2: autoDraw = False
262.4814 	EXP 	stimulus_to_rate: text = u'I feel worried when I think I have done poorly at something important. '
262.4815 	EXP 	window1: recordFrameIntervals = False
263.0275 	EXP 	stimulus_to_rate: autoDraw = True
263.0275 	EXP 	rating: autoDraw = True
271.5087 	DATA 	Mouse: Left button down, pos=(574,315)
271.6770 	DATA 	Mouse:  Left button up, pos=(574,315)
272.0670 	DATA 	Mouse: Left button down, pos=(624,208)
272.0692 	DATA 	RatingScale rating: (mouse response) rating=2
272.0692 	DATA 	RatingScale rating: rating RT=9.057
272.0692 	DATA 	RatingScale rating: history=[(None, 0.0), (2, 8.497), (2, 9.057)]
272.0991 	EXP 	stimulus_to_rate: autoDraw = False
272.0991 	EXP 	rating: autoDraw = False
272.0991 	EXP 	text_2: text = 'You pressed 2 = somewhat true for me'
272.1918 	DATA 	Mouse:  Left button up, pos=(624,208)
272.5036 	EXP 	text_2: autoDraw = True
274.4852 	EXP 	New trial (rep=0, index=19): {u'thing': u'I crave excitement and new sensations.', u'reverse': 1}
274.4994 	EXP 	RatingScale rating: reset()
274.4994 	EXP 	window1: recordFrameIntervals = False
274.5160 	EXP 	text_2: autoDraw = False
274.5160 	EXP 	stimulus_to_rate: text = u'I crave excitement and new sensations.'
274.5161 	EXP 	window1: recordFrameIntervals = False
275.0464 	EXP 	stimulus_to_rate: autoDraw = True
275.0464 	EXP 	rating: autoDraw = True
278.7438 	DATA 	Mouse: Left button down, pos=(569,312)
278.8540 	DATA 	Mouse:  Left button up, pos=(569,312)
279.3054 	DATA 	Mouse: Left button down, pos=(615,207)
