	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	4	1	2	random	1	2	3	3	4	109
1	7	4	1	4	random	1	2	3	3	2	109
2	7	2	1	3	random	1	3	4	2	4	109
3	7	3	1	2	random	3	4	2	1	4	109
4	7	2	1	2	random	1	3	4	4	3	109
5	7	4	1	3	random	2	2	3	1	4	109
6	7	2	3	2	random	4	4	1	1	3	109
7	6	3	2	1	random	2	4	1	3	4	109
8	1	1	2	1	B	3	3	4	4	2	109
9	7	1	2	3	random	2	4	3	1	4	109
10	7	1	2	3	random	4	4	3	1	2	109
11	7	2	2	4	A	4	1	3	1	3	109
12	7	1	3	2	random	4	4	2	1	3	109
13	7	2	3	1	random	3	1	4	2	4	109
