	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	2	3	4	random	3	4	1	2	1	110
1	7	4	1	3	random	1	2	3	2	4	110
2	4	2	3	1	random	3	1	4	4	2	110
3	7	3	2	3	random	1	1	4	4	2	110
4	5	2	4	1	random	2	1	3	4	3	110
5	7	4	1	4	random	1	3	2	3	2	110
6	6	2	1	4	random	3	4	3	1	2	110
7	7	1	3	1	random	2	4	2	4	3	110
8	6	1	2	4	random	2	3	4	3	1	110
9	7	1	2	3	random	4	3	4	1	2	110
10	7	2	1	3	random	4	3	4	1	2	110
11	3	3	3	2	B	2	1	4	4	1	110
12	7	2	3	1	random	2	4	1	3	4	110
13	1	1	2	1	A	3	3	4	4	2	110
