	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	2	3	4	random	2	1	4	3	1	105
1	7	4	3	4	random	1	1	2	3	2	105
2	1	2	3	1	random	4	1	4	3	2	105
3	7	3	4	1	random	4	1	2	3	2	105
4	7	3	1	3	random	4	4	2	2	1	105
5	7	2	3	4	random	1	4	1	2	3	105
6	1	2	2	4	A	4	1	3	1	3	105
7	7	3	4	3	random	1	1	2	2	4	105
8	1	1	2	1	B	3	3	4	4	2	105
9	2	2	4	1	random	4	1	3	3	2	105
10	7	3	2	4	random	2	4	1	3	1	105
11	4	1	3	4	random	3	2	4	2	1	105
12	7	1	2	4	random	1	4	3	3	2	105
13	7	1	2	3	random	2	3	4	1	4	105
