	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	3	2	1	random	2	4	1	4	3	111
1	7	4	3	2	random	1	2	1	3	4	111
2	7	1	2	4	random	3	3	4	2	1	111
3	1	1	2	1	B	3	3	4	4	2	111
4	7	2	4	3	random	2	3	1	1	4	111
5	7	3	2	1	random	2	1	4	3	4	111
6	1	4	3	1	random	3	1	2	4	2	111
7	7	3	4	1	random	4	1	2	3	2	111
8	7	4	1	4	random	2	2	3	1	3	111
9	1	1	2	1	random	3	3	4	4	2	111
10	7	2	3	1	random	3	4	1	2	4	111
11	7	1	3	2	random	4	2	4	1	3	111
12	1	2	2	4	A	4	1	3	1	3	111
13	7	1	3	4	random	3	4	2	1	2	111
