	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	7	2	4	2	random	1	1	3	3	4	107
1	7	3	4	2	random	3	1	2	4	1	107
2	7	2	3	1	random	2	4	1	3	4	107
3	6	1	2	1	B	3	3	4	4	2	107
4	7	4	3	1	random	2	1	2	3	4	107
5	7	4	3	2	random	3	1	2	4	1	107
6	7	2	3	1	random	2	1	4	3	4	107
7	7	3	2	4	random	1	4	1	2	3	107
8	7	4	3	4	random	3	2	1	2	1	107
9	7	1	2	3	random	2	4	3	1	4	107
10	7	4	1	2	random	3	2	3	4	1	107
11	7	4	1	2	random	4	3	2	1	3	107
12	1	2	2	4	A	4	1	3	1	3	107
13	7	2	4	3	random	1	3	1	4	2	107
