	response	seq_eight	seq_five	seq_four	seq_labels	seq_one	seq_seven	seq_six	seq_three	seq_two	subject
0	1	2	2	4	A	4	1	3	1	3	115
1	7	4	2	3	random	2	1	3	1	4	115
2	1	1	2	1	B	3	3	4	4	2	115
3	7	2	3	1	random	4	4	1	2	3	115
4	4	1	3	1	random	4	4	2	2	3	115
5	5	3	4	3	random	2	2	1	1	4	115
6	5	3	4	2	random	1	1	2	3	4	115
7	6	2	4	3	random	2	1	3	1	4	115
8	7	2	3	1	random	3	4	1	2	4	115
9	6	3	1	3	random	1	2	4	2	4	115
10	7	3	2	1	random	4	4	1	2	3	115
11	6	1	2	4	random	1	3	4	2	3	115
12	6	3	1	3	random	4	2	4	2	1	115
13	6	2	4	1	random	3	3	1	2	4	115
