	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	1	1	2009	223.0	498.0	284.0	3000	7527	5240	2287	710	710	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	4530	A	228.0	338.0	127	317.0	0	399.0
1	1	1	9541	198.0	483.0	202.0	3000	14386	12383	2003	333	333	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	12050	B	316.0	244.0	127	335.0	0	225.0
2	1	1	16402	135.0	262.0	234.0	3000	20721	19245	1476	332	332	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	18913	A	234.0	194.0	127	214.0	0	203.0
3	1	1	22735	200.0	308.0	172.0	3000	27427	25556	1871	303	303	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	25253	B	373.0	278.0	127	341.0	0	199.0
4	1	1	29443	136.0	240.0	206.0	3000	33912	32483	1429	530	530	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	31953	A	244.0	193.0	127	215.0	0	195.0
5	1	1	35927	115.0	346.0	198.0	3000	40281	38818	1463	382	382	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	38436	A	234.0	198.0	127	223.0	0	149.0
6	1	1	42296	77.0	252.0	181.0	3000	46483	45153	1330	348	348	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	44805	A	268.0	155.0	127	255.0	0	142.0
7	1	1	48498	197.0	369.0	181.0	3000	53095	51292	1803	284	284	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	51008	B	324.0	236.0	127	310.0	0	186.0
8	1	1	55117	148.0	255.0	235.0	3000	59491	58053	1438	425	425	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	57628	A	231.0	169.0	127	239.0	0	161.0
9	1	1	61505	103.0	248.0	168.0	3000	65611	64330	1281	312	312	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	64018	A	253.0	130.0	127	231.0	0	148.0
10	1	1	67625	133.0	212.0	202.0	3000	71757	70464	1293	318	318	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	70146	A	248.0	167.0	127	172.0	0	159.0
11	1	1	73771	108.0	249.0	121.0	3000	77930	76596	1334	312	312	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	76284	A	230.0	191.0	127	230.0	0	205.0
12	1	1	79944	273.0	185.0	158.0	3000	84192	82824	1368	367	367	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	82457	A	243.0	185.0	127	178.0	0	146.0
13	1	1	86211	161.0	626.0	276.0	3000	91194	89179	2015	450	450	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	88729	B	267.0	230.0	127	215.0	0	240.0
