	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	1	7	313.0	192.0	225.0	2117.0	10363	8838	1525	484.0	484	[2, 1, 4, 2, 3, 4, 1, 3]	4023	30	[2, 1, 4, 2, 3, 4, 1, 3]	8354	B	204.0	133.0	116	277.0	0	181.0
1	1	7	190.0	204.0	194.0	2117.0	20053	18806	1247	493.0	493	[2, 1, 4, 2, 3, 4, 1, 3]	13483	5	[2, 1, 4, 2, 3, 4, 1, 3]	18313	B	162.0	158.0	116	162.0	0	177.0
2	0	7		73.0	146.0	1742.0	29467	28304	658	606.0	606	[3, 2, 4, 1, 2, 3]	23768	30	[3, 2, 4, 1, 2, 4, 3, 1]	27698	A			116	151.0	0	142.0
3	1	7	172.0	68.0	200.0	1742.0	37762	36480	1282	431.0	431	[3, 2, 4, 1, 2, 4, 3, 1]	32418	5	[3, 2, 4, 1, 2, 4, 3, 1]	36049	A	203.0	288.0	116	196.0	0	155.0
4	0	7				1742.0	47527	46610	323	1328.0	1328	[3, 2, 4]	41552	10	[3, 2, 4, 1, 2, 4, 3, 1]	45282	A			116	177.0	1	146.0
5	1	7	336.0	214.0	201.0	2117.0	56412	54935	1477	524.0	524	[2, 1, 4, 2, 3, 4, 1, 3]	50379	5	[2, 1, 4, 2, 3, 4, 1, 3]	54411	B	198.0	148.0	116	224.0	0	156.0
6	0	7		216.0	233.0	1742.0	65906	64227	1146	566.0	566	[3, 2, 4, 1, 2, 4]	60031	10	[3, 2, 4, 1, 2, 4, 3, 1]	63661	A		203.0	116	327.0	1	167.0
7	1	7	225.0	198.0	201.0	2117.0	74349	73094	1255	704.0	704	[2, 1, 4, 2, 3, 4, 1, 3]	68859	5	[2, 1, 4, 2, 3, 4, 1, 3]	72390	B	180.0	120.0	116	208.0	0	123.0
8	1	7	311.0	194.0	211.0	2117.0	83765	82397	1368	499.0	499	[2, 1, 4, 2, 3, 4, 1, 3]	78367	10	[2, 1, 4, 2, 3, 4, 1, 3]	81898	B	156.0	144.0	116	172.0	0	180.0
9	1	7	353.0	202.0	200.0	2117.0	93033	91637	1396	720.0	720	[2, 1, 4, 2, 3, 4, 1, 3]	86686	30	[2, 1, 4, 2, 3, 4, 1, 3]	90917	B	158.0	155.0	116	171.0	0	157.0
10	0	7		422.0	253.0	1742.0	102532	100728	1175	441.0	441	[3, 2, 4, 1, 2, 4]	96056	30	[3, 2, 4, 1, 2, 4, 3, 1]	100287	A		192.0	116	175.0	1	133.0
11	0	7			166.0	2117.0	112537	111514	503	1597.0	1597	[2, 1, 4, 2]	106186	5	[2, 1, 4, 2, 3, 4, 1, 3]	109917	B			116	183.0	1	154.0
12	1	7	163.0	184.0	150.0	1742.0	120434	119253	1181	409.0	409	[3, 2, 4, 1, 2, 4, 3, 1]	114913	30	[3, 2, 4, 1, 2, 4, 3, 1]	118844	A	180.0	209.0	116	175.0	0	120.0
13	0	7		89.0	181.0	1742.0	132503	130827	1027	569.0	569	[3, 2, 4, 1, 2, 4, 3]	123826	5	[3, 2, 4, 1, 2, 4, 3, 1]	130258	A	186.0	216.0	116	187.0	1	168.0
14	0	7				2117.0	144269	142759	1006	770.0	770	[2, 1, 4, 3]	136658	30	[2, 1, 4, 2, 3, 4, 1, 3]	141989	B			116	312.0	0	511.0
15	0	7			168.0	2117.0	152900	151777	495	1500.0	1500	[2, 1, 4, 2]	146746	10	[2, 1, 4, 2, 3, 4, 1, 3]	150277	B			116	162.0	1	165.0
16	0	7		242.0	148.0	1742.0	161551	159912	975	606.0	606	[3, 2, 4, 1, 2, 4]	155375	10	[3, 2, 4, 1, 2, 4, 3, 1]	159306	A		204.0	116	188.0	1	193.0
17	1	7	215.0	221.0	192.0	2117.0	170195	168861	1334	436.0	436	[2, 1, 4, 2, 3, 4, 1, 3]	164594	10	[2, 1, 4, 2, 3, 4, 1, 3]	168425	B	200.0	180.0	116	165.0	0	161.0
18	0	7		394.0	213.0	1742.0	180791	179218	966	672.0	672	[3, 2, 4, 1, 2]	173515	5	[3, 2, 4, 1, 2, 4, 3, 1]	178546	A			116	180.0	1	179.0
19	0	7		215.0	192.0	1742.0	189821	188058	1094	482.0	482	[3, 2, 4, 1, 2, 4]	183745	30	[3, 2, 4, 1, 2, 4, 3, 1]	187576	A		272.0	116	198.0	1	217.0
20	0	7		75.0	153.0	1742.0	199170	197461	1106	536.0	536	[3, 2, 4, 1, 2, 4, 3]	192594	5	[3, 2, 4, 1, 2, 4, 3, 1]	196925	A	184.0	328.0	116	201.0	1	165.0
21	1	7	247.0	222.0	191.0	2117.0	207852	206412	1440	455.0	455	[2, 1, 4, 2, 3, 4, 1, 3]	202426	30	[2, 1, 4, 2, 3, 4, 1, 3]	205957	B	202.0	145.0	116	175.0	0	258.0
22	0	7				1742.0	216178	215348	326	938.0	938	[3, 2, 1]	210779	10	[3, 2, 4, 1, 2, 4, 3, 1]	214410	A			116		0	138.0
23	0	7		303.0	330.0	1742.0	225306	223598	1010	537.0	537	[3, 2, 4, 1, 2]	219130	30	[3, 2, 4, 1, 2, 4, 3, 1]	223061	A			116	216.0	1	161.0
24	0	7		267.0	162.0	1742.0	234022	232484	973	707.0	707	[3, 2, 4, 1, 2, 4]	228158	10	[3, 2, 4, 1, 2, 4, 3, 1]	231777	A		181.0	116	194.0	1	169.0
25	1	7	219.0	206.0	213.0	2117.0	243108	241810	1298	403.0	403	[2, 1, 4, 2, 3, 4, 1, 3]	237075	5	[2, 1, 4, 2, 3, 4, 1, 3]	241407	B	171.0	159.0	116	166.0	0	164.0
26	1	7	235.0	200.0	196.0	2117.0	252771	251420	1351	560.0	560	[2, 1, 4, 2, 3, 4, 1, 3]	246729	10	[2, 1, 4, 2, 3, 4, 1, 3]	250860	B	181.0	190.0	116	195.0	0	154.0
27	1	7	142.0	230.0	164.0	1742.0	262087	260859	1228	434.0	434	[3, 2, 4, 1, 2, 4, 3, 1]	255993	5	[3, 2, 4, 1, 2, 4, 3, 1]	260425	A	161.0	205.0	116	158.0	0	168.0
28	0	7				2117.0	271656	271151	0		635	[1]	266283	10	[2, 1, 4, 2, 3, 4, 1, 3]	270516	B			116		0	
29	1	7	201.0	198.0	177.0	2117.0	280103	278921	1182	432.0	432	[2, 1, 4, 2, 3, 4, 1, 3]	274558	30	[2, 1, 4, 2, 3, 4, 1, 3]	278489	B	147.0	146.0	116	187.0	0	126.0
