	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1				2267	8468	7964	0		30	[2]	4312	5	[3, 2, 4, 1, 2, 4, 3, 1]	7934	B			115		0	
1	0	1		373.0	228.0	1759	16749	15028	921	541.0	541	[4, 3, 1, 4, 2, 3]	10876	5	[4, 3, 1, 4, 2, 3, 1, 2]	14487	A		111.0	115	180.0	1	29.0
2	0	1			151.0	1759	27737	26003	407	528.0	528	[4, 3, 1, 4]	19960	30	[4, 3, 1, 4, 2, 3, 1, 2]	25475	A			115	213.0	1	43.0
3	0	1			144.0	1759	36390	35279	607	423.0	423	[4, 3, 1, 4, 1]	31344	30	[4, 3, 1, 4, 2, 3, 1, 2]	34856	A			115	147.0	0	49.0
4	0	1				1759	43736	43166	66	547.0	547	[4, 3, 3]	39104	5	[4, 3, 1, 4, 2, 3, 1, 2]	42619	A			115		0	61.0
5	0	1		142.0	277.0	2267	53334	51067	1695	503.0	503	[3, 2, 4, 1, 2, 4, 3]	46647	30	[3, 2, 4, 1, 2, 4, 3, 1]	50564	B	545.0	348.0	115	274.0	1	109.0
6	1	1	221.0	127.0	210.0	2267	62903	61280	1623	434.0	434	[3, 2, 4, 1, 2, 4, 3, 1]	55635	30	[3, 2, 4, 1, 2, 4, 3, 1]	60846	B	347.0	385.0	115	206.0	0	127.0
7	0	1		478.0	172.0	1759	73829	71998	949	431.0	431	[4, 3, 1, 4, 2]	67653	10	[4, 3, 1, 4, 2, 3, 1, 2]	71567	A			115	215.0	1	84.0
8	1	1	180.0	113.0	223.0	2267	82473	80985	1488	438.0	438	[3, 2, 4, 1, 2, 4, 3, 1]	76636	5	[3, 2, 4, 1, 2, 4, 3, 1]	80547	B	290.0	364.0	115	215.0	0	103.0
9	1	1	162.0	116.0	236.0	2267	90963	89472	1491	437.0	437	[3, 2, 4, 1, 2, 4, 3, 1]	85424	5	[3, 2, 4, 1, 2, 4, 3, 1]	89035	B	311.0	370.0	115	199.0	0	97.0
10	1	1	165.0	106.0	171.0	2267	99192	97772	1420	446.0	446	[3, 2, 4, 1, 2, 4, 3, 1]	93712	10	[3, 2, 4, 1, 2, 4, 3, 1]	97326	B	323.0	357.0	115	193.0	0	105.0
11	1	1	143.0	115.0	164.0	2267	107588	106193	1395	440.0	440	[3, 2, 4, 1, 2, 4, 3, 1]	102243	30	[3, 2, 4, 1, 2, 4, 3, 1]	105753	B	296.0	386.0	115	205.0	0	86.0
