	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	1	1	4017	273.0	293.0	308.0	3000	9445	7575	1870	422.0	422	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	7153	A	237.0	243.0	135	259.0	0	257.0
1	0	1	10974		545.0	343.0	3000	17250	14780	1965	377.0	377	[4, 3, 2, 1, 3, 4, 4]	[4, 3, 2, 1, 3, 4, 2, 1]	14403	random		358.0	135	304.0	0	382.0
2	1	1	18439	183.0	255.0	377.0	3000	23707	21887	1820	317.0	317	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	21570	A	241.0	207.0	135	317.0	0	240.0
3	1	1	25834	182.0	278.0	307.0	3000	30928	29261	1667	296.0	296	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	28965	A	230.0	192.0	135	267.0	0	211.0
4	1	1	32854	228.0	227.0	289.0	3000	37781	36153	1628	269.0	269	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	35884	A	251.0	220.0	135	245.0	0	168.0
5	1	1	39913	399.0	338.0	324.0	3000	45869	43337	2532	293.0	293	[4, 3, 1, 2, 3, 1, 2, 4]	[4, 3, 1, 2, 3, 1, 2, 4]	43044	random	295.0	382.0	135	401.0	0	393.0
6	1	1	47798	183.0	235.0	307.0	3000	53221	51606	1615	277.0	277	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	51329	A	215.0	211.0	135	250.0	0	214.0
7	1	1	55350	182.0	222.0	320.0	3000	60816	59209	1607	423.0	423	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	58786	A	205.0	193.0	135	250.0	0	235.0
8	1	1	62549	162.0	212.0	257.0	3000	67498	66057	1441	277.0	277	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	65780	A	180.0	204.0	135	242.0	0	184.0
9	1	1	69723	171.0	206.0	266.0	3000	74740	73311	1429	352.0	352	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	72959	A	177.0	190.0	135	238.0	0	181.0
10	0	1	76565		339.0	285.0	3000	83304	80260	2257	459.0	459	[1, 4, 3, 2, 1, 2, 4]	[1, 4, 3, 2, 1, 2, 4, 3]	79801	random	426.0	312.0	135	472.0	1	423.0
11	1	1	84293	145.0	214.0	251.0	3000	89058	87637	1421	312.0	312	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	87325	A	206.0	187.0	135	251.0	0	167.0
12	1	1	90784	156.0	260.0	310.0	3000	95554	94095	1459	281.0	281	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	93814	A	176.0	155.0	135	235.0	0	167.0
13	1	1	97083	164.0	178.0	228.0	3000	101703	100397	1306	284.0	284	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	100113	A	201.0	149.0	135	205.0	0	181.0
14	1	1	103532	336.0	347.0	315.0	3000	109506	107067	2439	404.0	404	[1, 2, 4, 3, 4, 3, 1, 2]	[1, 2, 4, 3, 4, 3, 1, 2]	106663	random	444.0	289.0	135	390.0	0	318.0
15	1	1	111032	416.0	262.0	386.0	3000	117593	115120	2473	357.0	357	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	114763	B	336.0	374.0	135	341.0	0	358.0
16	1	1	120521	152.0	231.0	210.0	3000	126233	124834	1399	478.0	478	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	124356	A	216.0	180.0	135	238.0	0	172.0
17	1	1	128065	164.0	170.0	201.0	3000	132691	131441	1250	345.0	345	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	131096	A	172.0	173.0	135	200.0	0	170.0
18	0	1	135316		433.0	301.0	3000	142754	139640	2379	389.0	389	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	139251	B	380.0	427.0	135	362.0	1	476.0
19	1	1	143843	193.0	203.0	249.0	3000	149090	147606	1484	332.0	332	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	147274	A	212.0	211.0	135	251.0	0	165.0
20	1	1	150822	165.0	180.0	248.0	3000	155743	154348	1395	296.0	296	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	154052	A	205.0	208.0	135	216.0	0	173.0
21	1	1	157471	221.0	368.0	253.0	3000	163175	160966	2209	364.0	364	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	160602	B	394.0	425.0	135	348.0	0	200.0
22	1	1	164808	165.0	244.0	242.0	3000	169928	168513	1415	274.0	274	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	168239	A	196.0	162.0	135	260.0	0	146.0
23	1	1	171454	138.0	215.0	170.0	3000	176330	175089	1241	304.0	304	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	174785	A	181.0	147.0	135	230.0	0	160.0
