	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1			213.0	1684	10110	8364.0	880.0	441.0	441.0	[3, 2, 4, 1]	4311	5	[3, 2, 4, 1, 2, 4, 3, 1]	7923	B			127	426.0	1	241.0
1	0	1		209.0	270.0	1601	18840	17071.0	1112.0	335.0	335.0	[4, 3, 1, 4, 2, 3]	13118	5	[4, 3, 1, 4, 2, 3, 1, 2]	16736	A		163.0	127	288.0	1	182.0
2	0	1		168.0	188.0	1601	29831	28071.0	1231.0	344.0	344.0	[4, 3, 1, 4, 2, 3, 1]	22207	30	[4, 3, 1, 4, 2, 3, 1, 2]	27727	A	258.0	225.0	127	209.0	1	183.0
3	0	1				1601	38056	37552.0	0.0		437.0	[3]	33602	30	[4, 3, 1, 4, 2, 3, 1, 2]	37115	A			127		0	
4	0	1		214.0	173.0	1601	46536	44831.0	1002.0	399.0	399.0	[4, 3, 1, 4, 2, 3]	40921	5	[4, 3, 1, 4, 2, 3, 1, 2]	44432	A		176.0	127	233.0	1	206.0
5	0	1		354.0	189.0	1684	55702	53875.0	1274.0	360.0	360.0	[3, 2, 4, 1, 2, 4, 3]	49601	30	[3, 2, 4, 1, 2, 4, 3, 1]	53515	B	198.0	172.0	127	186.0	1	175.0
6	0	1		109.0	189.0	1684	65987	64359.0	1085.0	559.0	559.0	[3, 2, 4, 1, 2, 4]	58587	30	[3, 2, 4, 1, 2, 4, 3, 1]	63800	B		466.0	127	179.0	1	142.0
7	0	1		222.0	158.0	1601	76793	75077.0	929.0	388.0	388.0	[4, 3, 1, 4, 2, 3]	70771	10	[4, 3, 1, 4, 2, 3, 1, 2]	74689	A		179.0	127	195.0	1	175.0
8	0	1		129.0	209.0	1684	85865	84098.0	1150.0	420.0	420.0	[3, 2, 4, 1, 2, 4]	79767	5	[3, 2, 4, 1, 2, 4, 3, 1]	83678	B		432.0	127	210.0	1	170.0
9	0	1		143.0	207.0	1684	94645	92898.0	1011.0	440.0	440.0	[3, 2, 4, 1, 2, 4]	88847	5	[3, 2, 4, 1, 2, 4, 3, 1]	92458	B		316.0	127	205.0	1	140.0
10	0	1		162.0	224.0	1684	103227	101357.0	1309.0	317.0	317.0	[3, 2, 4, 1, 2, 4, 3]	97430	10	[3, 2, 4, 1, 2, 4, 3, 1]	101040	B	254.0	228.0	127	208.0	1	233.0
11	1	1	169.0	148.0	205.0	1684	111422	110176.0	1246.0	343.0	343.0	[3, 2, 4, 1, 2, 4, 3, 1]	106311	30	[3, 2, 4, 1, 2, 4, 3, 1]	109833	B	191.0	231.0	127	177.0	0	125.0
12	0	1		166.0	217.0	1601	121070	119358.0	1178.0	392.0	392.0	[4, 3, 1, 4, 2, 3, 1]	115355	5	[4, 3, 1, 4, 2, 3, 1, 2]	118966	A	211.0	121.0	127	202.0	1	261.0
