	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	1	6	4116	301.0	263.0	346.0	3000	9828	7663	2165	415	415	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	7248	A	266.0	333.0	138	357.0	0	299
1	0	6	11455		311.0	584.0	3000	17589	15052	2032	566	566	[2, 1, 4, 2, 3, 1]	[2, 1, 4, 2, 3, 4, 1, 3]	14486	B			138	406.0	0	389
2	1	6	19178	307.0	294.0	368.0	3000	26476	24227	2248	418	418	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	23809	A	319.0	306.0	138	348.0	0	306
3	0	6	28106		490.0	408.0	3000	34740	31807	2282	570	570	[1, 2, 3, 4, 3, 4]	[1, 2, 3, 4, 3, 4, 2, 1]	31237	random		545.0	138	468.0	1	371
4	1	6	35828	322.0	388.0	315.0	3000	42160	39920	2240	561	561	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	39359	A	268.0	338.0	138	276.0	0	333
5	1	6	43986	333.0	344.0	307.0	3000	49976	47577	2399	360	360	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	47217	A	270.0	559.0	138	284.0	0	302
6	0	6	51798				3000	57938	56143	1290	414	414	[2, 1, 4, 3]	[2, 1, 4, 2, 3, 4, 1, 3]	55729	B			138	563.0	0	360
7	0	6	59126		371.0	453.0	3000	65719	62698	2515	340	340	[3, 2, 4, 1, 2, 4, 3, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	62358	A	260.0	444.0	138	359.0	0	305
8	1	6	68101	392.0	404.0	310.0	3000	74670	72116	2554	384	384	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	71732	A	355.0	418.0	138	321.0	0	354
9	0	6	76594		544.0	493.0	3000	83529	80802	2095	776	776	[3, 2, 1, 4, 2]	[3, 2, 1, 4, 2, 3, 4, 1]	80026	random			138	497.0	1	561
10	0	6	85316		404.0	588.0	3000	91850	88769	2540	422	422	[3, 2, 4, 1, 2, 4]	[3, 2, 4, 1, 2, 4, 3, 1]	88347	A		908.0	138	348.0	1	292
11	0	6	92938			709.0	3000	99573	96532	2201	462	462	[2, 1, 4, 2]	[2, 1, 4, 2, 3, 4, 1, 3]	96070	B			138	1012.0	1	480
12	0	6	101463		350.0	371.0	3000	107997	105028	2184	534	534	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	104494	A	300.0	441.0	138	439.0	1	283
13	1	6	109082	366.0	349.0	315.0	3000	115147	112590	2557	377	377	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	112213	A	288.0	565.0	138	369.0	0	305
14	1	6	116675	288.0	334.0	281.0	3000	122330	120068	2262	362	362	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	119706	A	301.0	361.0	138	389.0	0	308
15	1	6	123956	328.0	332.0	274.0	3000	130619	128221	2398	334	334	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	127887	A	289.0	462.0	138	397.0	0	316
16	1	6	132346	293.0	364.0	284.0	3000	138037	135725	2312	349	349	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	135376	A	237.0	453.0	138	347.0	0	334
17	0	6	139563		351.0	338.0	3000	146296	143200	2335	407	407	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	142793	A	659.0	410.0	138	276.0	1	301
18	1	6	147479	262.0	361.0	457.0	3000	153304	150928	2376	418	418	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	150510	A	259.0	376.0	138	369.0	0	292
19	0	6	154831				3000	159562	158412	645	350	350	[3, 2, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	158062	A			138		0	310
