	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	1	5	4226	273.0	343.0	324.0	3000	10227	7861	2366	604	604	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	7257	A	290.0	338.0	138	492	0	306
1	0	5	12259		381.0	504.0	3000	18894	16002	2376	612	612	[4, 2, 1, 3, 4, 1]	[4, 2, 1, 3, 4, 1, 2, 3]	15390	random		458.0	138	509	1	524
2	1	5	19883	443.0	362.0	343.0	3000	26701	24413	2288	399	399	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	24014	A	297.0	255.0	138	301	0	287
3	0	5	28326		363.0	447.0	3000	35961	32898	2342	440	440	[2, 1, 4, 2, 3, 4, 1]	[2, 1, 4, 2, 3, 4, 1, 3]	32458	B	329.0	453.0	138	409	1	341
4	1	5	36949	337.0	364.0	299.0	3000	42552	40352	2200	372	372	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	39980	A	271.0	299.0	138	289	0	341
5	1	5	44677	287.0	371.0	312.0	3000	50547	48373	2174	365	365	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	48008	A	284.0	326.0	138	284	0	310
6	1	5	52076	337.0	371.0	330.0	3000	57970	55688	2282	381	381	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	55307	A	283.0	339.0	138	310	0	312
7	1	5	59695	283.0	330.0	286.0	3000	65803	63587	2216	362	362	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	63225	A	304.0	301.0	138	358	0	354
8	1	5	67629	308.0	347.0	302.0	3000	74007	71936	2071	376	376	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	71560	A	272.0	276.0	138	282	0	284
9	1	5	75741	328.0	325.0	303.0	3000	81378	79171	2207	399	399	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	78772	A	327.0	324.0	138	276	0	324
10	0	5	83509		343.0	480.0	3000	90244	87151	2187	410	410	[2, 1, 4, 2, 3, 4, 1]	[2, 1, 4, 2, 3, 4, 1, 3]	86741	B	320.0	358.0	138	347	1	339
11	1	5	91833	284.0	396.0	325.0	3000	98002	95742	2260	378	378	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	95364	A	247.0	416.0	138	286	0	306
12	1	5	99532	320.0	368.0	291.0	3000	105320	103022	2298	458	458	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	102564	A	290.0	402.0	138	274	0	353
13	1	5	106946	307.0	339.0	422.0	3000	113083	110663	2420	387	387	[2, 1, 4, 2, 3, 4, 1, 3]	[2, 1, 4, 2, 3, 4, 1, 3]	110276	B	322.0	374.0	138	332	0	324
14	1	5	114608	290.0	367.0	295.0	3000	120272	118094	2178	356	356	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	117738	A	281.0	336.0	138	302	0	307
15	1	5	121799	260.0	373.0	274.0	3000	128135	125895	2240	365	365	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	125530	A	321.0	265.0	138	341	0	406
16	0	5	129764		371.0	539.0	3000	136398	133293	2296	398	398	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	132895	A	283.0	274.0	138	282	1	547
17	0	5	137788		633.0	393.0	3000	144822	141866	2075	547	547	[4, 3, 1, 2, 1]	[4, 3, 1, 2, 1, 4, 3, 2]	141319	random			138	501	1	548
18	0	5	145812		357.0	505.0	3000	152447	149341	2500	398	398	[2, 1, 4, 2, 3, 4, 1]	[2, 1, 4, 2, 3, 4, 1, 3]	148943	B	293.0	408.0	138	596	1	341
19	1	5	153534	241.0	360.0	305.0	3000	159472	157395	2077	429	429	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	156966	A	285.0	306.0	138	297	0	283
20	1	5	161004	268.0	287.0	269.0	3000	166539	164475	2064	440	440	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	164035	A	274.0	347.0	138	314	0	305
21	0	5	168367		618.0	329.0	3000	175401	172473	1964	575	575	[4, 1, 3, 2, 3]	[4, 1, 3, 2, 3, 2, 1, 4]	171898	random			138	410	1	607
22	1	5	176790	213.0	644.0	272.0	3000	183277	180825	2452	404	404	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	180421	A	278.0	459.0	138	277	0	309
23	1	5	185406	261.0	378.0	246.0	3000	191360	189292	2068	455	455	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	188837	A	277.0	350.0	138	310	0	246
24	1	5	192890	250.0	363.0	246.0	3000	198594	196602	1992	381	381	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	196221	A	296.0	290.0	138	294	0	253
