	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1		286.0	349.0	2283	10717	8201	1666	270.0	270	[2, 1, 4, 2, 3, 4, 1]	4320	5	[2, 1, 4, 2, 3, 4, 1, 3]	7931	B	225.0	233.0	118	310.0	1	263.0
1	0	1		182.0	172.0	1617	18843	17003	1113	280.0	280	[3, 2, 4, 1, 2, 4, 3]	13104	5	[3, 2, 4, 1, 2, 4, 3, 1]	16723	A	182.0	207.0	118	220.0	1	150.0
2	0	1		236.0	268.0	1617	29831	28126	1090	415.0	415	[3, 2, 4, 1, 2, 4]	22193	30	[3, 2, 4, 1, 2, 4, 3, 1]	27711	A		236.0	118	169.0	1	181.0
3	1	1	128.0	262.0	155.0	1617	38605	37399	1206	307.0	307	[3, 2, 4, 1, 2, 4, 3, 1]	33580	30	[3, 2, 4, 1, 2, 4, 3, 1]	37092	A	152.0	217.0	118	154.0	0	138.0
4	0	1		181.0	151.0	1617	47638	46030	989	512.0	512	[3, 2, 4, 1, 2, 4, 3]	42004	5	[3, 2, 4, 1, 2, 4, 3, 1]	45518	A	179.0	170.0	118	201.0	1	107.0
5	0	1			251.0	2283	56718	55156	1058	556.0	556	[2, 1, 4, 2, 1]	50688	30	[2, 1, 4, 2, 3, 4, 1, 3]	54600	B			118	396.0	0	231.0
6	0	1		298.0	333.0	2283	67000	64568	1883	354.0	354	[2, 1, 4, 2, 3, 4, 1]	59001	30	[2, 1, 4, 2, 3, 4, 1, 3]	64214	B	546.0	211.0	118	303.0	1	192.0
7	0	1			239.0	1617	77215	75607	954	512.0	512	[3, 2, 4, 1]	71184	10	[3, 2, 4, 1, 2, 4, 3, 1]	75095	A			118	498.0	1	217.0
8	0	1		274.0	424.0	2283	86862	84473	1798	397.0	397	[2, 1, 4, 2, 3, 4, 1]	80165	5	[2, 1, 4, 2, 3, 4, 1, 3]	84076	B	230.0	249.0	118	359.0	1	262.0
9	0	1		227.0	345.0	2283	95648	93268	1807	406.0	406	[2, 1, 4, 2, 3, 4, 1]	89251	5	[2, 1, 4, 2, 3, 4, 1, 3]	92862	B	203.0	179.0	118	520.0	1	333.0
10	0	1		278.0	338.0	2283	104231	102046	1536	601.0	601	[2, 1, 4, 2, 3, 4]	97834	10	[2, 1, 4, 2, 3, 4, 1, 3]	101445	B		237.0	118	470.0	1	213.0
11	1	1	315.0	222.0	321.0	2283	112289	110600	1689	365.0	365	[2, 1, 4, 2, 3, 4, 1, 3]	106721	30	[2, 1, 4, 2, 3, 4, 1, 3]	110235	B	228.0	219.0	118	244.0	0	140.0
12	0	1		216.0	208.0	1617	121356	119617	1221	381.0	381	[3, 2, 4, 1, 2, 4]	115622	5	[3, 2, 4, 1, 2, 4, 3, 1]	119236	A		157.0	118	200.0	1	440.0
13	0	1		101.0	155.0	1617	129942	128164	770	342.0	342	[3, 2, 4, 1, 2, 4, 3]	124211	10	[3, 2, 4, 1, 2, 4, 3, 1]	127822	A	91.0	193.0	118	170.0	1	60.0
