	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	1	1	2009	378.0	306.0	388.0	3000	7319	5000	2319	482	482	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	4518	A	253.0	500.0	115	170.0	0	324.0
1	0	1	9340		368.0	304.0	3000	14518	12268	1746	417	417	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	11851	A		584.0	115	183.0	0	59.0
2	1	1	16536	339.0	404.0	289.0	3000	21895	19492	2403	445	445	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	19047	B	571.0	301.0	115	371.0	0	128.0
3	0	1	23909		345.0	271.0	3000	29076	27017	1555	599	599	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	26418	A		282.0	115	222.0	0	207.0
4	0	1	31090		457.0	216.0	3000	36071	34133	1434	528	528	[4, 3, 1, 4, 2, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	33605	A			115	157.0	0	279.0
5	0	1	38091		388.0	252.0	3000	44104	41081	2221	480	480	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	40601	B	689.0	496.0	115	282.0	1	114.0
6	1	1	46123	285.0	596.0	214.0	3000	51433	49199	2234	556	556	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	48643	A	337.0	563.0	115	162.0	0	77.0
7	1	1	53447	311.0	391.0	274.0	3000	58712	56485	2227	528	528	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	55957	B	425.0	432.0	115	282.0	0	112.0
8	1	1	60726	261.0	453.0	240.0	3000	66042	63701	2341	465	465	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	63236	B	714.0	311.0	115	255.0	0	107.0
9	0	1	68057			164.0	3000	72311	70989	818	423	423	[3, 2, 4, 1, 4]	[3, 2, 4, 1, 2, 4, 3, 1]	70566	B			115	216.0	0	101.0
