	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1	4023				3000	9022	7524	994	370.0	370	[4, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	7154	A			107	445.0	0	493.0
1	0	1	10011		540.0	350.0	3000	16944	13995	2183	554.0	554	[2, 3, 4, 1, 4, 1]	[2, 3, 4, 1, 4, 1, 3, 2]	13441	random		494.0	107	412.0	1	387.0
2	0	1	18131		328.0	407.0	3000	24765	21677	2135	415.0	415	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	21262	A	319.0	323.0	107	394.0	1	364.0
3	1	1	26353	397.0	300.0	431.0	3000	32270	29871	2399	387.0	387	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	29484	A	256.0	280.0	107	408.0	0	327.0
4	1	1	34199	362.0	285.0	482.0	3000	39757	37569	2188	339.0	339	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	37230	A	294.0	278.0	107	283.0	0	204.0
5	0	1	41888		340.0	325.0	3000	48522	45478	2351	459.0	459	[1, 3, 4, 2, 3, 4, 1]	[1, 3, 4, 2, 3, 4, 1, 2]	45019	random	271.0	468.0	107	438.0	1	509.0
6	1	1	49910	356.0	333.0	447.0	3000	56020	53796	2224	355.0	355	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	53441	A	285.0	277.0	107	302.0	0	224.0
7	1	1	58151	343.0	362.0	462.0	3000	64340	61939	2401	358.0	358	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	61581	A	420.0	296.0	107	285.0	0	233.0
8	1	1	66065	370.0	328.0	373.0	3000	71843	69662	2181	365.0	365	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	69297	A	265.0	303.0	107	260.0	0	282.0
9	1	1	74069	371.0	341.0	428.0	3000	79836	77592	2244	292.0	292	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	77300	A	282.0	278.0	107	268.0	0	276.0
10	0	1	81664		510.0	400.0	3000	87990	85377	2109	482.0	482	[1, 2, 3, 4, 2, 2]	[1, 2, 3, 4, 2, 3, 1, 4]	84895	random			107	348.0	0	454.0
11	1	1	88978	250.0	385.0	399.0	3000	94605	92392	2213	383.0	383	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	92009	A	359.0	278.0	107	293.0	0	249.0
12	1	1	96333	295.0	374.0	397.0	3000	101884	99728	2156	365.0	365	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	99363	A	281.0	301.0	107	274.0	0	234.0
13	1	1	103412	318.0	321.0	330.0	3000	108839	106844	1994	401.0	401	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	106443	A	217.0	241.0	107	278.0	0	290.0
14	0	1	110670		356.0	476.0	3000	117304	114251	1986	450.0	450	[3, 2, 4, 1, 2, 1]	[3, 2, 4, 1, 2, 1, 3, 4]	113801	random		438.0	107	371.0	1	345.0
15	0	1	118292		368.0	294.0	3000	125529	122595	2341	571.0	571	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	122024	B	443.0	506.0	107	384.0	1	346.0
16	1	1	127917	301.0	323.0	446.0	3000	134223	132006	2217	258.0	258	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	131748	A	316.0	291.0	107	275.0	0	265.0
17	1	1	136049	335.0	611.0	325.0	3000	141971	139422	2549	342.0	342	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	139080	A	401.0	356.0	107	279.0	0	242.0
18	0	1	144591		429.0	393.0	3000	151984	148854	2626	334.0	334	[3, 2, 4, 1, 2, 4, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	148520	B		494.0	107	454.0	0	451.0
19	1	1	153072	292.0	418.0	347.0	3000	159227	156835	2392	331.0	331	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	156504	A	384.0	300.0	107	316.0	0	335.0
20	1	1	160954	273.0	383.0	383.0	3000	166695	164529	2166	344.0	344	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	164185	A	262.0	292.0	107	277.0	0	296.0
21	0	1	168430		398.0	301.0	3000	175064	172064	2408	503.0	503	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	171561	B	571.0	441.0	107	354.0	1	343.0
22	1	1	176154	295.0	677.0	451.0	3000	182386	179894	2492	310.0	310	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	179584	A	187.0	349.0	107	292.0	0	241.0
23	1	1	183911	218.0	340.0	536.0	3000	189658	187570	2088	328.0	328	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	187242	A	237.0	194.0	107	290.0	0	273.0
24	1	1	191394	261.0	272.0	346.0	3000	196991	195154	1837	330.0	330	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	194824	A	252.0	226.0	107	264.0	0	216.0
25	0	1	198719		398.0	292.0	3000	205353	202157	2474	307.0	307	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	201850	B	483.0	468.0	107	341.0	1	492.0
26	0	1	206743				3000	211643	210104	1035	329.0	329	[4, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	209775	A			107	379.0	0	551.0
27	0	1	212632		461.0	308.0	3000	219565	216523	2338	461.0	461	[4, 1, 3, 2, 1, 3]	[4, 1, 3, 2, 1, 3, 2, 4]	216062	random		569.0	107	494.0	1	506.0
28	1	1	220653	266.0	297.0	430.0	3000	226356	224242	2114	358.0	358	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	223884	A	303.0	279.0	107	311.0	0	228.0
29	1	1	228090	161.0	287.0	463.0	3000	233910	231688	2222	368.0	368	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	231320	A	380.0	275.0	107	331.0	0	325.0
30	1	1	235440	642.0	263.0	442.0	3000	241014	238795	2219	325.0	325	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	238470	A	223.0	203.0	107	282.0	0	164.0
31	1	1	243652	319.0	354.0	388.0	3000	249504	247297	2207	414.0	414	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	246883	A	253.0	254.0	107	358.0	0	281.0
32	1	1	251029	425.0	308.0	471.0	3000	256689	254489	2200	330.0	330	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	254159	A	248.0	192.0	107	303.0	0	253.0
33	1	1	258214	290.0	460.0	584.0	3000	264878	262535	2343	289.0	289	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	262246	A	255.0	215.0	107	330.0	0	209.0
34	0	1	267505		337.0	295.0	3000	274262	271621	2137	285.0	285	[3, 2, 4, 1, 2, 4, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	271336	B		484.0	107	379.0	0	370.0
35	0	2	966		428.0	375.0	3000	7904	4750	2435	352.0	352	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	4398	B	507.0	498.0	107	324.0	1	303.0
36	1	2	8894	185.0	309.0	420.0	3000	14135	12253	1882	328.0	328	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	11925	A	225.0	206.0	107	343.0	0	194.0
37	1	2	15761	215.0	304.0	690.0	3000	21690	19205	2485	314.0	314	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	18891	A	271.0	258.0	107	404.0	0	343.0
38	1	2	23318	614.0	270.0	510.0	3000	28972	26701	2271	352.0	352	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	26349	A	181.0	194.0	107	274.0	0	228.0
39	1	2	30702	246.0	452.0	383.0	3000	36202	34173	2029	240.0	240	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	33933	A	270.0	209.0	107	261.0	0	208.0
40	1	2	38127	82.0	405.0	399.0	3000	43355	41568	1787	310.0	310	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	41258	A	294.0	178.0	107	218.0	0	211.0
41	1	2	44891	142.0	335.0	286.0	3000	49942	48288	1654	367.0	367	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	47921	A	231.0	162.0	107	315.0	0	183.0
