	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	8				2117.0	10677					[]	4523	5	[2, 1, 4, 2, 3, 4, 1, 3]	8054	B			116		1	
1	1	8	250.0	208.0	179.0	2117.0	18722	17496.0	1226.0	508.0	508.0	[2, 1, 4, 2, 3, 4, 1, 3]	13457	10	[2, 1, 4, 2, 3, 4, 1, 3]	16988	B	155.0	140.0	116	179.0	0	115.0
2	1	8	147.0	254.0	129.0	1742.0	27567	26405.0	1162.0	431.0	431.0	[3, 2, 4, 1, 2, 4, 3, 1]	22043	10	[3, 2, 4, 1, 2, 4, 3, 1]	25974	A	178.0	166.0	116	158.0	0	130.0
3	1	8	105.0	163.0	157.0	1742.0	37123	35994.0	1129.0	598.0	598.0	[3, 2, 4, 1, 2, 4, 3, 1]	30864	30	[3, 2, 4, 1, 2, 4, 3, 1]	35396	A	168.0	193.0	116	192.0	0	151.0
4	0	8		175.0	140.0	2117.0	46056	44777.0	774.0	535.0	535.0	[2, 1, 4, 2, 3, 1]	40711	30	[2, 1, 4, 2, 3, 4, 1, 3]	44242	B			116	144.0	0	139.0
5	1	8	239.0	200.0	209.0	2117.0	54159	52962.0	1197.0	400.0	400.0	[2, 1, 4, 2, 3, 4, 1, 3]	49030	5	[2, 1, 4, 2, 3, 4, 1, 3]	52562	B	174.0	90.0	116	171.0	0	114.0
6	0	8				1742.0	61661	61156.0	0.0		452.0	[2]	57073	30	[3, 2, 4, 1, 2, 4, 3, 1]	60704	A			116		0	
7	1	8	164.0	112.0	167.0	1742.0	70605	69378.0	1227.0	431.0	431.0	[3, 2, 4, 1, 2, 4, 3, 1]	65316	10	[3, 2, 4, 1, 2, 4, 3, 1]	68947	A	192.0	243.0	116	168.0	0	181.0
8	0	8				1742.0	79509	78550.0	455.0	494.0	494.0	[3, 2, 1]	73924	5	[3, 2, 4, 1, 2, 4, 3, 1]	78056	A			116		0	226.0
9	1	8	165.0	152.0	140.0	1742.0	87679	86495.0	1184.0	500.0	500.0	[3, 2, 4, 1, 2, 4, 3, 1]	82263	5	[3, 2, 4, 1, 2, 4, 3, 1]	85995	A	155.0	215.0	116	188.0	0	169.0
10	0	8			199.0	1742.0	97146	95442.0	941.0	541.0	541.0	[3, 2, 4, 1]	90970	30	[3, 2, 4, 1, 2, 4, 3, 1]	94901	A			116	209.0	1	533.0
11	1	8	458.0	219.0	182.0	2117.0	106304	104770.0	1534.0	439.0	439.0	[2, 1, 4, 2, 3, 4, 1, 3]	100000	30	[2, 1, 4, 2, 3, 4, 1, 3]	104331	B	236.0	105.0	116	179.0	0	155.0
12	0	8				2117.0	117345	115759.0	1082.0	907.0	907.0	[2, 1, 4, 3]	109421	10	[2, 1, 4, 2, 3, 4, 1, 3]	114852	B			116	304.0	0	553.0
13	0	8		324.0	155.0	1742.0	126701	125272.0	837.0	819.0	819.0	[3, 2, 4, 1, 2]	119721	5	[3, 2, 4, 1, 2, 4, 3, 1]	124453	A			116	177.0	1	181.0
14	1	8	192.0	82.0	164.0	1742.0	134940	133741.0	1199.0	454.0	454.0	[3, 2, 4, 1, 2, 4, 3, 1]	129656	10	[3, 2, 4, 1, 2, 4, 3, 1]	133287	A	163.0	260.0	116	174.0	0	164.0
15	1	8	164.0	100.0	152.0	1742.0	143904	142712.0	1192.0	543.0	543.0	[3, 2, 4, 1, 2, 4, 3, 1]	138538	30	[3, 2, 4, 1, 2, 4, 3, 1]	142169	A	163.0	242.0	116	197.0	0	174.0
