	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1		361.0	233.0	1412	9838	8220	1105	297.0	297	[3, 2, 4, 1, 2]	4312	5	[3, 2, 4, 1, 2, 4, 3, 1]	7923	B			125	243.0	1	268.0
1	0	1		144.0	122.0	1198	18417	16998	909	288.0	288	[4, 3, 1, 4, 2, 3, 1]	13093	5	[4, 3, 1, 4, 2, 3, 1, 2]	16710	A	171.0	117.0	125	171.0	1	184.0
2	0	1		188.0	195.0	1198	29410	28044	846	335.0	335	[4, 3, 1, 4, 2]	22197	30	[4, 3, 1, 4, 2, 3, 1, 2]	27709	A			125	214.0	1	249.0
3	0	1		149.0	163.0	1198	38793	37371	814	279.0	279	[4, 3, 1, 4, 2, 3]	33579	30	[4, 3, 1, 4, 2, 3, 1, 2]	37092	A		131.0	125	164.0	1	207.0
4	0	1		181.0	194.0	1198	47280	45843	919	264.0	264	[4, 3, 1, 4, 2, 3]	42068	5	[4, 3, 1, 4, 2, 3, 1, 2]	45579	A		163.0	125	185.0	1	196.0
5	0	1		223.0	141.0	1412	56587	55013	1028	341.0	341	[3, 2, 4, 1, 2, 4]	50755	30	[3, 2, 4, 1, 2, 4, 3, 1]	54672	B		226.0	125	224.0	1	214.0
6	0	1		198.0	171.0	1412	66878	65225	1045	265.0	265	[3, 2, 4, 1, 2, 4]	59746	30	[3, 2, 4, 1, 2, 4, 3, 1]	64960	B		257.0	125	168.0	1	251.0
7	0	1		185.0	156.0	1198	77552	76108	855	257.0	257	[4, 3, 1, 4, 2, 3]	71936	10	[4, 3, 1, 4, 2, 3, 1, 2]	75851	A		146.0	125	173.0	1	195.0
8	0	1		187.0	167.0	1412	86758	85095	1106	252.0	252	[3, 2, 4, 1, 2, 4, 3]	80931	5	[3, 2, 4, 1, 2, 4, 3, 1]	84843	B	178.0	176.0	125	197.0	1	201.0
9	1	1	143.0	129.0	130.0	1412	94916	93889	1027	266.0	266	[3, 2, 4, 1, 2, 4, 3, 1]	90012	5	[3, 2, 4, 1, 2, 4, 3, 1]	93623	B	148.0	162.0	125	135.0	0	180.0
