	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1		367.0	276.0	2120	10578	8634.0	1427.0	679.0	679.0	[3, 2, 4, 1, 2, 4]	4323	5	[3, 2, 4, 1, 2, 4, 3, 1]	7955	B		242.0	117	273.0	1	269.0
1	1	1	265.0	325.0	249.0	2141	18847	17050.0	1797.0	267.0	267.0	[4, 3, 1, 4, 2, 3, 1, 2]	13152	5	[4, 3, 1, 4, 2, 3, 1, 2]	16783	A	241.0	235.0	117	255.0	0	227.0
2	1	1	242.0	267.0	214.0	2141	29845	28177.0	1668.0	405.0	405.0	[4, 3, 1, 4, 2, 3, 1, 2]	22241	30	[4, 3, 1, 4, 2, 3, 1, 2]	27772	A	262.0	194.0	117	252.0	0	237.0
3	1	1	234.0	255.0	214.0	2141	39108	37456.0	1652.0	287.0	287.0	[4, 3, 1, 4, 2, 3, 1, 2]	33638	30	[4, 3, 1, 4, 2, 3, 1, 2]	37169	A	270.0	206.0	117	272.0	0	201.0
4	0	1		290.0	272.0	2141	48180	45902.0	1632.0	366.0	366.0	[4, 3, 1, 4, 2, 3, 1]	42003	5	[4, 3, 1, 4, 2, 3, 1, 2]	45536	A	309.0	242.0	117	294.0	1	225.0
5	0	1		336.0	272.0	2120	57292	54948.0	1603.0	282.0	282.0	[3, 2, 4, 1, 2, 4, 3]	50735	30	[3, 2, 4, 1, 2, 4, 3, 1]	54666	B	245.0	251.0	117	232.0	1	267.0
6	0	1		549.0	234.0	2120	67622	65357.0	1617.0	358.0	358.0	[3, 2, 4, 1, 2, 4]	59768	30	[3, 2, 4, 1, 2, 4, 3, 1]	64999	B		219.0	117	239.0	1	376.0
7	0	1			197.0	2141	77820	76213.0	1103.0	283.0	283.0	[4, 3, 1, 4, 3]	71999	10	[4, 3, 1, 4, 2, 3, 1, 2]	75930	A			117	250.0	0	206.0
8	0	1		225.0	310.0	2120	86827	84531.0	1524.0	327.0	327.0	[3, 2, 4, 1, 2, 4, 3]	80272	5	[3, 2, 4, 1, 2, 4, 3, 1]	84204	B	286.0	226.0	117	243.0	1	234.0
9	1	1	224.0	216.0	259.0	2120	95063	93317.0	1746.0	286.0	286.0	[3, 2, 4, 1, 2, 4, 3, 1]	89399	5	[3, 2, 4, 1, 2, 4, 3, 1]	93031	B	244.0	256.0	117	297.0	0	250.0
10	1	1	232.0	198.0	220.0	2120	103443	101892.0	1551.0	284.0	284.0	[3, 2, 4, 1, 2, 4, 3, 1]	97977	10	[3, 2, 4, 1, 2, 4, 3, 1]	101608	B	235.0	239.0	117	229.0	0	198.0
11	1	1	211.0	221.0	239.0	2120	112089	110479.0	1610.0	292.0	292.0	[3, 2, 4, 1, 2, 4, 3, 1]	106656	30	[3, 2, 4, 1, 2, 4, 3, 1]	110187	B	250.0	243.0	117	235.0	0	211.0
12	0	1		496.0	231.0	2141	121876	119526.0	1668.0	294.0	294.0	[4, 3, 1, 4, 2, 3, 1]	115601	5	[4, 3, 1, 4, 2, 3, 1, 2]	119232	A	223.0	242.0	117	272.0	1	204.0
13	1	1	220.0	225.0	226.0	2141	129980	128412.0	1568.0	549.0	549.0	[4, 3, 1, 4, 2, 3, 1, 2]	124232	10	[4, 3, 1, 4, 2, 3, 1, 2]	127863	A	245.0	189.0	117	199.0	0	264.0
14	0	1			221.0	2120	139531	137780.0	1246.0	278.0	278.0	[3, 2, 4, 1, 4]	133371	30	[3, 2, 4, 1, 2, 4, 3, 1]	137502	B			117	358.0	0	213.0
15	1	1	288.0	257.0	215.0	2141	150993	149226.0	1767.0	290.0	290.0	[4, 3, 1, 4, 2, 3, 1, 2]	144605	30	[4, 3, 1, 4, 2, 3, 1, 2]	148936	A	296.0	229.0	117	278.0	0	204.0
16	1	1	243.0	312.0	225.0	2120	161178	159437.0	1741.0	319.0	319.0	[3, 2, 4, 1, 2, 4, 3, 1]	154687	10	[3, 2, 4, 1, 2, 4, 3, 1]	159118	B	247.0	270.0	117	210.0	0	234.0
17	1	1	236.0	178.0	234.0	2120	169806	168313.0	1493.0	490.0	490.0	[3, 2, 4, 1, 2, 4, 3, 1]	164293	10	[3, 2, 4, 1, 2, 4, 3, 1]	167823	B	222.0	226.0	117	196.0	0	201.0
18	1	1	270.0	220.0	248.0	2120	178798	177152.0	1646.0	301.0	301.0	[3, 2, 4, 1, 2, 4, 3, 1]	172819	5	[3, 2, 4, 1, 2, 4, 3, 1]	176851	B	262.0	238.0	117	211.0	0	197.0
19	0	1		695.0	258.0	2141	188793	186433.0	1688.0	284.0	284.0	[4, 3, 1, 4, 2, 3]	182117	5	[4, 3, 1, 4, 2, 3, 1, 2]	186149	A		256.0	117	265.0	1	214.0
20	1	1	264.0	293.0	273.0	2141	197623	195849.0	1774.0	275.0	275.0	[4, 3, 1, 4, 2, 3, 1, 2]	191444	10	[4, 3, 1, 4, 2, 3, 1, 2]	195574	A	292.0	223.0	117	244.0	0	185.0
21	1	1	279.0	235.0	253.0	2141	207532	205775.0	1757.0	330.0	330.0	[4, 3, 1, 4, 2, 3, 1, 2]	200514	30	[4, 3, 1, 4, 2, 3, 1, 2]	205445	A	311.0	218.0	117	219.0	0	242.0
22	0	1				2120	216114	215610.0	0.0		1059.0	[4]	210920	10	[3, 2, 4, 1, 2, 4, 3, 1]	214551	B			117		0	
23	0	1			163.0	2141	226063	224811.0	579.0	1392.0	1392.0	[4, 3, 1, 4]	219887	10	[4, 3, 1, 4, 2, 3, 1, 2]	223419	A			117	240.0	1	176.0
24	0	1		345.0	236.0	2120	235171	232813.0	1543.0	265.0	265.0	[3, 2, 4, 1, 2, 4]	228417	5	[3, 2, 4, 1, 2, 4, 3, 1]	232548	B		222.0	117	272.0	1	468.0
25	0	1		342.0	222.0	2141	244821	242491.0	1595.0	314.0	314.0	[4, 3, 1, 4, 2, 3, 1]	237845	5	[4, 3, 1, 4, 2, 3, 1, 2]	242177	A	307.0	237.0	117	270.0	1	217.0
26	0	1		372.0	299.0	2120	254930	252618.0	1586.0	314.0	314.0	[3, 2, 4, 1, 2, 4, 3]	248772	10	[3, 2, 4, 1, 2, 4, 3, 1]	252304	B	223.0	220.0	117	243.0	1	229.0
27	0	1				2141	262483	261498.0	480.0	365.0	365.0	[4, 3, 2]	257302	30	[4, 3, 1, 4, 2, 3, 1, 2]	261133	A			117		0	232.0
28	0	1		239.0	428.0	2141	271715	269925.0	1212.0	854.0	854.0	[4, 3, 1, 4, 2, 3]	264840	10	[4, 3, 1, 4, 2, 3, 1, 2]	269071	A		151.0	117	221.0	1	173.0
29	0	1		194.0	226.0	2120	279734	278177.0	1053.0	374.0	374.0	[3, 2, 4, 1, 2, 3]	274272	30	[3, 2, 4, 1, 2, 4, 3, 1]	277803	B			117	210.0	0	187.0
30	1	2	347.0	318.0	229.0	2141	11693	9860.0	1833.0	306.0	306.0	[4, 3, 1, 4, 2, 3, 1, 2]	4722	5	[4, 3, 1, 4, 2, 3, 1, 2]	9554	A	239.0	219.0	117	254.0	0	227.0
31	0	2		246.0	257.0	2141	21458	19361.0	1478.0	547.0	547.0	[4, 3, 1, 4, 2, 3, 1]	15084	5	[4, 3, 1, 4, 2, 3, 1, 2]	18814	A	220.0	204.0	117	272.0	1	279.0
32	0	2				2120	30658	29647.0	507.0	301.0	301.0	[3, 2, 1]	25514	5	[3, 2, 4, 1, 2, 4, 3, 1]	29346	B			117		0	234.0
33	0	2				2141	39412					[]	33135	30	[4, 3, 1, 4, 2, 3, 1, 2]	36765	A			117		1	
34	1	2	242.0	223.0	235.0	2141	47650	45981.0	1669.0	285.0	285.0	[4, 3, 1, 4, 2, 3, 1, 2]	41766	10	[4, 3, 1, 4, 2, 3, 1, 2]	45696	A	294.0	198.0	117	264.0	0	213.0
35	0	2				2141	58829	57844.0	459.0	1659.0	1659.0	[4, 3, 1]	51454	30	[4, 3, 1, 4, 2, 3, 1, 2]	56185	A			117	255.0	1	204.0
36	1	2	315.0	251.0	281.0	2120	67418	65636.0	1782.0	327.0	327.0	[3, 2, 4, 1, 2, 4, 3, 1]	61278	5	[3, 2, 4, 1, 2, 4, 3, 1]	65309	B	266.0	215.0	117	200.0	0	254.0
37	0	2		245.0	246.0	2141	78004	75667.0	1418.0	307.0	307.0	[4, 3, 1, 4, 2, 3, 1]	70628	5	[4, 3, 1, 4, 2, 3, 1, 2]	75360	A	237.0	228.0	117	272.0	1	190.0
38	1	2	200.0	235.0	257.0	2120	86369	84694.0	1675.0	300.0	300.0	[3, 2, 4, 1, 2, 4, 3, 1]	80862	30	[3, 2, 4, 1, 2, 4, 3, 1]	84394	B	189.0	207.0	117	361.0	0	226.0
39	0	2		173.0	152.0	2141	95664	94365.0	693.0	1348.0	1348.0	[4, 3, 1, 4, 2]	89387	30	[4, 3, 1, 4, 2, 3, 1, 2]	93017	A			117	188.0	1	180.0
40	0	2		186.0	212.0	2120	105675	103753.0	1404.0	701.0	701.0	[3, 2, 4, 1, 2, 4, 3]	99221	10	[3, 2, 4, 1, 2, 4, 3, 1]	103052	B	329.0	202.0	117	267.0	1	208.0
41	1	2	219.0	225.0	201.0	2141	116688	115102.0	1586.0	323.0	323.0	[4, 3, 1, 4, 2, 3, 1, 2]	110249	10	[4, 3, 1, 4, 2, 3, 1, 2]	114779	A	274.0	247.0	117	232.0	0	188.0
42	0	2				2120	124583	124079.0	0.0		465.0	[4]	119983	10	[3, 2, 4, 1, 2, 4, 3, 1]	123614	B			117		0	
43	0	2		415.0	324.0	2120	133215	130873.0	1653.0	281.0	281.0	[3, 2, 4, 1, 2, 4, 3]	127060	5	[3, 2, 4, 1, 2, 4, 3, 1]	130592	B	208.0	230.0	117	263.0	1	213.0
44	0	2			304.0	2141	141814	140219.0	1091.0	893.0	893.0	[4, 3, 1, 4, 3]	135594	5	[4, 3, 1, 4, 2, 3, 1, 2]	139326	A			117	334.0	0	210.0
45	0	2				2120	150828					[]	144274	10	[3, 2, 4, 1, 2, 4, 3, 1]	148205	B			117		1	
46	0	2			195.0	2120	160859	158800.0	958.0	564.0	564.0	[3, 2, 4, 1]	154305	5	[3, 2, 4, 1, 2, 4, 3, 1]	158236	B			117	293.0	1	470.0
47	1	2	251.0	220.0	218.0	2141	169375	167724.0	1651.0	358.0	358.0	[4, 3, 1, 4, 2, 3, 1, 2]	163435	5	[4, 3, 1, 4, 2, 3, 1, 2]	167366	A	278.0	203.0	117	285.0	0	196.0
48	0	2		221.0	272.0	2120	178619	176465.0	1474.0	469.0	469.0	[3, 2, 4, 1, 2, 4, 3]	172366	30	[3, 2, 4, 1, 2, 4, 3, 1]	175996	B	338.0	216.0	117	243.0	1	184.0
49	1	2	247.0	239.0	233.0	2141	187821	186150.0	1671.0	320.0	320.0	[4, 3, 1, 4, 2, 3, 1, 2]	181499	30	[4, 3, 1, 4, 2, 3, 1, 2]	185830	A	250.0	208.0	117	281.0	0	213.0
50	1	2	227.0	174.0	254.0	2120	196531	194907.0	1624.0	458.0	458.0	[3, 2, 4, 1, 2, 4, 3, 1]	190818	10	[3, 2, 4, 1, 2, 4, 3, 1]	194449	B	235.0	217.0	117	300.0	0	217.0
51	1	2	105.0	233.0	193.0	2141	205518	203921.0	1597.0	440.0	440.0	[4, 3, 1, 4, 2, 3, 1, 2]	199950	10	[4, 3, 1, 4, 2, 3, 1, 2]	203481	A	214.0	168.0	117	379.0	0	305.0
52	1	2	253.0	175.0	251.0	2120	214756	213093.0	1663.0	451.0	451.0	[3, 2, 4, 1, 2, 4, 3, 1]	208611	30	[3, 2, 4, 1, 2, 4, 3, 1]	212642	B	325.0	228.0	117	206.0	0	225.0
53	0	2				2120	224764	223758.0	502.0	857.0	857.0	[3, 2, 1]	218670	10	[3, 2, 4, 1, 2, 4, 3, 1]	222901	B			117		0	251.0
54	0	2				2141	234618					[]	227543	10	[4, 3, 1, 4, 2, 3, 1, 2]	231974	A			117		1	
55	0	2			178.0	2141	244654	243429.0	718.0	1422.0	1422.0	[4, 3, 1, 4]	237776	10	[4, 3, 1, 4, 2, 3, 1, 2]	242007	A			117	353.0	1	187.0
56	0	2		245.0	315.0	2120	253867	251542.0	1566.0	298.0	298.0	[3, 2, 4, 1, 2, 4, 3]	247512	5	[3, 2, 4, 1, 2, 4, 3, 1]	251244	B	268.0	257.0	117	209.0	1	272.0
57	0	2				2120	261258	260754.0	0.0		676.0	[4]	256547	30	[3, 2, 4, 1, 2, 4, 3, 1]	260078	B			117		0	
58	0	2				2120	270116	269611.0	0.0		1642.0	[4]	264038	30	[3, 2, 4, 1, 2, 4, 3, 1]	267969	B			117		0	
59	0	2				2141	279227	278290.0	433.0	967.0	967.0	[4, 3, 4]	273492	30	[4, 3, 1, 4, 2, 3, 1, 2]	277323	A			117		0	209.0
60	0	3				2120	11981					[]	5027	30	[3, 2, 4, 1, 2, 4, 3, 1]	9358	B			117		1	
61	0	3		426.0	275.0	2120	21112	18800.0	1666.0	311.0	311.0	[3, 2, 4, 1, 2, 4, 3]	14859	5	[3, 2, 4, 1, 2, 4, 3, 1]	18489	B	280.0	225.0	117	229.0	1	231.0
62	1	3	232.0	230.0	247.0	2120	29425	27764.0	1661.0	351.0	351.0	[3, 2, 4, 1, 2, 4, 3, 1]	23683	30	[3, 2, 4, 1, 2, 4, 3, 1]	27413	B	298.0	250.0	117	187.0	0	217.0
63	0	3				2120	37897	37390.0	0.0		321.0	[4]	32737	10	[3, 2, 4, 1, 2, 4, 3, 1]	37069	B			117		0	
64	1	3	201.0	171.0	183.0	2120	46201	44682.0	1519.0	476.0	476.0	[3, 2, 4, 1, 2, 4, 3, 1]	40574	5	[3, 2, 4, 1, 2, 4, 3, 1]	44206	B	339.0	247.0	117	175.0	0	203.0
65	0	3				2141	56196					[]	49220	5	[4, 3, 1, 4, 2, 3, 1, 2]	53552	A			117		1	
66	0	3				2141	63755	62823.0	427.0	437.0	437.0	[4, 3, 4]	58755	30	[4, 3, 1, 4, 2, 3, 1, 2]	62386	A			117		0	186.0
67	1	3	235.0	227.0	257.0	2120	72781	71109.0	1672.0	263.0	263.0	[3, 2, 4, 1, 2, 4, 3, 1]	66915	30	[3, 2, 4, 1, 2, 4, 3, 1]	70846	B	287.0	231.0	117	202.0	0	233.0
68	1	3	162.0	187.0	206.0	2141	81328	79869.0	1459.0	337.0	337.0	[4, 3, 1, 4, 2, 3, 1, 2]	75701	10	[4, 3, 1, 4, 2, 3, 1, 2]	79532	A	191.0	193.0	117	253.0	0	267.0
69	0	3		224.0	494.0	2141	92904	90874.0	1511.0	614.0	614.0	[4, 3, 1, 4, 2, 3]	84530	30	[4, 3, 1, 4, 2, 3, 1, 2]	90260	A		154.0	117	268.0	1	371.0
70	0	3				2120	100244	99740.0	0.0		749.0	[4]	95359	10	[3, 2, 4, 1, 2, 4, 3, 1]	98991	B			117		0	
71	0	3		152.0	187.0	2120	109691	108017.0	1169.0	664.0	664.0	[3, 2, 4, 1, 2, 4, 1]	103523	30	[3, 2, 4, 1, 2, 4, 3, 1]	107353	B		166.0	117	247.0	0	229.0
72	0	3				2120	119225					[]	112171	10	[3, 2, 4, 1, 2, 4, 3, 1]	116602	B			117		1	
73	1	3	194.0	205.0	214.0	2141	127663	126141.0	1522.0	304.0	304.0	[4, 3, 1, 4, 2, 3, 1, 2]	122206	10	[4, 3, 1, 4, 2, 3, 1, 2]	125837	A	251.0	214.0	117	228.0	0	216.0
74	1	3	124.0	179.0	212.0	2141	138050	136752.0	1298.0	660.0	660.0	[4, 3, 1, 4, 2, 3, 1, 2]	131261	10	[4, 3, 1, 4, 2, 3, 1, 2]	136092	A	203.0	163.0	117	240.0	0	177.0
75	0	3		199.0	169.0	2141	148721	146674.0	1184.0	597.0	597.0	[4, 3, 1, 4, 2, 3, 1]	142445	5	[4, 3, 1, 4, 2, 3, 1, 2]	146077	A	221.0	146.0	117	216.0	1	233.0
76	0	3		247.0	233.0	2141	158253	156162.0	1354.0	553.0	553.0	[4, 3, 1, 4, 2, 3, 1]	151377	5	[4, 3, 1, 4, 2, 3, 1, 2]	155609	A	208.0	198.0	117	246.0	1	222.0
77	0	3		156.0	205.0	2120	167865	166102.0	1116.0	860.0	860.0	[3, 2, 4, 1, 2, 4]	161410	5	[3, 2, 4, 1, 2, 4, 3, 1]	165242	B		174.0	117	371.0	1	210.0
78	0	3		259.0	173.0	2141	177434	175441.0	1488.0	463.0	463.0	[4, 3, 1, 4, 2, 3, 2]	170647	30	[4, 3, 1, 4, 2, 3, 1, 2]	174978	A		178.0	117	210.0	0	228.0
79	0	3				2141	185692	184638.0	550.0	518.0	518.0	[4, 3, 4]	180490	30	[4, 3, 1, 4, 2, 3, 1, 2]	184120	A			117		0	199.0
80	0	3		162.0	231.0	2120	196499	194615.0	981.0	739.0	739.0	[3, 2, 4, 1, 2, 4]	189045	10	[3, 2, 4, 1, 2, 4, 3, 1]	193876	B		209.0	117	178.0	1	201.0
81	0	3				2120	205430					[]	199177	5	[3, 2, 4, 1, 2, 4, 3, 1]	202807	B			117		1	
82	0	3			201.0	2141	215687	213912.0	893.0	872.0	872.0	[4, 3, 1, 4]	208709	10	[4, 3, 1, 4, 2, 3, 1, 2]	213040	A			117	471.0	1	221.0
83	0	3		197.0	152.0	2141	224422	222758.0	1113.0	983.0	983.0	[4, 3, 1, 4, 2, 3, 1]	218044	10	[4, 3, 1, 4, 2, 3, 1, 2]	221775	A	194.0	158.0	117	232.0	1	180.0
84	0	3		221.0	217.0	2141	233352	231166.0	1282.0	461.0	461.0	[4, 3, 1, 4, 2, 3, 1]	226775	5	[4, 3, 1, 4, 2, 3, 1, 2]	230705	A	212.0	212.0	117	199.0	1	221.0
85	0	3		216.0	218.0	2120	241966	239785.0	1666.0	445.0	445.0	[3, 2, 4, 1, 2, 4, 3]	235709	5	[3, 2, 4, 1, 2, 4, 3, 1]	239340	B	288.0	315.0	117	320.0	1	309.0
86	0	3		190.0	243.0	2120	250800	248809.0	1330.0	632.0	632.0	[3, 2, 4, 1, 2, 4, 3]	244346	30	[3, 2, 4, 1, 2, 4, 3, 1]	248177	B	309.0	189.0	117	202.0	1	197.0
87	0	3		201.0	264.0	2120	260230	258220.0	1337.0	613.0	613.0	[3, 2, 4, 1, 2, 4, 3]	253477	10	[3, 2, 4, 1, 2, 4, 3, 1]	257607	B	266.0	193.0	117	194.0	1	219.0
88	0	3				2141	269985					[]	262710	5	[4, 3, 1, 4, 2, 3, 1, 2]	267341	A			117		1	
