	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1	2017				3000	6164	5660	0		1113	[4]	[3, 2, 4, 1, 2, 4, 3, 1]	4547	A			118		0	
1	0	1	8206				3000	13449	11656	1288	920.0	920	[2, 1, 3]	[2, 1, 4, 2, 3, 4, 1, 3]	10736	B			118		0	595.0
2	0	1	15488		394.0	283.0	3000	20929	18331	2090	307.0	307	[3, 2, 4, 1, 2, 4, 3, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	18024	A	286.0	264.0	118	340.0	0	308.0
3	1	1	22966	234.0	366.0	249.0	3000	28047	26148	1899	650.0	650	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	25498	A	249.0	233.0	118	262.0	0	306.0
4	1	1	30074	210.0	257.0	248.0	3000	34742	33082	1660	477.0	477	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	32605	A	327.0	154.0	118	148.0	0	316.0
5	1	1	36768	175.0	200.0	165.0	3000	40921	39589	1332	291.0	291	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	39298	A	285.0	164.0	118	170.0	0	173.0
6	1	1	42949	184.0	243.0	277.0	3000	47304	45802	1502	323.0	323	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	45479	A	206.0	196.0	118	185.0	0	211.0
7	1	1	49330	214.0	187.0	159.0	3000	53451	52134	1317	274.0	274	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	51860	A	243.0	161.0	118	201.0	0	152.0
8	1	1	55481	173.0	186.0	185.0	3000	59607	58370	1237	359.0	359	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	58011	A	261.0	131.0	118	158.0	0	143.0
9	0	1	61638				3000	66537	64918	1114	749.0	749	[2, 1, 4, 3]	[2, 1, 4, 2, 3, 4, 1, 3]	64169	B			118	343.0	0	541.0
10	1	1	68576	244.0	234.0	162.0	3000	72896	71480	1416	374.0	374	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	71106	A	181.0	201.0	118	216.0	0	178.0
11	1	1	74923	223.0	230.0	183.0	3000	79445	77896	1549	441.0	441	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	77455	A	159.0	270.0	118	229.0	0	255.0
