,Unnamed: 0.1,accuracy,block,eight_IKI,five_IKI,four_IKI,max_time,move_offset,move_onset,movement_time,one_IKI,one_RT,pressed,rew_onset,reward,seq_keys,seq_start,sequence,seven_IKI,six_IKI,subject,three_IKI,too_slow,two_IKI
50,50,1,6,48.0,195.0,176.0,1770,192173,191000,1173,248.0,248,"[4, 3, 1, 4, 2, 3, 1, 2]",187221,5,"[4, 3, 1, 4, 2, 3, 1, 2]",190752,A,190.0,182.0,105,189.0,0,193.0
51,51,0,6,,218.0,167.0,1770,201870,200222,1143,253.0,253,"[4, 3, 1, 4, 2, 3, 2]",195738,10,"[4, 3, 1, 4, 2, 3, 1, 2]",199969,A,,177.0,105,172.0,0,184.0
52,52,1,6,98.0,242.0,204.0,2163,211750,210372,1378,244.0,244,"[3, 2, 4, 1, 2, 4, 3, 1]",204997,10,"[3, 2, 4, 1, 2, 4, 3, 1]",210128,B,164.0,222.0,105,230.0,0,218.0
53,53,1,6,118.0,217.0,173.0,2163,221833,220494,1339,241.0,241,"[3, 2, 4, 1, 2, 4, 3, 1]",215222,5,"[3, 2, 4, 1, 2, 4, 3, 1]",220253,B,167.0,224.0,105,201.0,0,239.0
54,54,0,6,,215.0,222.0,2163,231587,229437,1645,301.0,301,"[3, 2, 4, 1, 2, 4, 2]",224706,10,"[3, 2, 4, 1, 2, 4, 3, 1]",229136,B,,243.0,105,549.0,0,230.0
55,55,1,6,137.0,196.0,211.0,1770,239555,238255,1300,307.0,307,"[4, 3, 1, 4, 2, 3, 1, 2]",233917,30,"[4, 3, 1, 4, 2, 3, 1, 2]",237948,A,160.0,207.0,105,193.0,0,196.0
56,56,1,6,161.0,222.0,220.0,1770,249158,247840,1318,291.0,291,"[4, 3, 1, 4, 2, 3, 1, 2]",243717,5,"[4, 3, 1, 4, 2, 3, 1, 2]",247549,A,137.0,195.0,105,162.0,0,221.0
57,57,0,6,,261.0,193.0,1770,258936,257250,1181,291.0,291,"[4, 3, 1, 4, 2, 1]",252728,10,"[4, 3, 1, 4, 2, 3, 1, 2]",256959,A,,,105,174.0,0,208.0
58,58,0,6,,216.0,257.0,2163,267920,266000,1415,408.0,408,"[3, 2, 4, 1, 2, 4, 2]",261861,5,"[3, 2, 4, 1, 2, 4, 3, 1]",265592,B,,222.0,105,229.0,0,265.0
59,59,1,6,68.0,193.0,187.0,2163,275846,274580,1266,308.0,308,"[3, 2, 4, 1, 2, 4, 3, 1]",270441,30,"[3, 2, 4, 1, 2, 4, 3, 1]",274272,B,159.0,225.0,105,217.0,0,217.0
60,60,1,7,73.0,153.0,163.0,2163,9843,8676,1167,314.0,314,"[3, 2, 4, 1, 2, 4, 3, 1]",4031,30,"[3, 2, 4, 1, 2, 4, 3, 1]",8362,B,178.0,197.0,105,208.0,0,195.0
61,61,0,7,,,,2163,18955,18016,432,271.0,271,"[3, 2, 1]",12914,5,"[3, 2, 4, 1, 2, 4, 3, 1]",17745,B,,,105,,0,195.0
62,62,0,7,,199.0,284.0,1770,28290,26291,1193,274.0,274,"[4, 3, 1, 4, 2, 3, 1]",22086,30,"[4, 3, 1, 4, 2, 3, 1, 2]",26017,A,133.0,138.0,105,274.0,1,165.0
63,63,0,7,,201.0,182.0,1770,37122,35101,1080,252.0,252,"[4, 3, 1, 4, 2, 3, 1]",31218,5,"[4, 3, 1, 4, 2, 3, 1, 2]",34849,A,204.0,160.0,105,169.0,1,164.0
64,64,1,7,128.0,177.0,217.0,1770,45678,44400,1278,317.0,317,"[4, 3, 1, 4, 2, 3, 1, 2]",40352,10,"[4, 3, 1, 4, 2, 3, 1, 2]",44083,A,156.0,164.0,105,253.0,0,183.0
65,65,0,7,,,,2163,54382,53359,518,282.0,282,"[3, 2, 1]",49046,5,"[3, 2, 4, 1, 2, 4, 3, 1]",53077,B,,,105,,0,218.0
66,66,1,7,113.0,257.0,222.0,1770,62674,61334,1340,288.0,288,"[4, 3, 1, 4, 2, 3, 1, 2]",57415,10,"[4, 3, 1, 4, 2, 3, 1, 2]",61046,A,185.0,174.0,105,174.0,0,215.0
67,67,1,7,90.0,210.0,288.0,2163,71490,69966,1524,295.0,295,"[3, 2, 4, 1, 2, 4, 3, 1]",66139,5,"[3, 2, 4, 1, 2, 4, 3, 1]",69671,B,158.0,231.0,105,271.0,0,276.0
68,68,1,7,144.0,261.0,409.0,2163,81063,79256,1807,264.0,264,"[3, 2, 4, 1, 2, 4, 3, 1]",75460,10,"[3, 2, 4, 1, 2, 4, 3, 1]",78992,B,183.0,255.0,105,295.0,0,260.0
69,69,1,7,109.0,312.0,241.0,2163,89993,88501,1492,330.0,330,"[3, 2, 4, 1, 2, 4, 3, 1]",83940,30,"[3, 2, 4, 1, 2, 4, 3, 1]",88171,B,171.0,213.0,105,244.0,0,202.0
70,70,1,7,129.0,182.0,224.0,1770,98786,97485,1301,283.0,283,"[4, 3, 1, 4, 2, 3, 1, 2]",92971,30,"[4, 3, 1, 4, 2, 3, 1, 2]",97202,A,184.0,202.0,105,214.0,0,166.0
71,71,1,7,106.0,156.0,197.0,2163,108137,106884,1253,202.0,202,"[3, 2, 4, 1, 2, 4, 3, 1]",102950,5,"[3, 2, 4, 1, 2, 4, 3, 1]",106682,B,145.0,240.0,105,196.0,0,213.0
72,72,1,7,72.0,180.0,176.0,1770,116372,115219,1153,281.0,281,"[4, 3, 1, 4, 2, 3, 1, 2]",111007,30,"[4, 3, 1, 4, 2, 3, 1, 2]",114938,A,192.0,175.0,105,158.0,0,200.0
73,73,1,7,128.0,233.0,216.0,1770,127781,126481,1300,312.0,312,"[4, 3, 1, 4, 2, 3, 1, 2]",119737,5,"[4, 3, 1, 4, 2, 3, 1, 2]",126169,A,162.0,150.0,105,201.0,0,210.0
74,74,1,7,70.0,178.0,192.0,2163,139362,138077,1285,294.0,294,"[3, 2, 4, 1, 2, 4, 3, 1]",132452,30,"[3, 2, 4, 1, 2, 4, 3, 1]",137783,B,169.0,247.0,105,216.0,0,213.0
75,75,0,7,,,,2163,147562,146469,588,599.0,599,"[3, 2, 4, 2]",142339,10,"[3, 2, 4, 1, 2, 4, 3, 1]",145870,B,,,105,192.0,0,156.0
76,76,1,7,114.0,168.0,192.0,1770,155494,154272,1222,346.0,346,"[4, 3, 1, 4, 2, 3, 1, 2]",149994,10,"[4, 3, 1, 4, 2, 3, 1, 2]",153926,A,187.0,211.0,105,169.0,0,181.0
77,77,1,7,119.0,122.0,201.0,2163,164489,163185,1304,293.0,293,"[3, 2, 4, 1, 2, 4, 3, 1]",159061,10,"[3, 2, 4, 1, 2, 4, 3, 1]",162892,B,166.0,283.0,105,226.0,0,187.0
78,78,0,7,,166.0,215.0,1770,174370,173082,783,286.0,286,"[4, 3, 1, 4, 2, 1]",167765,5,"[4, 3, 1, 4, 2, 3, 1, 2]",172796,A,,,105,180.0,0,183.0
79,79,1,7,90.0,196.0,203.0,1770,182632,181401,1231,269.0,269,"[4, 3, 1, 4, 2, 3, 1, 2]",177301,30,"[4, 3, 1, 4, 2, 3, 1, 2]",181132,A,173.0,207.0,105,182.0,0,180.0
80,80,1,7,71.0,230.0,229.0,1770,191775,190500,1275,271.0,271,"[4, 3, 1, 4, 2, 3, 1, 2]",185897,5,"[4, 3, 1, 4, 2, 3, 1, 2]",190229,A,184.0,184.0,105,184.0,0,193.0
81,81,1,7,84.0,112.0,220.0,2163,200532,199348,1184,276.0,276,"[3, 2, 4, 1, 2, 4, 3, 1]",195541,30,"[3, 2, 4, 1, 2, 4, 3, 1]",199072,B,189.0,207.0,105,193.0,0,179.0
82,82,1,7,99.0,258.0,188.0,1770,208479,207277,1202,241.0,241,"[4, 3, 1, 4, 2, 3, 1, 2]",203405,10,"[4, 3, 1, 4, 2, 3, 1, 2]",207036,A,149.0,160.0,105,152.0,0,196.0
83,83,1,7,73.0,223.0,186.0,1770,217312,216170,1142,292.0,292,"[4, 3, 1, 4, 2, 3, 1, 2]",211947,30,"[4, 3, 1, 4, 2, 3, 1, 2]",215878,A,207.0,124.0,105,158.0,0,171.0
84,84,1,7,121.0,191.0,205.0,1770,225844,224617,1227,309.0,309,"[4, 3, 1, 4, 2, 3, 1, 2]",220677,10,"[4, 3, 1, 4, 2, 3, 1, 2]",224308,A,156.0,147.0,105,197.0,0,210.0
85,85,0,7,,179.0,202.0,2163,235689,233987,1196,248.0,248,"[3, 2, 4, 1, 2, 4, 2]",229407,5,"[3, 2, 4, 1, 2, 4, 3, 1]",233739,B,,222.0,105,166.0,0,207.0
86,86,1,7,163.0,179.0,191.0,2163,244408,243119,1289,269.0,269,"[3, 2, 4, 1, 2, 4, 3, 1]",238719,10,"[3, 2, 4, 1, 2, 4, 3, 1]",242850,B,202.0,204.0,105,179.0,0,171.0
87,87,0,7,,235.0,216.0,1770,253592,252293,794,281.0,281,"[4, 3, 1, 4, 2, 1]",247580,5,"[4, 3, 1, 4, 2, 3, 1, 2]",252012,A,,,105,120.0,0,217.0
88,88,1,7,109.0,168.0,197.0,2163,263071,261729,1342,276.0,276,"[3, 2, 4, 1, 2, 4, 3, 1]",257222,10,"[3, 2, 4, 1, 2, 4, 3, 1]",261453,B,245.0,230.0,105,186.0,0,207.0
89,89,1,7,119.0,190.0,223.0,2163,272021,270648,1373,267.0,267,"[3, 2, 4, 1, 2, 4, 3, 1]",266450,30,"[3, 2, 4, 1, 2, 4, 3, 1]",270381,B,176.0,244.0,105,220.0,0,201.0
90,90,1,8,112.0,152.0,173.0,2163,9611,8339,1272,278.0,278,"[3, 2, 4, 1, 2, 4, 3, 1]",4529,5,"[3, 2, 4, 1, 2, 4, 3, 1]",8061,B,145.0,230.0,105,238.0,0,222.0
91,91,1,8,107.0,119.0,185.0,2163,17872,16696,1176,281.0,281,"[3, 2, 4, 1, 2, 4, 3, 1]",12885,10,"[3, 2, 4, 1, 2, 4, 3, 1]",16415,B,160.0,191.0,105,210.0,0,204.0
92,92,1,8,166.0,195.0,177.0,1770,26548,25357,1191,279.0,279,"[4, 3, 1, 4, 2, 3, 1, 2]",21146,10,"[4, 3, 1, 4, 2, 3, 1, 2]",25078,A,151.0,178.0,105,133.0,0,191.0
93,93,0,8,,,218.0,1770,35934,34605,824,261.0,261,"[4, 3, 1, 4, 1]",29815,30,"[4, 3, 1, 4, 2, 3, 1, 2]",34344,A,,,105,167.0,0,192.0
94,94,1,8,163.0,140.0,204.0,2163,44135,42788,1347,291.0,291,"[3, 2, 4, 1, 2, 4, 3, 1]",38966,30,"[3, 2, 4, 1, 2, 4, 3, 1]",42497,B,182.0,245.0,105,204.0,0,209.0
95,95,1,8,121.0,109.0,207.0,2163,52666,51409,1257,268.0,268,"[3, 2, 4, 1, 2, 4, 3, 1]",47609,5,"[3, 2, 4, 1, 2, 4, 3, 1]",51141,B,195.0,233.0,105,185.0,0,207.0
96,96,1,8,76.0,175.0,168.0,1770,60554,59456,1098,287.0,287,"[4, 3, 1, 4, 2, 3, 1, 2]",55538,30,"[4, 3, 1, 4, 2, 3, 1, 2]",59169,A,183.0,166.0,105,141.0,0,189.0
97,97,0,8,,,174.0,1770,69888,68672,711,318.0,318,"[4, 3, 1, 4, 1]",64722,10,"[4, 3, 1, 4, 2, 3, 1, 2]",68354,A,,,105,166.0,0,211.0
98,98,1,8,99.0,189.0,171.0,1770,78156,77011,1145,269.0,269,"[4, 3, 1, 4, 2, 3, 1, 2]",72611,5,"[4, 3, 1, 4, 2, 3, 1, 2]",76742,A,176.0,184.0,105,149.0,0,177.0
99,99,1,8,119.0,210.0,179.0,1770,86645,85435,1210,280.0,280,"[4, 3, 1, 4, 2, 3, 1, 2]",81425,5,"[4, 3, 1, 4, 2, 3, 1, 2]",85155,A,183.0,147.0,105,183.0,0,189.0
100,100,1,8,71.0,218.0,179.0,1770,95264,94116,1148,260.0,260,"[4, 3, 1, 4, 2, 3, 1, 2]",89925,30,"[4, 3, 1, 4, 2, 3, 1, 2]",93856,A,191.0,144.0,105,157.0,0,188.0
101,101,1,8,148.0,81.0,209.0,2163,104686,103289,1397,323.0,323,"[3, 2, 4, 1, 2, 4, 3, 1]",98635,30,"[3, 2, 4, 1, 2, 4, 3, 1]",102966,B,228.0,314.0,105,199.0,0,218.0
102,102,1,8,160.0,106.0,214.0,2163,114792,113498,1294,305.0,305,"[3, 2, 4, 1, 2, 4, 3, 1]",107762,10,"[3, 2, 4, 1, 2, 4, 3, 1]",113193,B,140.0,232.0,105,206.0,0,236.0
103,103,1,8,94.0,247.0,184.0,1770,123891,122660,1231,267.0,267,"[4, 3, 1, 4, 2, 3, 1, 2]",117662,5,"[4, 3, 1, 4, 2, 3, 1, 2]",122393,A,196.0,158.0,105,180.0,0,172.0
104,104,1,8,109.0,189.0,197.0,1770,132512,131296,1216,308.0,308,"[4, 3, 1, 4, 2, 3, 1, 2]",127357,10,"[4, 3, 1, 4, 2, 3, 1, 2]",130988,A,196.0,188.0,105,149.0,0,188.0
105,105,1,8,73.0,168.0,159.0,1770,141265,140224,1041,512.0,512,"[4, 3, 1, 4, 2, 3, 1, 2]",136081,30,"[4, 3, 1, 4, 2, 3, 1, 2]",139712,A,183.0,124.0,105,156.0,0,178.0
106,106,0,8,,63.0,199.0,2163,150449,149059,885,297.0,297,"[3, 2, 4, 1, 2, 3]",145232,10,"[3, 2, 4, 1, 2, 4, 3, 1]",148762,B,,,105,217.0,0,181.0
107,107,1,8,60.0,74.0,201.0,2163,158326,157215,1111,295.0,295,"[3, 2, 4, 1, 2, 4, 3, 1]",153288,10,"[3, 2, 4, 1, 2, 4, 3, 1]",156920,B,166.0,219.0,105,208.0,0,183.0
108,108,1,8,380.0,164.0,157.0,1770,167281,165995,1286,265.0,265,"[4, 3, 1, 4, 2, 3, 1, 2]",161797,10,"[4, 3, 1, 4, 2, 3, 1, 2]",165730,A,155.0,146.0,105,117.0,0,167.0
109,109,0,8,,140.0,201.0,2163,178293,176941,846,263.0,263,"[3, 2, 4, 1, 2, 3]",170547,30,"[3, 2, 4, 1, 2, 4, 3, 1]",176678,B,,,105,170.0,0,158.0
110,110,0,8,,484.0,200.0,2163,187349,185429,1414,266.0,266,"[3, 2, 4, 1, 2, 4, 3, 2]",180832,30,"[3, 2, 4, 1, 2, 4, 3, 1]",185163,B,154.0,162.0,105,178.0,0,159.0
111,111,1,8,85.0,166.0,192.0,2163,196457,195195,1262,264.0,264,"[3, 2, 4, 1, 2, 4, 3, 1]",190499,5,"[3, 2, 4, 1, 2, 4, 3, 1]",194931,B,152.0,313.0,105,207.0,0,147.0
112,112,1,8,61.0,504.0,233.0,2163,206952,205451,1501,286.0,286,"[3, 2, 4, 1, 2, 4, 3, 1]",199534,30,"[3, 2, 4, 1, 2, 4, 3, 1]",205165,B,134.0,153.0,105,200.0,0,216.0
113,113,1,8,145.0,187.0,168.0,1770,215685,214477,1208,300.0,300,"[4, 3, 1, 4, 2, 3, 1, 2]",210646,5,"[4, 3, 1, 4, 2, 3, 1, 2]",214177,A,188.0,171.0,105,168.0,0,181.0
114,114,1,8,113.0,137.0,196.0,2163,225877,224600,1277,312.0,312,"[3, 2, 4, 1, 2, 4, 3, 1]",220456,10,"[3, 2, 4, 1, 2, 4, 3, 1]",224288,B,126.0,314.0,105,226.0,0,165.0
115,115,0,8,,185.0,198.0,1770,235454,233618,1095,437.0,437,"[4, 3, 1, 4, 2, 3, 1]",229250,5,"[4, 3, 1, 4, 2, 3, 1, 2]",233181,A,203.0,153.0,105,156.0,1,200.0
116,116,1,8,75.0,180.0,151.0,1770,243383,242270,1113,258.0,258,"[4, 3, 1, 4, 2, 3, 1, 2]",238381,30,"[4, 3, 1, 4, 2, 3, 1, 2]",242012,A,194.0,155.0,105,169.0,0,189.0
117,117,1,8,117.0,88.0,175.0,2163,254428,253166,1262,276.0,276,"[3, 2, 4, 1, 2, 4, 3, 1]",247458,5,"[3, 2, 4, 1, 2, 4, 3, 1]",252890,B,148.0,262.0,105,225.0,0,247.0
118,118,1,8,43.0,173.0,188.0,1770,262411,261321,1090,288.0,288,"[4, 3, 1, 4, 2, 3, 1, 2]",257302,10,"[4, 3, 1, 4, 2, 3, 1, 2]",261033,A,213.0,153.0,105,128.0,0,192.0
119,119,1,8,139.0,48.0,196.0,2163,271224,270013,1211,306.0,306,"[3, 2, 4, 1, 2, 4, 3, 1]",265776,5,"[3, 2, 4, 1, 2, 4, 3, 1]",269707,B,156.0,273.0,105,216.0,0,183.0
