	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	3	4017		414.0	396.0	3000	11451	8627	2277	679	679	[2, 1, 4, 3, 2, 4]	[2, 1, 4, 3, 2, 4, 1, 3]	7948	random		461.0	138	458.0	1	548
1	1	3	12741	298.0	405.0	323.0	3000	18768	16117	2651	344	344	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	15773	A	642.0	302.0	138	332.0	0	349
2	1	3	20294	399.0	402.0	338.0	3000	26278	23809	2469	384	384	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	23425	A	322.0	363.0	138	280.0	0	365
3	1	3	28103	353.0	417.0	333.0	3000	35054	32548	2506	413	413	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	32135	A	349.0	316.0	138	375.0	0	363
4	0	3	37080		369.0	308.0	3000	43814	40778	2276	467	467	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	40311	A	314.0	325.0	138	378.0	1	582
5	0	3	45703		371.0	337.0	3000	52338	49296	2305	461	461	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	48835	A	331.0	284.0	138	381.0	1	601
6	1	3	54027	412.0	378.0	258.0	3000	59869	57532	2337	474	474	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	57058	A	324.0	313.0	138	304.0	0	348
7	0	3	61493		461.0	299.0	3000	68527	65646	1900	622	622	[2, 4, 3, 1, 3, 4]	[2, 4, 3, 1, 3, 4, 1, 2]	65024	random		355.0	138	349.0	1	436
8	1	3	69616	283.0	407.0	267.0	3000	75461	73184	2277	437	437	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	72747	A	345.0	285.0	138	328.0	0	362
9	1	3	77387	377.0	391.0	274.0	3000	83519	81215	2304	498	498	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	80717	A	310.0	305.0	138	326.0	0	321
