	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	1	2	4510	206.0	462.0	240.0	3000	10695	8313.0	2382.0	393.0	393.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	7920	B	569.0	349.0	127	305.0	0	251.0
1	1	2	12214	429.0	448.0	257.0	3000	17681	15546.0	2135.0	307.0	307.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	15239	A	289.0	227.0	127	296.0	0	189.0
2	1	2	19295	294.0	350.0	258.0	3000	24659	22724.0	1935.0	319.0	319.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	22405	A	271.0	230.0	127	317.0	0	215.0
3	1	2	26273	161.0	315.0	250.0	3000	31989	29698.0	2291.0	414.0	414.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	29284	A	251.0	195.0	127	342.0	0	777.0
4	1	2	33703	238.0	300.0	266.0	3000	39012	37233.0	1779.0	320.0	320.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	36913	A	284.0	207.0	127	294.0	0	190.0
5	1	2	40926	212.0	610.0	225.0	3000	46340	44364.0	1976.0	329.0	329.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	44035	A	241.0	196.0	127	269.0	0	223.0
6	1	2	47854	248.0	424.0	217.0	3000	53162	51212.0	1950.0	349.0	349.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	50863	A	306.0	221.0	127	337.0	0	197.0
7	1	2	55076	190.0	397.0	239.0	3000	60440	58635.0	1805.0	350.0	350.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	58285	A	247.0	204.0	127	346.0	0	182.0
8	1	2	61959	300.0	449.0	240.0	3000	67713	65311.0	2402.0	340.0	340.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	64971	B	427.0	317.0	127	392.0	0	277.0
9	0	2	69427		488.0	420.0	3000	76641	73584.0	2231.0	446.0	446.0	[1, 2, 4, 3, 4, 2]	[1, 2, 4, 3, 4, 2, 1, 3]	73138	random		544.0	127	331.0	1	448.0
10	1	2	78005	185.0	272.0	245.0	3000	83870	82279.0	1591.0	363.0	363.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	81916	A	222.0	223.0	127	272.0	0	172.0
11	1	2	85684	194.0	399.0	267.0	3000	91201	89428.0	1773.0	734.0	734.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	88694	A	212.0	207.0	127	341.0	0	153.0
12	0	2	92915		420.0	411.0	3000	100337	97336.0	2134.0	502.0	502.0	[3, 4, 2, 1, 2, 3]	[3, 4, 2, 1, 2, 3, 1, 4]	96834	random		401.0	127	485.0	1	417.0
13	1	2	101401	190.0	445.0	245.0	3000	107423	105646.0	1777.0	735.0	735.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	104911	A	218.0	198.0	127	264.0	0	217.0
14	1	2	108938	215.0	279.0	185.0	3000	114906	113185.0	1721.0	436.0	436.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	112749	A	296.0	216.0	127	291.0	0	239.0
15	1	2	117220	218.0	377.0	240.0	3000	123993	121845.0	2148.0	315.0	315.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	121530	B	491.0	257.0	127	300.0	0	265.0
16	1	2	125508	159.0	377.0	175.0	3000	130624	128876.0	1748.0	357.0	357.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	128519	A	203.0	272.0	127	260.0	0	302.0
17	0	2	132450		335.0	333.0	3000	139763	136762.0	2480.0	502.0	502.0	[2, 4, 3, 1, 4, 3, 1]	[2, 4, 3, 1, 4, 3, 1, 2]	136260	random	465.0	456.0	127	552.0	1	339.0
18	1	2	141432	214.0	407.0	248.0	3000	147637	145175.0	2462.0	332.0	332.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	144843	B	468.0	298.0	127	279.0	0	548.0
19	1	2	149451	153.0	299.0	304.0	3000	154693	153037.0	1656.0	377.0	377.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	152660	A	221.0	238.0	127	245.0	0	196.0
20	1	2	156707	207.0	319.0	274.0	3000	161952	160221.0	1731.0	403.0	403.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	159818	A	234.0	198.0	127	303.0	0	196.0
21	1	2	163567	203.0	224.0	209.0	3000	168598	167095.0	1503.0	419.0	419.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	166676	A	216.0	197.0	127	267.0	0	187.0
22	1	2	170813	173.0	256.0	189.0	3000	175605	174142.0	1463.0	320.0	320.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	173822	A	230.0	212.0	127	237.0	0	166.0
23	1	2	177320	135.0	626.0	233.0	3000	182603	180647.0	1956.0	317.0	317.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	180330	A	172.0	183.0	127	457.0	0	150.0
24	1	2	184317	144.0	553.0	184.0	3000	189970	188122.0	1848.0	396.0	396.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	187726	A	208.0	212.0	127	332.0	0	215.0
25	1	2	192684	224.0	446.0	238.0	3000	198578	196407.0	2171.0	313.0	313.0	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	196094	B	521.0	287.0	127	256.0	0	199.0
26	1	2	200093	168.0	336.0	203.0	3000	205039	203551.0	1488.0	349.0	349.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	203202	A	235.0	126.0	127	266.0	0	154.0
27	0	2	206853		523.0	403.0	3000	213365	210292.0	2336.0	430.0	430.0	[3, 4, 2, 1, 2, 1]	[3, 4, 2, 1, 2, 1, 3, 4]	209862	random		526.0	127	479.0	1	405.0
28	1	2	214329	160.0	284.0	211.0	3000	220826	219335.0	1491.0	397.0	397.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	218938	A	218.0	180.0	127	264.0	0	174.0
29	1	2	222441	119.0	369.0	340.0	3000	227908	226038.0	1870.0	378.0	378.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	225660	A	178.0	376.0	127	265.0	0	223.0
30	1	2	229426	140.0	374.0	141.0	3000	234229	232789.0	1440.0	352.0	352.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	232437	A	256.0	136.0	127	254.0	0	139.0
31	0	2	236744		292.0	306.0	3000	242557	240257.0	1796.0	502.0	502.0	[1, 3, 4, 2, 3, 1]	[1, 3, 4, 2, 3, 2, 4, 1]	239755	random			127	438.0	0	495.0
32	1	2	243521	187.0	588.0	181.0	3000	248856	246962.0	1894.0	432.0	432.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	246530	A	189.0	214.0	127	283.0	0	252.0
33	1	2	250476	661.0	297.0	187.0	3000	256447	254486.0	1961.0	400.0	400.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	254086	A	217.0	150.0	127	284.0	0	165.0
34	1	2	258461	178.0	266.0	205.0	3000	263778	262310.0	1468.0	340.0	340.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	261970	A	219.0	191.0	127	226.0	0	183.0
35	0	3	1009				3000	6475	5972.0	0.0		1053.0	[4]	[3, 4, 2, 1, 4, 3, 1, 2]	4919	random			127		0	
36	1	3	7741	184.0	361.0	263.0	3000	12964	11181.0	1783.0	430.0	430.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	10751	A	226.0	238.0	127	275.0	0	236.0
37	1	3	14479	154.0	523.0	255.0	3000	19844	17993.0	1851.0	400.0	400.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	17593	A	206.0	193.0	127	258.0	0	262.0
38	1	3	21660	193.0	229.0	229.0	3000	27450	26051.0	1399.0	382.0	382.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	25669	A	190.0	187.0	127	221.0	0	150.0
39	1	3	29465	164.0	224.0	187.0	3000	34464	33137.0	1327.0	463.0	463.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	32674	A	182.0	179.0	127	228.0	0	163.0
40	1	3	36880	175.0	210.0	178.0	3000	41583	40350.0	1233.0	360.0	360.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	39990	A	173.0	165.0	127	201.0	0	131.0
41	1	3	43798	186.0	280.0	318.0	3000	48672	47180.0	1492.0	372.0	372.0	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	46808	A	180.0	145.0	127	291.0	0	92.0
42	0	3	50287		482.0	330.0	3000	57302	54402.0	2208.0	603.0	603.0	[2, 3, 1, 4, 3, 2, 1]	[2, 3, 1, 4, 3, 2, 1, 4]	53799	random	312.0	352.0	127	372.0	1	360.0
