	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1		148.0	269.0	1680.0	10143	8278.0	1348.0	325.0	325.0	[2, 1, 4, 2, 3, 4, 1]	4321	5	[2, 1, 4, 2, 3, 4, 1, 3]	7953	B	228.0	83.0	130	372.0	1	248.0
1	0	1		264.0	177.0	1664.0	18956	17072.0	1262.0	283.0	283.0	[3, 2, 4, 1, 2, 4, 3]	13157	5	[3, 2, 4, 1, 2, 4, 3, 1]	16789	A	223.0	324.0	130	157.0	1	117.0
2	1	1	188.0	154.0	173.0	1664.0	29277	28112.0	1165.0	293.0	293.0	[3, 2, 4, 1, 2, 4, 3, 1]	22289	30	[3, 2, 4, 1, 2, 4, 3, 1]	27819	A	171.0	154.0	130	170.0	0	155.0
3	1	1	183.0	50.0	173.0	1664.0	38491	37426.0	1065.0	347.0	347.0	[3, 2, 4, 1, 2, 4, 3, 1]	33549	30	[3, 2, 4, 1, 2, 4, 3, 1]	37079	A	161.0	189.0	130	172.0	0	137.0
4	1	1	218.0	73.0	197.0	1664.0	46784	45701.0	1083.0	309.0	309.0	[3, 2, 4, 1, 2, 4, 3, 1]	41860	5	[3, 2, 4, 1, 2, 4, 3, 1]	45392	A	137.0	182.0	130	125.0	0	151.0
5	1	1	159.0	156.0	152.0	1680.0	55616	54593.0	1023.0	305.0	305.0	[2, 1, 4, 2, 3, 4, 1, 3]	50357	30	[2, 1, 4, 2, 3, 4, 1, 3]	54288	B	207.0	78.0	130	120.0	0	151.0
6	0	1				1680.0	66486					[]	59072	30	[2, 1, 4, 2, 3, 4, 1, 3]	64303	B			130		1	
7	0	1		396.0	209.0	1664.0	77401	75532.0	1326.0	298.0	298.0	[3, 2, 4, 1, 2, 4, 3]	71303	10	[3, 2, 4, 1, 2, 4, 3, 1]	75234	A	182.0	202.0	130	124.0	1	213.0
8	0	1		197.0	180.0	1680.0	86407	84581.0	1319.0	317.0	317.0	[2, 1, 4, 2, 3, 4, 2]	80332	5	[2, 1, 4, 2, 3, 4, 1, 3]	84264	B		39.0	130	163.0	0	120.0
9	0	1				1680.0	93993	93485.0	0.0		429.0	[1]	89424	5	[2, 1, 4, 2, 3, 4, 1, 3]	93056	B			130		0	
