	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	5		187.0	186.0	1624	10183	8312	973	256.0	256	[4, 3, 1, 4, 2, 3, 1]	4224	5	[4, 3, 1, 4, 2, 3, 1, 2]	8056	A	169.0	163.0	107	175.0	1	93.0
1	1	5	179.0	427.0	252.0	2313	18906	17311	1595	330.0	330	[3, 2, 4, 1, 2, 4, 3, 1]	13450	30	[3, 2, 4, 1, 2, 4, 3, 1]	16981	B	140.0	184.0	107	265.0	0	148.0
2	1	5	120.0	214.0	209.0	1624	27256	26087	1169	327.0	327	[4, 3, 1, 4, 2, 3, 1, 2]	22129	5	[4, 3, 1, 4, 2, 3, 1, 2]	25760	A	179.0	156.0	107	239.0	0	52.0
3	1	5	102.0	172.0	182.0	1624	37004	35922	1082	330.0	330	[4, 3, 1, 4, 2, 3, 1, 2]	31862	5	[4, 3, 1, 4, 2, 3, 1, 2]	35592	A	165.0	136.0	107	246.0	0	79.0
4	1	5	161.0	322.0	203.0	2313	47228	45628	1600	288.0	288	[3, 2, 4, 1, 2, 4, 3, 1]	41708	30	[3, 2, 4, 1, 2, 4, 3, 1]	45340	B	246.0	216.0	107	230.0	0	222.0
5	1	5	125.0	208.0	207.0	2313	55366	53876	1490	291.0	291	[3, 2, 4, 1, 2, 4, 3, 1]	49954	10	[3, 2, 4, 1, 2, 4, 3, 1]	53585	B	227.0	286.0	107	209.0	0	228.0
6	0	5				1624	63761	63256	0		341	[3]	58984	10	[4, 3, 1, 4, 2, 3, 1, 2]	62915	A			107		0	
7	1	5	169.0	138.0	194.0	1624	72026	70838	1188	280.0	280	[4, 3, 1, 4, 2, 3, 1, 2]	67028	30	[4, 3, 1, 4, 2, 3, 1, 2]	70558	A	160.0	259.0	107	202.0	0	66.0
8	1	5	145.0	181.0	192.0	2313	81438	79996	1442	329.0	329	[3, 2, 4, 1, 2, 4, 3, 1]	76135	5	[3, 2, 4, 1, 2, 4, 3, 1]	79667	B	189.0	389.0	107	197.0	0	149.0
9	1	5	54.0	147.0	167.0	1624	90208	89258	950	266.0	266	[4, 3, 1, 4, 2, 3, 1, 2]	84661	30	[4, 3, 1, 4, 2, 3, 1, 2]	88992	A	136.0	158.0	107	179.0	0	109.0
10	0	5		65.0	145.0	2313	100127	98128	1493	282.0	282	[3, 2, 4, 1, 2, 4, 3, 3]	93715	5	[3, 2, 4, 1, 2, 4, 3, 1]	97846	B	236.0	502.0	107	175.0	0	182.0
11	1	5	106.0	190.0	208.0	1624	107933	106894	1039	255.0	255	[4, 3, 1, 4, 2, 3, 1, 2]	102308	5	[4, 3, 1, 4, 2, 3, 1, 2]	106639	A	156.0	134.0	107	120.0	0	125.0
12	1	5	24.0	160.0	159.0	1624	119432	118522	910	245.0	245	[4, 3, 1, 4, 2, 3, 1, 2]	112546	10	[4, 3, 1, 4, 2, 3, 1, 2]	118277	A	155.0	143.0	107	154.0	0	115.0
13	1	5	139.0	681.0	256.0	2313	129109	127308	1801	335.0	335	[3, 2, 4, 1, 2, 4, 3, 1]	123041	10	[3, 2, 4, 1, 2, 4, 3, 1]	126973	B	198.0	188.0	107	188.0	0	151.0
14	1	5	126.0	480.0	148.0	2313	138523	137139	1384	279.0	279	[3, 2, 4, 1, 2, 4, 3, 1]	132528	5	[3, 2, 4, 1, 2, 4, 3, 1]	136860	B	162.0	148.0	107	202.0	0	118.0
15	0	5		393.0	682.0	1624	148808	146946	1306	265.0	265	[4, 3, 1, 4, 2]	141949	5	[4, 3, 1, 4, 2, 3, 1, 2]	146681	A			107	110.0	1	121.0
16	1	5	161.0	192.0	203.0	1624	159694	158524	1170	314.0	314	[4, 3, 1, 4, 2, 3, 1, 2]	152978	30	[4, 3, 1, 4, 2, 3, 1, 2]	158210	A	187.0	147.0	107	177.0	0	103.0
