	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	1	1	4023	171.0	340.0	444.0	3000	9623	7497	2126	342	342	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	7155	A	240.0	268.0	101	368.0	0	295.0
1	0	1	11418				3000	16741	15538	699	424	424	[1, 4, 3]	[1, 4, 2, 3, 1, 4, 3, 2]	15114	random			101		0	330.0
2	1	1	19165	207.0	427.0	278.0	3000	25299	23275	2024	293	293	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	22982	A	211.0	307.0	101	406.0	0	188.0
3	1	1	27769	185.0	277.0	308.0	3000	33495	31596	1899	355	355	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	31241	A	221.0	314.0	101	331.0	0	263.0
4	1	1	35795	287.0	321.0	328.0	3000	42165	39671	2494	472	472	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	39199	A	228.0	362.0	101	367.0	0	601.0
5	0	1	44308		339.0	351.0	3000	50960	47870	2256	415	415	[2, 1, 4, 3, 2, 4, 1]	[2, 1, 4, 3, 2, 4, 1, 3]	47455	random	480.0	350.0	101	348.0	1	388.0
6	1	1	52645	236.0	345.0	319.0	3000	58746	56358	2388	434	434	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	55924	A	252.0	338.0	101	361.0	0	537.0
7	1	1	60967	231.0	348.0	282.0	3000	66805	64823	1982	336	336	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	64487	A	279.0	336.0	101	295.0	0	211.0
8	1	1	68874	341.0	336.0	248.0	3000	74869	72807	2062	362	362	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	72445	A	292.0	343.0	101	296.0	0	206.0
9	1	1	77390	267.0	348.0	279.0	3000	83153	81200	1953	291	291	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	80909	A	261.0	337.0	101	272.0	0	189.0
10	0	1	85363		389.0	328.0	3000	91683	89400	1780	429	429	[1, 2, 4, 3, 4, 3]	[1, 2, 4, 3, 4, 2, 3, 1]	88971	random			101	392.0	0	339.0
11	1	1	93364	191.0	335.0	212.0	3000	98683	96931	1752	392	392	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	96539	A	254.0	288.0	101	301.0	0	171.0
12	1	1	100839	195.0	283.0	264.0	3000	106687	104717	1970	419	419	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	104298	A	249.0	254.0	101	280.0	0	445.0
13	1	1	108518	184.0	329.0	342.0	3000	114061	112185	1876	330	330	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	111855	A	265.0	278.0	101	303.0	0	175.0
14	0	1	116286		471.0	323.0	3000	123317	120140	2320	326	326	[2, 1, 4, 3, 1, 2, 4]	[2, 1, 4, 3, 1, 2, 4, 3]	119814	random	389.0	341.0	101	367.0	1	429.0
15	0	1	124603		480.0	442.0	3000	131586	128462	2367	379	379	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	128083	B	396.0	447.0	101	304.0	1	298.0
16	1	1	134273	193.0	358.0	432.0	3000	140086	138161	1925	308	308	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	137853	A	243.0	271.0	101	249.0	0	179.0
17	1	1	142294	195.0	299.0	297.0	3000	147739	146047	1692	339	339	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	145708	A	232.0	260.0	101	265.0	0	144.0
18	1	1	150852	343.0	422.0	301.0	3000	157908	155603	2305	336	336	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	155267	B	418.0	378.0	101	238.0	0	205.0
19	1	1	159713	145.0	335.0	206.0	3000	165218	163663	1555	340	340	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	163323	A	255.0	195.0	101	250.0	0	169.0
20	1	1	167495	181.0	366.0	281.0	3000	173288	171630	1658	352	352	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	171278	A	239.0	183.0	101	223.0	0	185.0
21	1	1	175509	380.0	416.0	238.0	3000	181643	179467	2176	332	332	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	179135	B	395.0	320.0	101	211.0	0	216.0
22	1	1	183519	182.0	406.0	193.0	3000	189193	187588	1605	392	392	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	187196	A	217.0	202.0	101	243.0	0	162.0
23	1	1	191228	186.0	435.0	191.0	3000	197288	195479	1809	419	419	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	195060	A	209.0	362.0	101	233.0	0	193.0
24	1	1	199404	132.0	375.0	473.0	3000	205404	203556	1848	336	336	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	203220	A	221.0	236.0	101	246.0	0	165.0
25	1	1	207538	231.0	360.0	271.0	3000	213539	211515	2024	438	438	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	211077	B	391.0	367.0	101	197.0	0	207.0
26	1	1	215737	132.0	407.0	221.0	3000	221018	219395	1623	357	357	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	219038	A	281.0	182.0	101	216.0	0	184.0
27	0	1	223054		385.0	434.0	3000	230500	227380	2602	386	386	[2, 4, 1, 3, 4, 2, 1]	[2, 4, 1, 3, 4, 2, 1, 3]	226994	random	489.0	432.0	101	460.0	1	402.0
28	1	1	231887	160.0	364.0	312.0	3000	236898	235234	1664	369	369	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	234865	A	246.0	156.0	101	257.0	0	169.0
29	1	1	239109	175.0	315.0	351.0	3000	244903	243201	1702	378	378	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	242823	A	233.0	174.0	101	273.0	0	181.0
30	1	1	246888	153.0	365.0	442.0	3000	252450	250710	1740	331	331	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	250379	A	225.0	166.0	101	236.0	0	153.0
31	1	1	255541	150.0	284.0	340.0	3000	261449	259611	1838	376	376	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	259235	A	233.0	174.0	101	444.0	0	213.0
32	1	1	263368	140.0	355.0	214.0	3000	268822	267231	1591	340	340	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	266891	A	265.0	168.0	101	268.0	0	181.0
33	1	1	270886	139.0	314.0	253.0	3000	277370	275812	1558	361	361	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	275451	A	258.0	168.0	101	246.0	0	180.0
34	1	1	280541	471.0	492.0	248.0	3000	287549	285239	2310	327	327	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	284912	B	386.0	291.0	101	201.0	0	221.0
35	1	2	1697	382.0	407.0	232.0	3000	7847	5671	2176	362	362	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	5309	B	376.0	362.0	101	212.0	0	205.0
36	1	2	9609	229.0	348.0	228.0	3000	14859	13206	1653	335	335	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	12871	A	246.0	222.0	101	245.0	0	135.0
37	1	2	16996	187.0	306.0	342.0	3000	22722	21004	1718	371	371	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	20633	A	188.0	267.0	101	259.0	0	169.0
38	1	2	24805	163.0	324.0	180.0	3000	30179	28680	1499	391	391	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	28289	A	211.0	188.0	101	262.0	0	171.0
39	1	2	32468	154.0	373.0	199.0	3000	38147	36594	1553	341	341	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	36253	A	229.0	195.0	101	223.0	0	180.0
40	0	2	40627				3000	45782	44643	634	332	332	[4, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	44311	A			101	237.0	0	171.0
41	1	2	48087	157.0	386.0	166.0	3000	53964	52382	1582	499	499	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	51883	A	221.0	221.0	101	230.0	0	201.0
42	1	2	56353	160.0	348.0	198.0	3000	61977	60392	1585	349	349	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	60043	A	247.0	130.0	101	328.0	0	174.0
43	1	2	64039	388.0	469.0	266.0	3000	70332	68001	2331	397	397	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	67604	B	505.0	322.0	101	183.0	0	198.0
44	0	2	72199				3000	77394	76491	396	425	425	[4, 3]	[4, 2, 3, 1, 4, 2, 3, 1]	76066	random			101		0	
