	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	5		155.0	139.0	1366.0	9809	8390	914	363	363	[3, 2, 4, 1, 2, 4, 2]	4211	5	[3, 2, 4, 1, 2, 4, 3, 1]	8027	A		155.0	126	130.0	0	179
1	0	5		121.0	137.0	1318.0	18374	17166	704	341	341	[2, 1, 4, 2, 3, 1]	13309	30	[2, 1, 4, 2, 3, 4, 1, 3]	16825	B			126	110.0	0	165
2	0	5			152.0	1366.0	27016	25955	556	313	313	[3, 2, 4, 1, 3]	22024	5	[3, 2, 4, 1, 2, 4, 3, 1]	25642	A			126	124.0	0	152
3	1	5	140.0	94.0	144.0	1366.0	36326	35342	984	315	315	[3, 2, 4, 1, 2, 4, 3, 1]	31316	5	[3, 2, 4, 1, 2, 4, 3, 1]	35027	A	147.0	137.0	126	149.0	0	173
4	0	5		133.0	141.0	1318.0	46499	45260	734	354	354	[2, 1, 4, 2, 3, 1]	41295	30	[2, 1, 4, 2, 3, 4, 1, 3]	44906	B			126	121.0	0	166
5	0	5		162.0	173.0	1318.0	55078	53575	999	314	314	[2, 1, 4, 2, 3, 4, 3]	49648	10	[2, 1, 4, 2, 3, 4, 1, 3]	53261	B		204.0	126	99.0	0	167
6	0	5		116.0	163.0	1366.0	64579	63343	731	295	295	[3, 2, 4, 1, 2, 3]	59133	10	[3, 2, 4, 1, 2, 4, 3, 1]	63048	A			126	143.0	0	150
7	0	5		85.0	156.0	1366.0	73471	71923	967	321	321	[3, 2, 4, 1, 2, 4, 3]	68089	30	[3, 2, 4, 1, 2, 4, 3, 1]	71602	A	188.0	226.0	126	147.0	1	165
8	0	5		136.0	138.0	1318.0	82472	81096	871	310	310	[2, 1, 4, 2, 3, 1]	77275	5	[2, 1, 4, 2, 3, 4, 1, 3]	80786	B			126	161.0	0	206
9	0	5		139.0	158.0	1366.0	92305	90775	920	339	339	[3, 2, 4, 1, 2, 4, 3]	86122	30	[3, 2, 4, 1, 2, 4, 3, 1]	90436	A	177.0	127.0	126	100.0	1	219
10	1	5	96.0	103.0	169.0	1318.0	100811	99933	878	315	315	[2, 1, 4, 2, 3, 4, 1, 3]	95505	5	[2, 1, 4, 2, 3, 4, 1, 3]	99618	B	108.0	133.0	126	127.0	0	142
11	0	5		91.0	161.0	1366.0	110580	109110	966	288	288	[3, 2, 4, 1, 2, 4, 2]	104510	5	[3, 2, 4, 1, 2, 4, 3, 1]	108822	A		198.0	126	122.0	0	159
12	0	5		169.0	138.0	1366.0	122464	120918	975	323	323	[3, 2, 4, 1, 2, 4, 3]	114880	10	[3, 2, 4, 1, 2, 4, 3, 1]	120595	A	177.0	187.0	126	133.0	1	171
13	0	5		144.0	172.0	1318.0	131345	130016	824	334	334	[2, 1, 4, 2, 3, 1]	125764	10	[2, 1, 4, 2, 3, 4, 1, 3]	129682	B			126	151.0	0	186
14	0	5		145.0	176.0	1318.0	141332	139824	874	313	313	[2, 1, 4, 2, 3, 4, 1]	135196	5	[2, 1, 4, 2, 3, 4, 1, 3]	139511	B	122.0	147.0	126	147.0	1	137
15	0	5		183.0	139.0	1366.0	151474	150216	753	318	318	[3, 2, 4, 1, 2, 3]	145181	5	[3, 2, 4, 1, 2, 4, 3, 1]	149898	A			126	132.0	0	158
16	1	5	129.0	140.0	152.0	1366.0	162428	161409	1019	321	321	[3, 2, 4, 1, 2, 4, 3, 1]	155875	30	[3, 2, 4, 1, 2, 4, 3, 1]	161088	A	171.0	133.0	126	109.0	0	185
17	0	5		126.0	140.0	1366.0	172467	171019	799	421	421	[3, 2, 4, 1, 2, 4, 3]	166979	10	[3, 2, 4, 1, 2, 4, 3, 1]	170598	A	131.0	113.0	126	101.0	1	188
18	0	5		186.0	151.0	1366.0	181247	179751	865	373	373	[3, 2, 4, 1, 2, 4, 3]	175567	10	[3, 2, 4, 1, 2, 4, 3, 1]	179378	A	132.0	110.0	126	110.0	1	176
19	0	5		126.0	156.0	1318.0	190279	188863	765	405	405	[2, 1, 4, 2, 3, 4, 1]	184847	5	[2, 1, 4, 2, 3, 4, 1, 3]	188458	B	129.0	81.0	126	101.0	1	172
20	0	5		194.0	173.0	1318.0	199307	197988	815	345	345	[2, 1, 4, 2, 3, 1]	194027	5	[2, 1, 4, 2, 3, 4, 1, 3]	197643	B			126	66.0	0	192
21	0	5				1318.0	207771	206731	536	362	362	[2, 1, 4, 3]	202855	30	[2, 1, 4, 2, 3, 4, 1, 3]	206369	B			126	102.0	0	162
22	0	5		145.0	228.0	1318.0	217059	215647	883	409	409	[2, 1, 4, 2, 3, 4]	211419	30	[2, 1, 4, 2, 3, 4, 1, 3]	215238	B		174.0	126	145.0	1	191
23	0	5		175.0	124.0	1366.0	225974	224535	935	415	415	[3, 2, 4, 1, 2, 4, 2]	220608	30	[3, 2, 4, 1, 2, 4, 3, 1]	224120	A		181.0	126	135.0	0	185
24	0	5				1318.0	234300	233287	509	401	401	[2, 1, 4, 3]	229075	10	[2, 1, 4, 2, 3, 4, 1, 3]	232886	B			126	108.0	0	163
25	1	5	119.0	115.0	142.0	1366.0	243372	242408	964	338	338	[3, 2, 4, 1, 2, 4, 3, 1]	237552	30	[3, 2, 4, 1, 2, 4, 3, 1]	242070	A	125.0	127.0	126	137.0	0	199
26	0	5		122.0	132.0	1366.0	253376	252209	662	358	358	[3, 2, 4, 1, 2, 3]	247727	10	[3, 2, 4, 1, 2, 4, 3, 1]	251851	A			126	118.0	0	166
27	0	5		113.0	212.0	1318.0	261973	260688	781	396	396	[2, 1, 4, 2, 3, 1]	256581	10	[2, 1, 4, 2, 3, 4, 1, 3]	260292	B			126	78.0	0	151
28	0	5		141.0	161.0	1318.0	270969	269473	857	325	325	[2, 1, 4, 2, 3, 4, 1]	265231	10	[2, 1, 4, 2, 3, 4, 1, 3]	269148	B	46.0	159.0	126	149.0	1	201
29	1	5	139.0	123.0	174.0	1318.0	280108	279186	922	353	353	[2, 1, 4, 2, 3, 4, 1, 3]	274321	30	[2, 1, 4, 2, 3, 4, 1, 3]	278833	B	66.0	140.0	126	117.0	0	163
30	1	6	87.0	140.0	160.0	1318.0	9720	8787	933	359	359	[2, 1, 4, 2, 3, 4, 1, 3]	4617	10	[2, 1, 4, 2, 3, 4, 1, 3]	8428	B	113.0	123.0	126	129.0	0	181
31	0	6			145.0	1366.0	18612	17256	851	313	313	[3, 2, 4, 1, 4]	13420	30	[3, 2, 4, 1, 2, 4, 3, 1]	16943	A			126	143.0	0	160
32	1	6	112.0	140.0	143.0	1318.0	27980	27054	926	328	328	[2, 1, 4, 2, 3, 4, 1, 3]	21914	5	[2, 1, 4, 2, 3, 4, 1, 3]	26726	B	75.0	135.0	126	166.0	0	155
33	1	6	113.0	122.0	130.0	1318.0	36631	35757	874	365	365	[2, 1, 4, 2, 3, 4, 1, 3]	31879	30	[2, 1, 4, 2, 3, 4, 1, 3]	35392	B	59.0	160.0	126	134.0	0	156
34	0	6		128.0	129.0	1366.0	47089	45654	931	313	313	[3, 2, 4, 1, 2, 4, 2]	40530	10	[3, 2, 4, 1, 2, 4, 3, 1]	45341	A		208.0	126	144.0	0	136
35	1	6	146.0	117.0	133.0	1366.0	56165	55141	1024	334	334	[3, 2, 4, 1, 2, 4, 3, 1]	50293	30	[3, 2, 4, 1, 2, 4, 3, 1]	54807	A	176.0	137.0	126	159.0	0	156
36	1	6	153.0	95.0	116.0	1366.0	65492	64524	968	294	294	[3, 2, 4, 1, 2, 4, 3, 1]	59819	5	[3, 2, 4, 1, 2, 4, 3, 1]	64230	A	172.0	134.0	126	161.0	0	137
37	0	6		116.0	139.0	1318.0	74818	73674	640	317	317	[2, 1, 4, 2, 3, 1]	69445	30	[2, 1, 4, 2, 3, 4, 1, 3]	73357	B			126	117.0	0	117
38	1	6	111.0	142.0	149.0	1318.0	83603	82715	888	330	330	[2, 1, 4, 2, 3, 4, 1, 3]	78073	10	[2, 1, 4, 2, 3, 4, 1, 3]	82385	B	59.0	181.0	126	137.0	0	109
39	0	6		121.0	118.0	1366.0	93409	92202	703	390	390	[3, 2, 4, 1, 2, 3]	87802	30	[3, 2, 4, 1, 2, 4, 3, 1]	91812	A			126	141.0	0	150
40	0	6		127.0	196.0	1318.0	104021	102755	761	530	530	[2, 1, 4, 2, 3, 1]	98514	30	[2, 1, 4, 2, 3, 4, 1, 3]	102225	B			126	146.0	0	123
41	0	6		129.0	155.0	1366.0	113562	112119	939	330	330	[3, 2, 4, 1, 2, 4, 3, 3]	107171	30	[3, 2, 4, 1, 2, 4, 3, 1]	111789	A	179.0	112.0	126	152.0	0	199
42	0	6		100.0	159.0	1318.0	121733	120530	698	345	345	[2, 1, 4, 2, 3, 1]	116673	10	[2, 1, 4, 2, 3, 4, 1, 3]	120185	B			126	129.0	0	127
43	0	6		153.0	165.0	1366.0	130327	128917	906	319	319	[3, 2, 4, 1, 2, 4, 2]	125082	10	[3, 2, 4, 1, 2, 4, 3, 1]	128598	A		108.0	126	132.0	0	131
44	0	6		139.0	207.0	1318.0	139178	137689	973	333	333	[2, 1, 4, 2, 3, 4, 1]	133638	30	[2, 1, 4, 2, 3, 4, 1, 3]	137356	B	100.0	170.0	126	168.0	1	189
45	0	6		129.0	166.0	1318.0	148240	146961	775	315	315	[2, 1, 4, 2, 3, 1]	142832	5	[2, 1, 4, 2, 3, 4, 1, 3]	146646	B			126	135.0	0	173
46	0	6		144.0	179.0	1366.0	157279	155826	745	416	416	[3, 2, 4, 1, 2, 4]	151899	10	[3, 2, 4, 1, 2, 4, 3, 1]	155410	A		98.0	126	127.0	1	197
47	0	6		123.0	167.0	1366.0	166762	165254	924	361	361	[3, 2, 4, 1, 2, 4, 3]	161382	5	[3, 2, 4, 1, 2, 4, 3, 1]	164893	A	131.0	141.0	126	130.0	1	232
48	0	6		36.0	201.0	1366.0	176131	175071	556	386	386	[3, 2, 4, 1, 2, 3]	170463	5	[3, 2, 4, 1, 2, 4, 3, 1]	174685	A			126	61.0	0	174
49	0	6		113.0	199.0	1318.0	186264	184747	889	304	304	[2, 1, 4, 2, 3, 4, 1]	179532	5	[2, 1, 4, 2, 3, 4, 1, 3]	184443	B	176.0	100.0	126	110.0	1	191
50	0	6		68.0	160.0	1366.0	195394	194044	714	519	519	[3, 2, 4, 1, 2, 4, 3]	190013	5	[3, 2, 4, 1, 2, 4, 3, 1]	193525	A	90.0	93.0	126	112.0	1	191
51	1	6	184.0	105.0	183.0	1366.0	204180	203326	854	314	314	[3, 2, 4, 1, 2, 4, 3, 1]	198799	10	[3, 2, 4, 1, 2, 4, 3, 1]	203012	A	41.0	79.0	126	96.0	0	166
52	0	6		187.0	217.0	1318.0	215045	213665	876	316	316	[2, 1, 4, 2, 3, 1]	208237	10	[2, 1, 4, 2, 3, 4, 1, 3]	213349	B			126	170.0	0	149
53	0	6		147.0	185.0	1318.0	225481	224160	817	346	346	[2, 1, 4, 2, 3, 1]	218802	5	[2, 1, 4, 2, 3, 4, 1, 3]	223814	B			126	150.0	0	127
54	0	6				1318.0	234453	233346	603	296	296	[2, 1, 4, 3]	228634	10	[2, 1, 4, 2, 3, 4, 1, 3]	233050	B			126	195.0	0	180
55	0	6		151.0	94.0	1366.0	243191	242006	680	388	388	[3, 2, 4, 1, 2, 3]	237605	30	[3, 2, 4, 1, 2, 4, 3, 1]	241618	A			126	145.0	0	171
56	0	6			164.0	1366.0	252573	251451	618	438	438	[3, 2, 4, 1, 3]	247197	5	[3, 2, 4, 1, 2, 4, 3, 1]	251013	A			126	149.0	0	216
57	0	6		200.0	125.0	1366.0	262055	260537	942	351	351	[3, 2, 4, 1, 2, 4, 3]	255974	10	[3, 2, 4, 1, 2, 4, 3, 1]	260186	A	175.0	124.0	126	173.0	1	145
58	0	6		185.0	228.0	1318.0	270851	269446	901	370	370	[2, 1, 4, 2, 3, 1]	265362	5	[2, 1, 4, 2, 3, 4, 1, 3]	269076	B			126	133.0	0	157
59	0	6				1318.0	279408	278397	506	370	370	[2, 1, 4, 3]	274210	30	[2, 1, 4, 2, 3, 4, 1, 3]	278027	B			126	118.0	0	147
60	0	7		131.0	195.0	1318.0	10153	8734	814	402	402	[2, 1, 4, 2, 3, 4, 1]	4014	30	[2, 1, 4, 2, 3, 4, 1, 3]	8332	B	14.0	185.0	126	164.0	1	125
61	0	7		152.0	183.0	1318.0	20140	18636	848	317	317	[2, 1, 4, 2, 3, 4]	13507	5	[2, 1, 4, 2, 3, 4, 1, 3]	18319	B		188.0	126	135.0	1	190
62	0	7		68.0	155.0	1366.0	29625	28423	697	412	412	[3, 2, 4, 1, 2, 3]	24100	30	[3, 2, 4, 1, 2, 4, 3, 1]	28011	A			126	126.0	0	181
63	0	7			175.0	1366.0	37994	36897	593	358	358	[3, 2, 4, 1, 3]	32927	5	[3, 2, 4, 1, 2, 4, 3, 1]	36539	A			126	130.0	0	163
64	0	7			172.0	1366.0	46748	45699	545	383	383	[3, 2, 4, 1, 3]	41603	10	[3, 2, 4, 1, 2, 4, 3, 1]	45316	A			126	109.0	0	157
65	0	7		122.0	222.0	1318.0	55782	54314	878	353	353	[2, 1, 4, 2, 3, 4, 1]	49949	5	[2, 1, 4, 2, 3, 4, 1, 3]	53961	B	101.0	159.0	126	139.0	1	135
66	0	7			167.0	1366.0	64709	63620	585	376	376	[3, 2, 4, 1, 3]	59631	10	[3, 2, 4, 1, 2, 4, 3, 1]	63244	A			126	137.0	0	183
67	0	7		86.0	178.0	1318.0	73188	71899	785	372	372	[2, 1, 4, 2, 3, 1]	68018	5	[2, 1, 4, 2, 3, 4, 1, 3]	71527	B			126	121.0	0	157
