	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	7	4616			647.0	3000	11451	8557	2030	609	609	[1, 4, 3, 2]	[1, 4, 3, 2, 4, 1, 2, 3]	7948	random			138	521.0	1	862
1	1	7	12641	255.0	364.0	245.0	3000	18755	16657	2098	385	385	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	16272	A	298.0	286.0	138	349.0	0	301
2	1	7	20382	298.0	343.0	274.0	3000	26816	24792	2024	378	378	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	24414	A	252.0	298.0	138	293.0	0	266
3	1	7	28945	263.0	310.0	242.0	3000	34533	32491	2042	415	415	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	32076	A	290.0	329.0	138	292.0	0	316
4	1	7	36164	288.0	312.0	251.0	3000	42006	39863	2143	368	368	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	39495	A	253.0	344.0	138	345.0	0	350
5	1	7	44931	341.0	289.0	442.0	3000	51054	48586	2468	424	424	[2, 1, 4, 2, 3, 4, 1, 3]	[2, 1, 4, 2, 3, 4, 1, 3]	48162	B	300.0	398.0	138	391.0	0	307
6	1	7	53081	319.0	401.0	313.0	3000	59421	57201	2220	389	389	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	56812	A	245.0	309.0	138	291.0	0	342
7	0	7	61344		364.0	391.0	3000	68377	65435	2089	561	561	[1, 2, 3, 4, 3, 4]	[1, 2, 3, 4, 3, 4, 1, 2]	64874	random		493.0	138	449.0	1	392
8	1	7	69666	269.0	340.0	299.0	3000	75317	73099	2218	402	402	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	72697	A	308.0	295.0	138	325.0	0	382
9	1	7	76845	300.0	343.0	362.0	3000	82504	80250	2254	374	374	[2, 1, 4, 2, 3, 4, 1, 3]	[2, 1, 4, 2, 3, 4, 1, 3]	79876	B	309.0	296.0	138	351.0	0	293
10	1	7	84030	249.0	364.0	241.0	3000	89425	87436	1989	375	375	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	87061	A	256.0	289.0	138	295.0	0	295
11	1	7	91754	251.0	290.0	270.0	3000	97624	95680	1944	394	394	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	95286	A	250.0	309.0	138	302.0	0	272
12	0	7	99151				3000	103908	102851	552	369	369	[3, 2, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	102482	A			138		0	288
13	1	7	104897	251.0	611.0	480.0	3000	110937	108411	2526	383	383	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	108028	A	265.0	272.0	138	345.0	0	302
14	0	7	112562		405.0	285.0	3000	119096	116150	1815	557	557	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	115593	A	220.0	326.0	138	300.0	1	279
15	1	7	120076	258.0	305.0	253.0	3000	125873	123926	1947	332	332	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	123594	A	274.0	299.0	138	293.0	0	265
16	1	7	127505	212.0	221.0	226.0	3000	132560	130877	1683	340	340	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	130537	A	235.0	271.0	138	274.0	0	244
17	0	7	134293		568.0	446.0	3000	140827	137839	2258	515	515	[4, 2, 3, 1, 3, 2]	[4, 2, 3, 1, 3, 2, 4, 1]	137324	random		468.0	138	328.0	1	448
18	0	7	142315		465.0	480.0	3000	149448	146440	2136	495	495	[4, 2, 3, 1, 3, 4]	[4, 2, 3, 1, 3, 4, 1, 2]	145945	random		354.0	138	350.0	1	487
19	1	7	151038	315.0	322.0	246.0	3000	156412	154491	1921	322	322	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	154169	A	176.0	288.0	138	236.0	0	338
20	0	7	158139		266.0	407.0	3000	164638	161572	2561	402	402	[2, 1, 4, 2, 3, 4, 1, 4]	[2, 1, 4, 2, 3, 4, 1, 3]	161170	B	375.0	391.0	138	405.0	0	329
21	0	7	165827		421.0	520.0	3000	172461	169579	2163	621	621	[2, 1, 4, 3, 2, 4]	[2, 1, 4, 3, 2, 4, 3, 1]	168958	random		407.0	138	457.0	1	358
22	1	7	173550	283.0	354.0	193.0	3000	179075	177081	1994	400	400	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	176681	A	236.0	313.0	138	314.0	0	301
23	1	7	180701	250.0	311.0	246.0	3000	186181	184093	2088	360	360	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	183733	A	256.0	478.0	138	270.0	0	277
24	1	7	187709	353.0	284.0	182.0	3000	193193	191272	1921	332	332	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	190940	A	243.0	297.0	138	315.0	0	247
25	1	7	195021	241.0	214.0	206.0	3000	201233	199506	1727	554	554	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	198952	A	238.0	270.0	138	345.0	0	213
26	1	7	202765	247.0	269.0	181.0	3000	208756	206989	1767	393	393	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	206596	A	279.0	233.0	138	282.0	0	276
27	1	7	210690	270.0	303.0	211.0	3000	216590	214773	1817	552	552	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	214221	A	253.0	251.0	138	305.0	0	224
28	0	7	218224				3000	223215	221812	897	357	357	[2, 1, 4, 3]	[2, 1, 4, 2, 3, 4, 1, 3]	221455	B			138	279.0	0	305
29	1	7	224398	250.0	258.0	349.0	3000	230103	228069	2034	441	441	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	227628	A	279.0	266.0	138	349.0	0	283
30	1	7	231627	237.0	246.0	200.0	3000	237447	235710	1737	451	451	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	235259	A	331.0	208.0	138	266.0	0	249
31	1	7	239174	243.0	246.0	269.0	3000	244678	242886	1792	381	381	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	242505	A	257.0	211.0	138	249.0	0	317
32	1	7	247006	275.0	153.0	379.0	3000	252349	250452	1897	315	315	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	250137	A	270.0	233.0	138	276.0	0	311
33	0	7	254274				3000	258968	257900	563	396	396	[3, 2, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	257504	A			138		0	294
34	1	7	260158	394.0	269.0	386.0	3000	267107	264597	2510	408	408	[2, 1, 4, 2, 3, 4, 1, 3]	[2, 1, 4, 2, 3, 4, 1, 3]	264189	B	334.0	402.0	138	359.0	0	366
