	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1		354.0	207.0	1955	10410	8394	1075	442	442	[3, 2, 4, 1, 2]	4322	5	[3, 2, 4, 1, 2, 4, 3, 1]	7952	B			119	291.0	1	223.0
1	0	1		171.0	193.0	1600	18881	17142	1112	364	364	[4, 3, 1, 4, 2, 3, 1]	13147	5	[4, 3, 1, 4, 2, 3, 1, 2]	16778	A	206.0	228.0	119	184.0	1	130.0
2	1	1	4.0	217.0	165.0	1600	29204	28152	1052	345	345	[4, 3, 1, 4, 2, 3, 1, 2]	22276	30	[4, 3, 1, 4, 2, 3, 1, 2]	27807	A	204.0	152.0	119	179.0	0	131.0
3	1	1	50.0	182.0	116.0	1600	38377	37402	975	329	329	[4, 3, 1, 4, 2, 3, 1, 2]	33541	30	[4, 3, 1, 4, 2, 3, 1, 2]	37073	A	185.0	144.0	119	157.0	0	141.0
4	0	1		165.0	145.0	1600	47450	45685	1160	338	338	[4, 3, 1, 4, 2, 3, 1]	41815	5	[4, 3, 1, 4, 2, 3, 1, 2]	45347	A	244.0	294.0	119	175.0	1	137.0
5	0	1		86.0	181.0	1955	56427	54835	1087	358	358	[3, 2, 4, 1, 2, 4, 3, 4]	50546	30	[3, 2, 4, 1, 2, 4, 3, 1]	54477	B	208.0	206.0	119	131.0	0	206.0
6	0	1		220.0	194.0	1955	66745	64593	1312	306	306	[3, 2, 4, 1, 2, 4, 3]	59056	30	[3, 2, 4, 1, 2, 4, 3, 1]	64287	B	349.0	196.0	119	167.0	1	186.0
7	0	1		204.0	232.0	1600	77319	75577	1182	361	361	[4, 3, 1, 4, 2, 3, 1]	71285	10	[4, 3, 1, 4, 2, 3, 1, 2]	75216	A	289.0	168.0	119	148.0	1	141.0
8	1	1	192.0	160.0	159.0	1955	85749	84574	1175	331	331	[3, 2, 4, 1, 2, 4, 3, 1]	80313	5	[3, 2, 4, 1, 2, 4, 3, 1]	84243	B	199.0	154.0	119	172.0	0	139.0
9	0	1		399.0	201.0	1955	95024	93001	1519	345	345	[3, 2, 4, 1, 2, 4, 2]	89024	5	[3, 2, 4, 1, 2, 4, 3, 1]	92656	B		242.0	119	149.0	0	209.0
10	0	1				1955	102500	101638	356	447	447	[3, 4]	97559	10	[3, 2, 4, 1, 2, 4, 3, 1]	101191	B			119		0	
11	1	1	198.0	132.0	195.0	1955	110777	109244	1533	375	375	[3, 2, 4, 1, 2, 4, 3, 1]	105338	30	[3, 2, 4, 1, 2, 4, 3, 1]	108869	B	384.0	269.0	119	196.0	0	159.0
12	0	1		171.0	153.0	1600	120188	118518	1103	433	433	[4, 3, 1, 4, 2, 3, 1]	114453	5	[4, 3, 1, 4, 2, 3, 1, 2]	118085	A	220.0	193.0	119	207.0	1	159.0
13	1	1	71.0	194.0	150.0	1600	128129	127053	1076	312	312	[4, 3, 1, 4, 2, 3, 1, 2]	123110	10	[4, 3, 1, 4, 2, 3, 1, 2]	126741	A	194.0	160.0	119	157.0	0	150.0
14	0	1		335.0	190.0	1955	138651	136576	1271	383	383	[3, 2, 4, 1, 2, 4, 3]	132062	30	[3, 2, 4, 1, 2, 4, 3, 1]	136193	B	216.0	172.0	119	170.0	1	188.0
15	1	1	94.0	170.0	170.0	1600	149685	148561	1124	344	344	[4, 3, 1, 4, 2, 3, 1, 2]	143886	30	[4, 3, 1, 4, 2, 3, 1, 2]	148217	A	225.0	176.0	119	155.0	0	134.0
16	0	1		159.0	181.0	1955	160696	158692	1499	345	345	[3, 2, 4, 1, 2, 4, 3, 2]	153918	10	[3, 2, 4, 1, 2, 4, 3, 1]	158347	B	263.0	163.0	119	213.0	0	215.0
17	1	1	164.0	178.0	220.0	1955	168735	167355	1380	385	385	[3, 2, 4, 1, 2, 4, 3, 1]	163438	10	[3, 2, 4, 1, 2, 4, 3, 1]	166970	B	278.0	190.0	119	178.0	0	172.0
18	0	1		442.0	164.0	1955	178405	176285	1517	338	338	[3, 2, 4, 1, 2, 4, 3]	171915	5	[3, 2, 4, 1, 2, 4, 3, 1]	175947	B	211.0	354.0	119	184.0	1	162.0
19	0	1		187.0	171.0	1600	187483	185687	1086	310	310	[4, 3, 1, 4, 2, 3, 1]	181345	5	[4, 3, 1, 4, 2, 3, 1, 2]	185377	A	220.0	192.0	119	168.0	1	148.0
20	0	1				1600	196030	195186	339	379	379	[4, 3, 2]	190676	10	[4, 3, 1, 4, 2, 3, 1, 2]	194807	A			119		0	165.0
21	1	1	87.0	137.0	192.0	1600	205396	204232	1164	374	374	[4, 3, 1, 4, 2, 3, 1, 2]	198927	30	[4, 3, 1, 4, 2, 3, 1, 2]	203858	A	213.0	229.0	119	173.0	0	133.0
22	1	1	210.0	205.0	158.0	1955	214690	213382	1308	422	422	[3, 2, 4, 1, 2, 4, 3, 1]	209329	10	[3, 2, 4, 1, 2, 4, 3, 1]	212960	B	182.0	182.0	119	196.0	0	175.0
23	0	1		169.0	178.0	1600	224804	223042	1005	344	344	[4, 3, 1, 4, 2, 3, 1]	219166	10	[4, 3, 1, 4, 2, 3, 1, 2]	222698	A	172.0	199.0	119	147.0	1	140.0
24	1	1	175.0	199.0	160.0	1955	233583	232226	1357	396	396	[3, 2, 4, 1, 2, 4, 3, 1]	227698	5	[3, 2, 4, 1, 2, 4, 3, 1]	231830	B	257.0	178.0	119	215.0	0	173.0
25	0	1		163.0	161.0	1600	243396	241651	1024	358	358	[4, 3, 1, 4, 2, 3, 1]	236961	5	[4, 3, 1, 4, 2, 3, 1, 2]	241293	A	210.0	187.0	119	169.0	1	134.0
26	1	1	168.0	202.0	190.0	1955	253209	251843	1366	420	420	[3, 2, 4, 1, 2, 4, 3, 1]	247892	10	[3, 2, 4, 1, 2, 4, 3, 1]	251423	B	215.0	214.0	119	196.0	0	181.0
27	1	1	115.0	144.0	164.0	1600	261596	260479	1117	351	351	[4, 3, 1, 4, 2, 3, 1, 2]	256295	30	[4, 3, 1, 4, 2, 3, 1, 2]	260128	A	171.0	211.0	119	184.0	0	128.0
28	0	1		136.0	227.0	1600	271364	269601	1122	340	340	[4, 3, 1, 4, 2]	265030	10	[4, 3, 1, 4, 2, 3, 1, 2]	269261	A			119	609.0	1	150.0
29	1	1	189.0	117.0	161.0	1955	279603	278348	1255	356	356	[3, 2, 4, 1, 2, 4, 3, 1]	274461	30	[3, 2, 4, 1, 2, 4, 3, 1]	277992	B	233.0	193.0	119	193.0	0	169.0
30	0	2		183.0	163.0	1600	11655	9920	1024	368	368	[4, 3, 1, 4, 2, 3, 1]	4721	5	[4, 3, 1, 4, 2, 3, 1, 2]	9552	A	176.0	190.0	119	155.0	1	157.0
31	0	2		148.0	164.0	1600	20888	19107	957	322	322	[4, 3, 1, 4, 2, 3, 1]	15053	5	[4, 3, 1, 4, 2, 3, 1, 2]	18785	A	174.0	191.0	119	174.0	1	106.0
32	1	2	160.0	84.0	173.0	1955	31034	29688	1346	377	377	[3, 2, 4, 1, 2, 4, 3, 1]	25481	5	[3, 2, 4, 1, 2, 4, 3, 1]	29311	B	319.0	244.0	119	201.0	0	165.0
33	0	2				1600	39010	38238	267	389	389	[4, 3, 1, 2]	34218	30	[4, 3, 1, 4, 2, 3, 1, 2]	37849	A			119	148.0	0	106.0
34	1	2	10.0	153.0	168.0	1600	47326	46171	1155	331	331	[4, 3, 1, 4, 2, 3, 1, 2]	41909	10	[4, 3, 1, 4, 2, 3, 1, 2]	45840	A	272.0	253.0	119	175.0	0	124.0
35	1	2	4.0	172.0	142.0	1600	57760	56735	1025	343	343	[4, 3, 1, 4, 2, 3, 1, 2]	51661	30	[4, 3, 1, 4, 2, 3, 1, 2]	56392	A	222.0	195.0	119	164.0	0	126.0
36	1	2	198.0	137.0	167.0	1955	66952	65714	1238	387	387	[3, 2, 4, 1, 2, 4, 3, 1]	61296	5	[3, 2, 4, 1, 2, 4, 3, 1]	65327	B	201.0	197.0	119	190.0	0	148.0
37	1	2	104.0	150.0	159.0	1600	76589	75459	1130	399	399	[4, 3, 1, 4, 2, 3, 1, 2]	70329	5	[4, 3, 1, 4, 2, 3, 1, 2]	75060	A	231.0	166.0	119	178.0	0	142.0
38	1	2	181.0	79.0	203.0	1955	85761	84488	1273	431	431	[3, 2, 4, 1, 2, 4, 3, 1]	80526	30	[3, 2, 4, 1, 2, 4, 3, 1]	84057	B	284.0	214.0	119	147.0	0	165.0
39	1	2	117.0	184.0	113.0	1600	94110	92972	1138	402	402	[4, 3, 1, 4, 2, 3, 1, 2]	88939	30	[4, 3, 1, 4, 2, 3, 1, 2]	92570	A	231.0	162.0	119	172.0	0	159.0
40	0	2		140.0	204.0	1955	104915	102917	1494	342	342	[3, 2, 4, 1, 2, 4, 3, 2]	98743	10	[3, 2, 4, 1, 2, 4, 3, 1]	102575	B	466.0	128.0	119	177.0	0	180.0
41	1	2	116.0	206.0	135.0	1600	115731	114554	1177	365	365	[4, 3, 1, 4, 2, 3, 1, 2]	109658	10	[4, 3, 1, 4, 2, 3, 1, 2]	114189	A	222.0	180.0	119	157.0	0	161.0
42	1	2	222.0	192.0	236.0	1955	125082	123620	1462	424	424	[3, 2, 4, 1, 2, 4, 3, 1]	119565	10	[3, 2, 4, 1, 2, 4, 3, 1]	123196	B	197.0	219.0	119	223.0	0	173.0
43	1	2	190.0	300.0	194.0	1955	133556	132137	1419	347	347	[3, 2, 4, 1, 2, 4, 3, 1]	128259	5	[3, 2, 4, 1, 2, 4, 3, 1]	131790	B	238.0	189.0	119	176.0	0	132.0
44	0	2		171.0	174.0	1600	142468	140719	1197	354	354	[4, 3, 1, 4, 2, 3, 1]	136633	5	[4, 3, 1, 4, 2, 3, 1, 2]	140365	A	371.0	190.0	119	147.0	1	144.0
45	1	2	169.0	185.0	175.0	1955	150996	149746	1250	352	352	[3, 2, 4, 1, 2, 4, 3, 1]	145463	10	[3, 2, 4, 1, 2, 4, 3, 1]	149394	B	196.0	191.0	119	183.0	0	151.0
46	0	2		314.0	227.0	1955	161570	159561	1387	450	450	[3, 2, 4, 1, 2, 4, 3]	155179	5	[3, 2, 4, 1, 2, 4, 3, 1]	159111	B	336.0	182.0	119	178.0	1	150.0
47	0	2		168.0	172.0	1600	170341	168609	1081	371	371	[4, 3, 1, 4, 2, 3, 1]	164307	5	[4, 3, 1, 4, 2, 3, 1, 2]	168238	A	261.0	189.0	119	166.0	1	125.0
48	1	2	133.0	92.0	187.0	1955	178465	177256	1209	291	291	[3, 2, 4, 1, 2, 4, 3, 1]	173334	30	[3, 2, 4, 1, 2, 4, 3, 1]	176965	B	249.0	233.0	119	171.0	0	144.0
49	1	2	107.0	139.0	136.0	1600	187776	186692	1084	313	313	[4, 3, 1, 4, 2, 3, 1, 2]	182048	30	[4, 3, 1, 4, 2, 3, 1, 2]	186379	A	210.0	187.0	119	165.0	0	140.0
50	1	2	287.0	114.0	183.0	1955	196672	195325	1347	379	379	[3, 2, 4, 1, 2, 4, 3, 1]	191315	10	[3, 2, 4, 1, 2, 4, 3, 1]	194946	B	182.0	222.0	119	197.0	0	162.0
51	1	2	117.0	153.0	214.0	1600	205330	204163	1167	379	379	[4, 3, 1, 4, 2, 3, 1, 2]	200253	10	[4, 3, 1, 4, 2, 3, 1, 2]	203784	A	234.0	155.0	119	180.0	0	114.0
52	0	2				1955	214437	213360	572	362	362	[3, 2, 4, 2]	208967	30	[3, 2, 4, 1, 2, 4, 3, 1]	212998	B			119	173.0	0	167.0
53	1	2	273.0	131.0	217.0	1955	224018	222635	1383	423	423	[3, 2, 4, 1, 2, 4, 3, 1]	217981	10	[3, 2, 4, 1, 2, 4, 3, 1]	222212	B	211.0	214.0	119	193.0	0	144.0
54	1	2	101.0	166.0	186.0	1600	233427	232309	1118	378	378	[4, 3, 1, 4, 2, 3, 1, 2]	227500	10	[4, 3, 1, 4, 2, 3, 1, 2]	231931	A	218.0	185.0	119	153.0	0	109.0
55	1	2	109.0	162.0	187.0	1600	243403	242292	1111	391	391	[4, 3, 1, 4, 2, 3, 1, 2]	237670	10	[4, 3, 1, 4, 2, 3, 1, 2]	241901	A	192.0	202.0	119	139.0	0	120.0
56	1	2	234.0	141.0	193.0	1955	252826	251483	1343	416	416	[3, 2, 4, 1, 2, 4, 3, 1]	247335	5	[3, 2, 4, 1, 2, 4, 3, 1]	251067	B	194.0	205.0	119	178.0	0	198.0
57	1	2	179.0	160.0	208.0	1955	261545	260185	1360	443	443	[3, 2, 4, 1, 2, 4, 3, 1]	256211	30	[3, 2, 4, 1, 2, 4, 3, 1]	259742	B	223.0	202.0	119	181.0	0	207.0
58	1	2	208.0	139.0	186.0	1955	270603	269330	1273	370	370	[3, 2, 4, 1, 2, 4, 3, 1]	265029	30	[3, 2, 4, 1, 2, 4, 3, 1]	268960	B	209.0	194.0	119	173.0	0	164.0
59	0	2		188.0	163.0	1600	280624	278884	1068	363	363	[4, 3, 1, 4, 2, 3, 1]	274689	30	[4, 3, 1, 4, 2, 3, 1, 2]	278521	A	207.0	172.0	119	151.0	1	187.0
60	0	3		169.0	181.0	1625	11484	9713	1078	357	357	[3, 2, 4, 1, 2, 4, 3]	5025	30	[3, 2, 4, 1, 2, 4, 3, 1]	9356	B	198.0	165.0	119	196.0	1	169.0
61	1	3	183.0	114.0	197.0	1625	20060	18868	1192	377	377	[3, 2, 4, 1, 2, 4, 3, 1]	14859	5	[3, 2, 4, 1, 2, 4, 3, 1]	18491	B	205.0	158.0	119	175.0	0	160.0
62	1	3	177.0	166.0	152.0	1625	28946	27757	1189	355	355	[3, 2, 4, 1, 2, 4, 3, 1]	23671	30	[3, 2, 4, 1, 2, 4, 3, 1]	27402	B	226.0	147.0	119	168.0	0	153.0
63	1	3	162.0	136.0	176.0	1625	38578	37426	1152	335	335	[3, 2, 4, 1, 2, 4, 3, 1]	32760	10	[3, 2, 4, 1, 2, 4, 3, 1]	37091	B	192.0	149.0	119	154.0	0	183.0
64	1	3	174.0	115.0	170.0	1625	47494	46321	1173	405	405	[3, 2, 4, 1, 2, 4, 3, 1]	42286	5	[3, 2, 4, 1, 2, 4, 3, 1]	45916	B	211.0	178.0	119	152.0	0	173.0
