	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	4	4115		576.0	494.0	3000	11648	8723	2081	578	578	[3, 4, 1, 2, 1]	[3, 4, 1, 2, 1, 4, 2, 3]	8145	random			138	504	1	507
1	0	4	12936		388.0	405.0	3000	20473	17489	2252	522	522	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	16967	A	413.0	294.0	138	337	1	415
2	0	4	21462		361.0	500.0	3000	28096	25007	2384	414	414	[2, 1, 4, 2, 3, 4, 1]	[2, 1, 4, 2, 3, 4, 1, 3]	24593	B	326.0	512.0	138	391	1	294
3	1	4	29081	257.0	572.0	380.0	3000	35411	32957	2454	446	446	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	32511	A	299.0	313.0	138	287	0	346
4	0	4	37136		742.0	286.0	3000	43870	40775	2088	408	408	[3, 2, 4, 1, 2, 4]	[3, 2, 4, 1, 2, 4, 3, 1]	40367	A		477.0	138	273	1	310
5	0	4	44857			570.0	3000	51890	49556	1538	1169	1169	[4, 3, 1, 2]	[4, 3, 1, 2, 1, 3, 2, 4]	48387	random			138	544	1	424
6	1	4	52978	284.0	372.0	290.0	3000	58939	56564	2375	455	455	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	56109	A	290.0	426.0	138	348	0	365
7	1	4	60765	288.0	338.0	265.0	3000	66540	64383	2157	587	587	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	63796	A	301.0	315.0	138	318	0	332
8	0	4	68465		654.0	433.0	3000	75000	72023	2421	526	526	[3, 4, 1, 2, 1]	[3, 4, 1, 2, 1, 3, 2, 4]	71497	random			138	810	1	524
9	1	4	76088	255.0	315.0	476.0	3000	81945	79612	2333	494	494	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	79118	A	268.0	326.0	138	349	0	344
10	1	4	83774	233.0	346.0	291.0	3000	89662	87276	2386	471	471	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	86805	A	361.0	526.0	138	272	0	357
11	0	4	91688		469.0	473.0	3000	99821	96784	2489	466	466	[2, 1, 4, 2, 3, 4, 1]	[2, 1, 4, 2, 3, 4, 1, 3]	96318	B	364.0	405.0	138	394	1	384
12	0	4	101308		315.0	472.0	3000	108243	105199	2349	459	459	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	104740	A	267.0	405.0	138	328	1	562
