	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1		194.0	149.0	1413	9873	8300	1021	345	345	[3, 2, 4, 1, 2, 4, 3]	4323	5	[3, 2, 4, 1, 2, 4, 3, 1]	7955	B	126.0	157.0	103	208.0	1	187.0
1	0	1		185.0	140.0	1235	18524	17102	867	316	316	[4, 3, 1, 4, 2, 3, 1]	13154	5	[4, 3, 1, 4, 2, 3, 1, 2]	16786	A	163.0	120.0	103	150.0	1	109.0
2	1	1	91.0	140.0	141.0	1235	28996	28132	864	319	319	[4, 3, 1, 4, 2, 3, 1, 2]	22282	30	[4, 3, 1, 4, 2, 3, 1, 2]	27813	A	148.0	112.0	103	119.0	0	113.0
3	0	1		190.0	107.0	1235	38963	37617	816	392	392	[4, 3, 1, 4, 2, 3, 1]	33694	30	[4, 3, 1, 4, 2, 3, 1, 2]	37225	A	153.0	99.0	103	134.0	1	133.0
4	1	1	61.0	152.0	128.0	1235	46920	46074	846	325	325	[4, 3, 1, 4, 2, 3, 1, 2]	42219	5	[4, 3, 1, 4, 2, 3, 1, 2]	45749	A	165.0	106.0	103	128.0	0	106.0
5	1	1	111.0	126.0	166.0	1413	56099	55122	977	272	272	[3, 2, 4, 1, 2, 4, 3, 1]	50919	30	[3, 2, 4, 1, 2, 4, 3, 1]	54850	B	144.0	137.0	103	141.0	0	152.0
6	1	1	95.0	132.0	141.0	1413	66299	65338	961	286	286	[3, 2, 4, 1, 2, 4, 3, 1]	59821	30	[3, 2, 4, 1, 2, 4, 3, 1]	65052	B	118.0	194.0	103	135.0	0	146.0
7	0	1		169.0	108.0	1235	77598	76251	792	394	394	[4, 3, 1, 4, 2, 3, 1]	71925	10	[4, 3, 1, 4, 2, 3, 1, 2]	75857	A	158.0	87.0	103	134.0	1	136.0
8	1	1	85.0	108.0	164.0	1413	86100	85214	886	326	326	[3, 2, 4, 1, 2, 4, 3, 1]	80957	5	[3, 2, 4, 1, 2, 4, 3, 1]	84888	B	100.0	179.0	103	125.0	0	125.0
9	1	1	103.0	123.0	142.0	1413	94750	93881	869	333	333	[3, 2, 4, 1, 2, 4, 3, 1]	89916	5	[3, 2, 4, 1, 2, 4, 3, 1]	93548	B	116.0	134.0	103	143.0	0	108.0
10	1	1	109.0	107.0	131.0	1413	103146	102322	824	320	320	[3, 2, 4, 1, 2, 4, 3, 1]	98371	10	[3, 2, 4, 1, 2, 4, 3, 1]	102002	B	98.0	137.0	103	125.0	0	117.0
