	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1				1363	8827	8307	15	355.0	355	[2, 3]	4320	5	[2, 1, 4, 2, 3, 4, 1, 3]	7952	B			106		0	
1	0	1		116.0	340.0	1240	17531	16059	843	274.0	274	[3, 2, 4, 1, 2]	12153	5	[3, 2, 4, 1, 2, 4, 3, 1]	15785	A			106	202.0	1	185.0
2	0	1		175.0	186.0	1240	28557	27048	889	234.0	234	[3, 2, 4, 1, 2, 4]	21283	30	[3, 2, 4, 1, 2, 4, 3, 1]	26814	A		177.0	106	160.0	1	191.0
3	0	1		151.0	183.0	1240	37976	36572	738	339.0	339	[3, 2, 4, 1, 2, 4]	32702	30	[3, 2, 4, 1, 2, 4, 3, 1]	36233	A		160.0	106	140.0	1	104.0
4	0	1		114.0	132.0	1240	46501	45033	922	275.0	275	[3, 2, 4, 1, 2, 4, 3]	41228	5	[3, 2, 4, 1, 2, 4, 3, 1]	44758	A	271.0	165.0	106	143.0	1	97.0
5	0	1				1363	54877	54042	329	155.0	155	[2, 1, 4, 4]	49956	30	[2, 1, 4, 2, 3, 4, 1, 3]	53887	B			106	196.0	0	103.0
6	0	1		91.0	335.0	1363	65206	63409	1274	70.0	70	[2, 1, 4, 2, 3, 4, 1]	58108	30	[2, 1, 4, 2, 3, 4, 1, 3]	63339	B	85.0	172.0	106	394.0	1	197.0
7	0	1		108.0	225.0	1240	76013	74627	810	357.0	357	[3, 2, 4, 1, 2, 4]	70338	10	[3, 2, 4, 1, 2, 4, 3, 1]	74270	A		258.0	106	134.0	1	85.0
8	0	1				1363	84035	83530	0		232	[1]	79367	5	[2, 1, 4, 2, 3, 4, 1, 3]	83298	B			106		0	
9	0	1		146.0	390.0	1363	92859	91322	950	329.0	329	[2, 1, 4, 2, 3, 4]	87361	5	[2, 1, 4, 2, 3, 4, 1, 3]	90993	B		135.0	106	216.0	1	63.0
10	0	1				1363	100421	99914	0		291	[1]	95992	10	[2, 1, 4, 2, 3, 4, 1, 3]	99623	B			106		0	
11	0	1		105.0	160.0	1363	109250	107591	1128	207.0	207	[2, 1, 4, 2, 3, 4, 1]	103853	30	[2, 1, 4, 2, 3, 4, 1, 3]	107384	B	155.0	127.0	106	396.0	1	185.0
12	0	1		124.0	171.0	1240	118355	116927	818	315.0	315	[3, 2, 4, 1, 2, 4, 3]	112979	5	[3, 2, 4, 1, 2, 4, 3, 1]	116612	A	154.0	136.0	106	122.0	1	111.0
13	1	1	127.0	109.0	152.0	1240	126384	125462	922	226.0	226	[3, 2, 4, 1, 2, 4, 3, 1]	121606	10	[3, 2, 4, 1, 2, 4, 3, 1]	125236	A	155.0	123.0	106	192.0	0	64.0
14	0	1				1363	135600	135095	0		282	[1]	130682	30	[2, 1, 4, 2, 3, 4, 1, 3]	134813	B			106		0	
15	1	1	120.0	163.0	144.0	1240	146990	146038	952	276.0	276	[3, 2, 4, 1, 2, 4, 3, 1]	141431	30	[3, 2, 4, 1, 2, 4, 3, 1]	145762	A	157.0	90.0	106	128.0	0	150.0
16	1	1	132.0	59.0	312.0	1363	157287	156286	1001	270.0	270	[2, 1, 4, 2, 3, 4, 1, 3]	151584	10	[2, 1, 4, 2, 3, 4, 1, 3]	156016	B	34.0	184.0	106	161.0	0	119.0
17	0	1		118.0	133.0	1363	166212	165006	701	317.0	317	[2, 1, 4, 2, 3, 1]	161158	10	[2, 1, 4, 2, 3, 4, 1, 3]	164689	B			106	173.0	0	81.0
18	0	1		84.0	176.0	1363	175342	173712	1001	237.0	237	[2, 1, 4, 2, 3, 4, 1]	169444	5	[2, 1, 4, 2, 3, 4, 1, 3]	173475	B	58.0	173.0	106	463.0	1	47.0
19	0	1		181.0	185.0	1240	184645	183188	827	289.0	289	[3, 2, 4, 1, 2, 4]	178868	5	[3, 2, 4, 1, 2, 4, 3, 1]	182899	A		163.0	106	135.0	1	163.0
20	0	1		126.0	111.0	1240	193962	192603	854	272.0	272	[3, 2, 4, 1, 2, 4, 1]	188199	10	[3, 2, 4, 1, 2, 4, 3, 1]	192331	A		145.0	106	121.0	0	101.0
