	Unnamed: 0	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
124	124	0	4	130863		183.0	101.0	3000	136474	135124	844	331.0	331	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	134793	A		86.0	103	125.0	0	174.0
125	125	1	4	137470	99.0	180.0	166.0	3000	142668	141688	980	385.0	385	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	141303	A	179.0	106.0	103	115.0	0	135.0
126	126	1	4	144998	100.0	185.0	124.0	3000	149568	148680	888	350.0	350	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	148330	A	161.0	81.0	103	116.0	0	121.0
127	127	1	4	151196	95.0	240.0	94.0	3000	155694	154732	962	406.0	406	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	154326	A	184.0	75.0	103	132.0	0	142.0
128	128	1	4	157230	90.0	163.0	106.0	3000	161751	160918	833	358.0	358	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	160560	A	159.0	91.0	103	115.0	0	109.0
129	129	1	4	163279	119.0	176.0	105.0	3000	167556	166667	889	357.0	357	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	166310	A	164.0	82.0	103	119.0	0	124.0
130	130	1	4	169090	124.0	220.0	130.0	3000	174875	173712	1163	391.0	391	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	173321	B	162.0	196.0	103	162.0	0	169.0
131	131	1	4	176410	94.0	173.0	152.0	3000	181463	180519	944	378.0	378	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	180141	A	168.0	113.0	103	101.0	0	143.0
132	132	0	4	183193				3000	188106	187245	355	422.0	422	[1, 4]	[1, 3, 2, 4, 3, 2, 1, 4]	186823	random			103		0	
133	133	1	4	189302	101.0	195.0	102.0	3000	193757	192817	940	383.0	383	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	192434	A	157.0	92.0	103	150.0	0	143.0
134	134	1	4	195387	82.0	196.0	97.0	3000	199720	198808	912	391.0	391	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	198417	A	163.0	93.0	103	136.0	0	145.0
135	135	1	4	201349	80.0	192.0	104.0	3000	205740	204882	858	503.0	503	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	204379	A	204.0	45.0	103	114.0	0	119.0
136	136	0	4	207269		180.0	72.0	3000	211877	210681	691	380.0	380	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	210301	A		91.0	103	113.0	0	84.0
137	137	1	4	212871	68.0	191.0	96.0	3000	217455	216562	893	361.0	361	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	216201	A	185.0	93.0	103	151.0	0	109.0
138	138	0	4	219190			139.0	3000	224395	223271	617	650.0	650	[3, 2, 4, 1, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	222621	B			103	151.0	0	170.0
139	139	1	4	225391	106.0	185.0	105.0	3000	229837	228874	963	451.0	451	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	228423	A	189.0	91.0	103	147.0	0	140.0
140	140	1	5	1219	39.0	268.0	103.0	3000	5590	4600	990	350.0	350	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	4250	A	165.0	124.0	103	138.0	0	153.0
141	141	0	5	7628		362.0	308.0	3000	13919	11169	2242	411.0	411	[3, 2, 4, 1, 3, 2, 1, 3]	[3, 2, 4, 1, 3, 2, 1, 4]	10758	random	356.0	306.0	103	324.0	0	304.0
142	142	1	5	14914	87.0	198.0	105.0	3000	20281	19356	925	310.0	310	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	19046	A	174.0	89.0	103	119.0	0	153.0
143	143	1	5	21909	141.0	240.0	146.0	3000	27541	26382	1159	343.0	343	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	26039	B	156.0	176.0	103	182.0	0	118.0
144	144	1	5	29074	73.0	204.0	100.0	3000	33511	32557	954	453.0	453	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	32104	A	187.0	100.0	103	151.0	0	139.0
145	145	0	5	35639		178.0	126.0	3000	40670	39358	806	389.0	389	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	38969	A		79.0	103	143.0	0	114.0
146	146	1	5	41667	72.0	234.0	130.0	3000	46236	45328	908	430.0	430	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	44898	A	181.0	48.0	103	111.0	0	132.0
147	147	1	5	47968	79.0	187.0	112.0	3000	52872	51947	925	448.0	448	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	51499	A	179.0	93.0	103	144.0	0	131.0
148	148	1	5	54701	52.0	184.0	101.0	3000	59866	59011	855	379.0	379	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	58632	A	161.0	81.0	103	138.0	0	138.0
149	149	1	5	61599	67.0	208.0	110.0	3000	66002	65049	953	420.0	420	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	64629	A	193.0	92.0	103	152.0	0	131.0
150	150	1	5	68143	114.0	360.0	189.0	3000	73253	71922	1331	548.0	548	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	71374	B	116.0	215.0	103	144.0	0	193.0
151	151	0	5	75382			96.0	3000	80483	79289	687	377.0	377	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	78912	A			103	161.0	0	138.0
152	152	1	5	81480	72.0	191.0	127.0	3000	85792	84838	954	327.0	327	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	84511	A	151.0	110.0	103	155.0	0	148.0
153	153	1	5	87420	120.0	365.0	169.0	3000	92411	91048	1363	297.0	297	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	90751	B	106.0	172.0	103	236.0	0	195.0
154	154	1	5	93950	100.0	182.0	119.0	3000	98485	97551	934	471.0	471	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	97080	A	167.0	90.0	103	134.0	0	142.0
155	155	1	5	100017	73.0	182.0	94.0	3000	104961	104134	827	386.0	386	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	103748	A	152.0	62.0	103	123.0	0	141.0
156	156	1	5	106600	71.0	176.0	83.0	3000	110932	110102	830	372.0	372	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	109730	A	143.0	71.0	103	134.0	0	152.0
157	157	1	5	112861	180.0	355.0	329.0	3000	119152	116792	2360	401.0	401	[2, 3, 4, 1, 3, 1, 2, 4]	[2, 3, 4, 1, 3, 1, 2, 4]	116391	random	498.0	369.0	103	298.0	0	331.0
158	158	1	5	120685	104.0	304.0	137.0	3000	125334	124243	1091	426.0	426	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	123817	B	103.0	116.0	103	157.0	0	170.0
159	159	1	5	126963	66.0	256.0	129.0	3000	131885	130889	996	496.0	496	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	130393	A	126.0	58.0	103	167.0	0	194.0
160	160	1	5	133423	60.0	147.0	124.0	3000	137599	136838	761	385.0	385	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	136453	A	123.0	82.0	103	105.0	0	120.0
161	161	0	5	139430		462.0	736.0	3000	146463	143437	2354	477.0	477	[4, 1, 3, 2, 3, 1]	[4, 1, 3, 2, 3, 1, 4, 2]	142960	random		345.0	103	364.0	1	447.0
162	162	1	5	147856	204.0	187.0	101.0	3000	152926	151788	1138	301.0	301	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	151487	A	252.0	101.0	103	148.0	0	145.0
163	163	1	5	155060	74.0	190.0	83.0	3000	159857	158917	940	426.0	426	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	158491	A	159.0	115.0	103	165.0	0	154.0
164	164	1	5	161386	67.0	180.0	106.0	3000	166042	165190	852	474.0	474	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	164716	A	153.0	110.0	103	141.0	0	95.0
165	165	1	5	167671	58.0	198.0	126.0	3000	172727	171796	931	395.0	395	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	171401	A	156.0	116.0	103	141.0	0	136.0
166	166	1	5	174265	58.0	157.0	91.0	3000	178592	177775	817	480.0	480	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	177295	A	159.0	87.0	103	142.0	0	123.0
167	167	0	5	180629		868.0	364.0	3000	187862	184933	2056	574.0	574	[2, 3, 1, 4, 1]	[2, 3, 1, 4, 1, 2, 4, 3]	184359	random			103	453.0	1	371.0
168	168	1	5	189256	111.0	317.0	154.0	3000	194275	192960	1315	374.0	374	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	192586	B	129.0	229.0	103	171.0	0	204.0
169	169	1	5	197007	56.0	165.0	88.0	3000	201393	200618	775	380.0	380	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	200238	A	150.0	73.0	103	116.0	0	127.0
170	170	0	5	203125		362.0	329.0	3000	210359	207633	1745	777.0	777	[2, 4, 1, 3, 4, 2]	[2, 4, 1, 3, 4, 2, 1, 3]	206856	random		339.0	103	358.0	1	357.0
171	171	0	5	211655			127.0	3000	216159	215025	627	339.0	339	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	214686	A			103	112.0	0	130.0
172	172	0	5	217458			205.0	3000	222697	220925	1266	337.0	337	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	220588	A			103	619.0	0	153.0
173	173	1	5	223995	105.0	185.0	143.0	3000	229051	228061	990	433.0	433	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	227628	A	157.0	110.0	103	157.0	0	133.0
174	174	1	5	231279	80.0	177.0	126.0	3000	235589	234696	893	386.0	386	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	234310	A	160.0	99.0	103	136.0	0	115.0
175	175	1	6	1116	80.0	227.0	100.0	3000	5697	4714	983	467.0	467	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	4247	A	164.0	76.0	103	162.0	0	174.0
176	176	0	6	7324		456.0	172.0	3000	12510	10928	1075	572.0	572	[3, 2, 4, 1, 2, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	10356	B			103	128.0	0	178.0
177	177	1	6	14106	81.0	203.0	132.0	3000	20113	19191	922	455.0	455	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	18736	A	179.0	80.0	103	133.0	0	114.0
178	178	1	6	21757	378.0	358.0	310.0	3000	27829	25284	2545	397.0	397	[4, 2, 3, 1, 4, 2, 3, 1]	[4, 2, 3, 1, 4, 2, 3, 1]	24887	random	579.0	325.0	103	283.0	0	312.0
179	179	1	6	29460	55.0	166.0	115.0	3000	34183	33389	794	398.0	398	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	32991	A	130.0	74.0	103	114.0	0	140.0
180	180	1	6	36015	49.0	173.0	63.0	3000	40382	39655	727	409.0	409	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	39246	A	131.0	68.0	103	142.0	0	101.0
181	181	1	6	42212	92.0	426.0	163.0	3000	47669	46513	1156	370.0	370	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	46143	B	117.0	62.0	103	140.0	0	156.0
182	182	0	6	49404			81.0	3000	54041	53015	520	381.0	381	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	52634	A			103	108.0	0	118.0
183	183	1	6	56440	70.0	181.0	82.0	3000	61276	60464	812	393.0	393	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	60071	A	160.0	68.0	103	109.0	0	142.0
184	184	1	6	63210	270.0	340.0	322.0	3000	69265	67078	2187	437.0	437	[2, 3, 4, 1, 2, 4, 3, 1]	[2, 3, 4, 1, 2, 4, 3, 1]	66641	random	319.0	327.0	103	313.0	0	296.0
185	185	0	6	71600			104.0	3000	76090	75031	554	400.0	400	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	74631	A			103	120.0	0	138.0
186	186	1	6	77190	114.0	267.0	149.0	3000	81747	80724	1023	401.0	401	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	80323	B	118.0	95.0	103	116.0	0	164.0
187	187	1	6	84181	50.0	477.0	73.0	3000	88687	87681	1006	469.0	469	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	87212	A	154.0	28.0	103	124.0	0	100.0
188	188	0	6	90316			83.0	3000	94905	93859	541	413.0	413	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	93446	A			103	113.0	0	118.0
189	189	1	6	95905	80.0	282.0	169.0	3000	100320	99349	971	413.0	413	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	98936	A	150.0	26.0	103	126.0	0	138.0
190	190	1	6	101952	82.0	268.0	119.0	3000	107223	106280	943	397.0	397	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	105883	A	157.0	78.0	103	134.0	0	105.0
191	191	0	6	108952			80.0	3000	113507	112472	531	489.0	489	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	111983	A			103	100.0	0	90.0
192	192	1	6	114507	60.0	203.0	105.0	3000	119055	118215	840	478.0	478	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	117737	A	151.0	71.0	103	131.0	0	119.0
193	193	1	6	120783	66.0	181.0	84.0	3000	124954	124158	796	344.0	344	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	123814	A	152.0	78.0	103	122.0	0	113.0
194	194	1	6	126488	85.0	161.0	100.0	3000	130961	130133	828	415.0	415	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	129718	A	152.0	83.0	103	114.0	0	133.0
195	195	1	6	132496	52.0	178.0	96.0	3000	136692	135845	847	318.0	318	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	135527	A	151.0	89.0	103	139.0	0	142.0
196	196	1	6	138224	103.0	289.0	129.0	3000	142567	141555	1012	301.0	301	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	141254	B	90.0	118.0	103	137.0	0	146.0
197	197	1	6	144202	63.0	152.0	106.0	3000	148502	147676	826	444.0	444	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	147232	A	167.0	86.0	103	117.0	0	135.0
198	198	1	6	150031	77.0	186.0	118.0	3000	154944	154108	836	346.0	346	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	153762	A	161.0	78.0	103	93.0	0	123.0
199	199	1	6	156677	80.0	183.0	117.0	3000	161498	160619	879	312.0	312	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	160307	A	182.0	79.0	103	104.0	0	134.0
200	200	0	6	163138		131.0	131.0	3000	167773	166551	714	383.0	383	[3, 2, 4, 1, 2, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	166168	B			103	159.0	0	142.0
201	201	0	6	168974			95.0	3000	173522	172439	579	435.0	435	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	172004	A			103	108.0	0	129.0
202	202	1	6	174620	109.0	169.0	132.0	3000	181314	180363	951	312.0	312	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	180051	A	158.0	120.0	103	101.0	0	162.0
203	203	1	6	183248	309.0	336.0	332.0	3000	189328	186961	2367	581.0	581	[2, 4, 1, 3, 4, 1, 3, 2]	[2, 4, 1, 3, 4, 1, 3, 2]	186380	random	316.0	356.0	103	385.0	0	333.0
204	204	0	6	191063		443.0	431.0	3000	198022	195208	2309	415.0	415	[2, 1, 4, 3, 2, 3, 4]	[2, 1, 4, 3, 2, 3, 1, 4]	194793	random		350.0	103	399.0	0	398.0
205	205	1	6	199122	74.0	158.0	133.0	3000	203582	202733	849	380.0	380	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	202353	A	138.0	114.0	103	96.0	0	136.0
206	206	1	6	205312	71.0	167.0	144.0	3000	209951	209137	814	394.0	394	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	208743	A	129.0	92.0	103	78.0	0	133.0
207	207	0	6	212385		512.0	360.0	3000	219121	216096	2377	481.0	481	[3, 4, 2, 1, 2, 1, 4]	[3, 4, 2, 1, 2, 1, 4, 3]	215615	random	369.0	401.0	103	342.0	1	393.0
208	208	1	6	220117	94.0	261.0	146.0	3000	224516	223580	936	432.0	432	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	223148	A	129.0	89.0	103	103.0	0	114.0
209	209	1	6	226048	98.0	192.0	132.0	3000	231088	230166	922	388.0	388	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	229778	A	153.0	100.0	103	120.0	0	127.0
210	210	0	7	1625				3000	7114	5515	1093	560.0	560	[1, 4, 3, 1]	[1, 4, 3, 2, 4, 3, 1, 2]	4955	random			103	396.0	0	348.0
211	211	0	7	8316			121.0	3000	13678	12419	751	473.0	473	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	11946	A			103	114.0	0	125.0
212	212	1	7	14780	63.0	220.0	152.0	3000	20018	19147	871	336.0	336	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	18811	A	130.0	78.0	103	109.0	0	119.0
213	213	0	7	22150			92.0	3000	26765	25706	553	425.0	425	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	25281	A			103	105.0	0	88.0
214	214	1	7	27864	71.0	208.0	99.0	3000	32553	31708	845	512.0	512	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	31196	A	155.0	80.0	103	113.0	0	119.0
215	215	1	7	35496	101.0	377.0	154.0	3000	40557	39441	1116	715.0	715	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	38726	B	124.0	73.0	103	146.0	0	141.0
216	216	1	7	42592	59.0	191.0	93.0	3000	47449	46648	801	326.0	326	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	46322	A	159.0	72.0	103	120.0	0	107.0
217	217	0	7	49383		428.0	186.0	3000	56420	53514	2223	601.0	601	[3, 2, 4, 1, 2, 1, 3]	[3, 2, 4, 1, 2, 1, 3, 4]	52913	random	341.0	496.0	103	333.0	1	439.0
218	218	1	7	57715	100.0	185.0	137.0	3000	62115	61166	949	420.0	420	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	60746	A	158.0	83.0	103	151.0	0	135.0
219	219	1	7	63650	107.0	371.0	143.0	3000	68225	67078	1147	397.0	397	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	66681	B	109.0	110.0	103	156.0	0	151.0
220	220	0	7	69761			95.0	3000	74310	73237	569	446.0	446	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	72791	A			103	104.0	0	124.0
221	221	1	7	76112	88.0	194.0	125.0	3000	80898	79956	942	313.0	313	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	79643	A	165.0	122.0	103	116.0	0	132.0
222	222	0	7	82433		174.0	105.0	3000	87533	86204	825	441.0	441	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	85763	A		124.0	103	133.0	0	121.0
223	223	1	7	88528	95.0	220.0	126.0	3000	92997	92053	944	394.0	394	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	91659	A	149.0	95.0	103	126.0	0	133.0
224	224	1	7	94631	88.0	168.0	137.0	3000	98908	97972	936	310.0	310	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	97662	A	157.0	111.0	103	126.0	0	149.0
225	225	1	7	100438	95.0	154.0	128.0	3000	105205	104338	867	369.0	369	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	103969	A	150.0	103.0	103	122.0	0	115.0
226	226	1	7	106834	83.0	153.0	124.0	3000	111344	110493	851	628.0	628	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	109865	A	155.0	112.0	103	132.0	0	92.0
227	227	0	7	113079				3000	117676	116613	558	504.0	504	[2, 4, 3]	[2, 4, 1, 3, 4, 3, 2, 1]	116109	random			103		0	315.0
228	228	0	7	119178		382.0	489.0	3000	126311	123255	2338	447.0	447	[1, 4, 3, 2, 4, 3, 2]	[1, 4, 3, 2, 4, 3, 2, 1]	122808	random	278.0	366.0	103	455.0	1	368.0
229	229	1	7	127907	78.0	179.0	107.0	3000	132239	131444	795	406.0	406	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	131038	A	131.0	69.0	103	126.0	0	105.0
230	230	1	7	133976	119.0	389.0	180.0	3000	138708	137505	1203	498.0	498	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	137007	B	133.0	94.0	103	131.0	0	157.0
231	231	0	7	140442		462.0	383.0	3000	147075	144138	2232	566.0	566	[2, 1, 3, 4, 1, 4, 3]	[2, 1, 3, 4, 1, 4, 3, 2]	143572	random	306.0	345.0	103	338.0	1	398.0
232	232	1	7	148174	84.0	189.0	109.0	3000	152621	151756	865	451.0	451	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	151305	A	154.0	91.0	103	107.0	0	131.0
233	233	1	7	154257	78.0	197.0	112.0	3000	158529	157715	814	428.0	428	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	157287	A	159.0	54.0	103	96.0	0	118.0
234	234	1	7	160062	56.0	172.0	117.0	3000	164377	163586	791	294.0	294	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	163292	A	178.0	69.0	103	82.0	0	117.0
235	235	0	7	166211			137.0	3000	171537	170444	588	301.0	301	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	170143	A			103	105.0	0	106.0
236	236	1	7	172540	61.0	149.0	112.0	3000	177576	176798	778	428.0	428	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	176370	A	168.0	77.0	103	76.0	0	135.0
237	237	0	7	179509			116.0	3000	184563	183378	679	338.0	338	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	183040	A			103	77.0	0	106.0
238	238	1	7	185664	115.0	267.0	159.0	3000	190773	189714	1059	818.0	818	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	188896	B	102.0	155.0	103	161.0	0	100.0
239	239	0	7	192511		143.0	95.0	3000	197351	196162	685	421.0	421	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	195741	A		72.0	103	84.0	0	120.0
240	240	1	7	198353	87.0	258.0	113.0	3000	203253	202279	974	296.0	296	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	201983	A	139.0	141.0	103	94.0	0	142.0
241	241	1	7	204990	67.0	163.0	105.0	3000	209512	208704	808	384.0	384	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	208320	A	140.0	106.0	103	118.0	0	109.0
242	242	1	7	211856	97.0	238.0	100.0	3000	216475	215430	1045	443.0	443	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	214987	A	372.0	40.0	103	94.0	0	104.0
243	243	1	7	218405	57.0	216.0	121.0	3000	222869	222036	833	400.0	400	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	221636	A	128.0	112.0	103	93.0	0	106.0
244	244	1	7	224605	106.0	167.0	127.0	3000	229939	228949	990	313.0	313	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	228636	B	130.0	185.0	103	124.0	0	151.0
245	245	1	8	1116	73.0	202.0	110.0	3000	5792	4861	931	414.0	414	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	4447	A	147.0	114.0	103	130.0	0	155.0
246	246	1	8	8035	68.0	188.0	123.0	3000	12316	11442	874	376.0	376	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	11066	A	146.0	104.0	103	117.0	0	128.0
247	247	1	8	13852	61.0	175.0	84.0	3000	18267	17461	806	478.0	478	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	16983	A	147.0	79.0	103	124.0	0	136.0
248	248	1	8	19798	80.0	184.0	98.0	3000	24555	23741	814	313.0	313	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	23428	A	179.0	44.0	103	116.0	0	113.0
249	249	0	8	27385			84.0	3000	31809	30779	524	363.0	363	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	30416	A			103	120.0	0	90.0
