	Unnamed: 0	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
42	42	1	2	47068	66.0	163.0	132.0	3000	51529	50659	870	361.0	361	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	50298	A	156.0	88.0	103	175.0	0	90.0
43	43	1	2	53056	206.0	488.0	239.0	3000	58195	56357	1838	271.0	271	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	56086	B	177.0	248.0	103	297.0	0	183.0
44	44	0	2	59923				3000	65370	64040	825	385.0	385	[4, 3, 1]	[4, 3, 2, 1, 4, 1, 3, 2]	63655	random			103		0	412.0
45	45	1	2	66761	76.0	197.0	119.0	3000	71984	71004	980	313.0	313	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	70691	A	185.0	91.0	103	186.0	0	126.0
46	46	1	2	73812	94.0	197.0	126.0	3000	78171	77263	908	421.0	421	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	76842	A	187.0	74.0	103	128.0	0	102.0
47	47	0	2	79898		383.0	392.0	3000	87331	84235	2368	407.0	407	[3, 4, 2, 1, 4, 3, 1]	[3, 4, 2, 1, 4, 3, 1, 2]	83828	random	508.0	393.0	103	329.0	1	363.0
48	48	1	2	88422	74.0	415.0	132.0	3000	93533	92358	1175	405.0	405	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	91953	A	181.0	76.0	103	161.0	0	136.0
49	49	1	2	95065	70.0	207.0	142.0	3000	100157	99198	959	302.0	302	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	98896	A	157.0	109.0	103	156.0	0	118.0
50	50	1	2	102487	71.0	644.0	145.0	3000	109072	107205	1867	388.0	388	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	106817	B	313.0	328.0	103	208.0	0	158.0
51	51	1	2	110600	54.0	212.0	188.0	3000	115042	114057	985	426.0	426	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	113631	A	143.0	82.0	103	164.0	0	142.0
52	52	0	2	116871		440.0	552.0	3000	124205	121218	2257	517.0	517	[1, 4, 3, 2, 1, 3]	[1, 4, 3, 2, 1, 3, 2, 4]	120701	random		418.0	103	467.0	1	380.0
53	53	1	2	125897	142.0	625.0	125.0	3000	131241	129661	1580	334.0	334	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	129327	B	206.0	98.0	103	210.0	0	174.0
54	54	0	2	133067			79.0	3000	137740	136673	563	375.0	375	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	136298	A			103	173.0	0	113.0
55	55	0	2	139233			140.0	3000	144046	142710	830	347.0	347	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	142363	A			103	154.0	0	136.0
56	56	1	2	145137	75.0	257.0	143.0	3000	149764	148641	1123	372.0	372	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	148269	A	177.0	125.0	103	189.0	0	157.0
57	57	1	2	151994	68.0	242.0	122.0	3000	156380	155426	954	402.0	402	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	155024	A	137.0	119.0	103	167.0	0	99.0
58	58	1	2	158102	99.0	189.0	103.0	3000	162519	161525	994	392.0	392	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	161133	A	157.0	121.0	103	192.0	0	133.0
59	59	1	2	164251	117.0	149.0	131.0	3000	169210	168223	987	541.0	541	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	167682	A	170.0	131.0	103	142.0	0	147.0
60	60	1	2	171942	109.0	443.0	159.0	3000	177604	175863	1741	491.0	491	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	175372	B	189.0	313.0	103	273.0	0	255.0
61	61	1	2	179131	82.0	164.0	113.0	3000	183577	182707	870	446.0	446	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	182261	A	140.0	109.0	103	141.0	0	121.0
62	62	0	2	185416				3000	190031	188935	589	488.0	488	[1, 4, 2]	[1, 4, 3, 2, 4, 2, 3, 1]	188447	random			103		0	365.0
63	63	1	2	191023	79.0	170.0	162.0	3000	196927	195989	938	334.0	334	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	195655	A	143.0	130.0	103	116.0	0	138.0
64	64	1	2	198560	90.0	221.0	133.0	3000	203374	202222	1152	431.0	431	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	201791	A	121.0	109.0	103	158.0	0	320.0
65	65	0	2	204915		195.0	137.0	3000	209814	208430	879	485.0	485	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	207945	A		109.0	103	168.0	0	114.0
66	66	0	2	211807				3000	216365	215343	516	506.0	506	[4, 2]	[4, 1, 3, 2, 1, 2, 4, 3]	214837	random			103		0	
67	67	1	2	217358	102.0	197.0	136.0	3000	221757	220749	1008	360.0	360	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	220389	A	155.0	116.0	103	145.0	0	157.0
68	68	1	2	223387	121.0	169.0	104.0	3000	228393	227359	1034	341.0	341	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	227018	A	234.0	161.0	103	141.0	0	104.0
69	69	1	2	230425	87.0	187.0	110.0	3000	235346	234383	963	428.0	428	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	233955	A	154.0	124.0	103	174.0	0	127.0
70	70	0	3	1017		377.0	354.0	3000	7808	5376	1928	429.0	429	[3, 2, 4, 1, 4, 2]	[3, 2, 4, 1, 4, 1, 3, 2]	4947	random			103	369.0	0	450.0
71	71	1	3	9098	75.0	360.0	106.0	3000	13607	12509	1098	380.0	380	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	12129	A	224.0	26.0	103	191.0	0	116.0
72	72	1	3	15135	72.0	236.0	119.0	3000	19578	18643	935	376.0	376	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	18267	A	137.0	86.0	103	170.0	0	115.0
73	73	1	3	21419	90.0	209.0	96.0	3000	26805	25831	974	381.0	381	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	25450	A	164.0	108.0	103	167.0	0	140.0
74	74	1	3	28832	61.0	224.0	110.0	3000	33276	32337	939	275.0	275	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	32062	A	184.0	84.0	103	164.0	0	112.0
75	75	1	3	35711	72.0	202.0	110.0	3000	40179	39257	922	416.0	416	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	38841	A	165.0	93.0	103	166.0	0	114.0
76	76	1	3	42416	78.0	183.0	176.0	3000	46695	45695	1000	248.0	248	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	45447	A	175.0	104.0	103	144.0	0	140.0
77	77	0	3	48329		425.0	400.0	3000	55363	52311	2089	451.0	451	[2, 1, 3, 4, 3, 4]	[2, 1, 3, 4, 3, 4, 2, 1]	51860	random		461.0	103	420.0	1	383.0
78	78	1	3	56456	75.0	219.0	102.0	3000	60899	59923	976	336.0	336	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	59587	A	209.0	85.0	103	171.0	0	115.0
79	79	1	3	62827	75.0	239.0	122.0	3000	67528	66540	988	383.0	383	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	66157	A	165.0	93.0	103	168.0	0	126.0
80	80	0	3	69263			99.0	3000	74012	72835	672	341.0	341	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	72494	A			103	164.0	0	140.0
81	81	1	3	75504	133.0	659.0	142.0	3000	80554	78941	1613	406.0	406	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	78535	B	130.0	249.0	103	144.0	0	156.0
82	82	0	3	82087		529.0	644.0	3000	89122	86578	2014	959.0	959	[1, 2, 4, 3, 1]	[1, 2, 4, 3, 1, 2, 3, 4]	85619	random			103	402.0	1	439.0
83	83	1	3	90415	161.0	243.0	102.0	3000	94912	93867	1045	421.0	421	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	93446	A	205.0	59.0	103	152.0	0	123.0
84	84	1	3	96645	84.0	481.0	127.0	3000	102040	100846	1194	370.0	370	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	100476	A	151.0	56.0	103	150.0	0	145.0
85	85	1	3	103871	70.0	195.0	127.0	3000	108447	107554	893	553.0	553	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	107001	A	130.0	128.0	103	124.0	0	119.0
86	86	1	3	110375	64.0	256.0	188.0	3000	115461	114449	1012	444.0	444	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	114005	A	152.0	84.0	103	145.0	0	123.0
87	87	1	3	118092	123.0	679.0	155.0	3000	124238	122691	1547	368.0	368	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	122323	B	189.0	46.0	103	192.0	0	163.0
88	88	1	3	126065	63.0	199.0	138.0	3000	130552	129610	942	414.0	414	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	129196	A	159.0	84.0	103	158.0	0	141.0
89	89	1	3	132685	70.0	183.0	110.0	3000	137954	137084	870	468.0	468	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	136616	A	168.0	98.0	103	149.0	0	92.0
90	90	1	3	139584	71.0	201.0	184.0	3000	144128	143097	1031	283.0	283	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	142814	A	211.0	70.0	103	147.0	0	147.0
91	91	0	3	145856				3000	149993	149220	267	334.0	334	[4, 2]	[4, 3, 2, 1, 2, 1, 3, 4]	148886	random			103		0	
92	92	1	3	152286	57.0	281.0	164.0	3000	156749	155714	1035	296.0	296	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	155418	A	176.0	56.0	103	143.0	0	158.0
93	93	1	3	158383	87.0	205.0	131.0	3000	163241	162295	946	282.0	282	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	162013	A	147.0	125.0	103	136.0	0	115.0
94	94	1	3	164973	99.0	171.0	109.0	3000	169710	168765	945	362.0	362	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	168403	A	158.0	120.0	103	145.0	0	143.0
95	95	1	3	171338	79.0	171.0	99.0	3000	175636	174783	853	414.0	414	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	174369	A	134.0	119.0	103	139.0	0	112.0
96	96	1	3	177264	69.0	130.0	109.0	3000	182081	181241	840	246.0	246	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	180995	A	130.0	133.0	103	132.0	0	137.0
97	97	0	3	183612		439.0	384.0	3000	190449	187328	2292	386.0	386	[3, 4, 2, 1, 2, 1]	[3, 4, 2, 1, 2, 1, 3, 4]	186942	random		504.0	103	614.0	1	351.0
98	98	1	3	191444	135.0	134.0	122.0	3000	196419	194995	1424	421.0	421	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	194574	B	212.0	411.0	103	155.0	0	255.0
99	99	0	3	198148		170.0	102.0	3000	202933	201656	772	477.0	477	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	201179	A		86.0	103	131.0	0	110.0
100	100	1	3	203929	52.0	143.0	95.0	3000	208223	207404	819	345.0	345	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	207059	A	153.0	108.0	103	135.0	0	133.0
101	101	1	3	209752	141.0	302.0	125.0	3000	214424	213127	1297	345.0	345	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	212782	B	119.0	284.0	103	171.0	0	155.0
102	102	1	3	216052	79.0	360.0	212.0	3000	221082	219844	1238	761.0	761	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	219083	A	144.0	111.0	103	138.0	0	194.0
103	103	1	3	222809	138.0	331.0	173.0	3000	227850	226242	1608	401.0	401	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	225841	B	113.0	179.0	103	479.0	0	195.0
104	104	0	3	230578		154.0	126.0	3000	235670	234308	856	400.0	400	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	233908	A		84.0	103	149.0	0	144.0
105	105	0	4	566				3000	6345	5019	821	422.0	422	[1, 4, 3]	[1, 4, 2, 3, 4, 1, 3, 2]	4597	random			103		0	387.0
106	106	1	4	7642	57.0	217.0	110.0	3000	12938	12054	884	381.0	381	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	11673	A	151.0	65.0	103	150.0	0	134.0
107	107	1	4	14478	139.0	386.0	145.0	3000	19158	17947	1211	338.0	338	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	17609	B	108.0	135.0	103	144.0	0	154.0
108	108	0	4	20687			73.0	3000	25687	24578	605	460.0	460	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	24118	A			103	141.0	0	138.0
109	109	0	4	26883		174.0	87.0	3000	31812	30527	780	414.0	414	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	30113	A		95.0	103	150.0	0	116.0
110	110	0	4	32807		579.0	300.0	3000	39841	36718	2417	380.0	380	[4, 2, 1, 3, 1, 4, 3]	[4, 2, 1, 3, 1, 4, 3, 2]	36338	random	418.0	353.0	103	384.0	1	383.0
111	111	1	4	40936	68.0	347.0	138.0	3000	45528	44474	1054	408.0	408	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	44066	A	157.0	98.0	103	117.0	0	129.0
112	112	1	4	47356	69.0	167.0	116.0	3000	51634	50769	865	382.0	382	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	50387	A	163.0	103.0	103	125.0	0	122.0
113	113	0	4	53568		471.0	340.0	3000	60101	57065	2264	467.0	467	[3, 2, 1, 4, 1, 4, 3]	[3, 2, 1, 4, 1, 4, 3, 2]	56598	random	427.0	360.0	103	368.0	1	298.0
114	114	1	4	61196	76.0	166.0	79.0	3000	65466	64620	846	393.0	393	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	64227	A	152.0	102.0	103	160.0	0	111.0
115	115	0	4	67295			105.0	3000	71766	70675	585	348.0	348	[4, 3, 1, 4, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	70327	A			103	135.0	0	80.0
116	116	0	4	73263		348.0	175.0	3000	79675	78219	951	326.0	326	[3, 2, 4, 1, 2, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	77893	B			103	171.0	0	159.0
117	117	1	4	81171	57.0	221.0	137.0	3000	85918	84998	920	408.0	408	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	84590	A	159.0	79.0	103	138.0	0	129.0
118	118	1	4	87855	58.0	202.0	97.0	3000	93342	92495	847	309.0	309	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	92186	A	178.0	69.0	103	131.0	0	112.0
119	119	1	4	94970	73.0	226.0	79.0	3000	99424	98493	931	392.0	392	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	98100	A	157.0	119.0	103	134.0	0	143.0
120	120	1	4	100952	252.0	376.0	372.0	3000	107559	105031	2528	447.0	447	[3, 4, 2, 1, 4, 2, 1, 3]	[3, 4, 2, 1, 4, 2, 1, 3]	104584	random	381.0	307.0	103	383.0	0	457.0
121	121	1	4	109387	67.0	312.0	152.0	3000	113806	112846	960	329.0	329	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	112517	A	155.0	44.0	103	104.0	0	126.0
122	122	1	4	116543	60.0	249.0	138.0	3000	121964	120966	998	393.0	393	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	120573	A	176.0	103.0	103	125.0	0	147.0
123	123	1	4	123503	135.0	410.0	153.0	3000	129235	127732	1503	599.0	599	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	127133	B	152.0	293.0	103	152.0	0	208.0
