	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1		206.0	264.0	2182.0	10417	8320	1593	397.0	397	[2, 1, 4, 2, 3, 4, 1, 2]	4312	5	[2, 1, 4, 2, 3, 4, 1, 3]	7923	B	219.0	127.0	124	357.0	0	127.0
1	1	1	202.0	188.0	213.0	1903.0	18408	16856	1552	337.0	337	[3, 2, 4, 1, 2, 4, 3, 1]	12908	5	[3, 2, 4, 1, 2, 4, 3, 1]	16519	A	227.0	280.0	124	266.0	0	176.0
2	1	1	200.0	285.0	200.0	1903.0	29332	27881	1451	347.0	347	[3, 2, 4, 1, 2, 4, 3, 1]	22021	30	[3, 2, 4, 1, 2, 4, 3, 1]	27534	A	178.0	232.0	124	181.0	0	175.0
3	1	1	196.0	128.0	179.0	1903.0	38468	37193	1275	331.0	331	[3, 2, 4, 1, 2, 4, 3, 1]	33345	30	[3, 2, 4, 1, 2, 4, 3, 1]	36862	A	203.0	191.0	124	241.0	0	137.0
4	1	1	207.0	77.0	175.0	1903.0	46844	45599	1245	504.0	504	[3, 2, 4, 1, 2, 4, 3, 1]	41584	5	[3, 2, 4, 1, 2, 4, 3, 1]	45095	A	203.0	224.0	124	205.0	0	154.0
5	0	1		224.0	345.0	2182.0	56753	54403	1759	335.0	335	[2, 1, 4, 2, 3, 4, 1]	50156	30	[2, 1, 4, 2, 3, 4, 1, 3]	54068	B	226.0	158.0	124	660.0	1	146.0
6	1	1	278.0	163.0	354.0	2182.0	66532	64691	1841	322.0	322	[2, 1, 4, 2, 3, 4, 1, 3]	59152	30	[2, 1, 4, 2, 3, 4, 1, 3]	64369	B	246.0	143.0	124	433.0	0	224.0
7	1	1	254.0	218.0	221.0	1903.0	77084	75568	1516	285.0	285	[3, 2, 4, 1, 2, 4, 3, 1]	71367	10	[3, 2, 4, 1, 2, 4, 3, 1]	75283	A	177.0	273.0	124	197.0	0	176.0
8	1	1	328.0	217.0	207.0	2182.0	86318	84519	1799	311.0	311	[2, 1, 4, 2, 3, 4, 1, 3]	80297	5	[2, 1, 4, 2, 3, 4, 1, 3]	84208	B	207.0	129.0	124	486.0	0	225.0
9	1	1	305.0	205.0	216.0	2182.0	95072	93292	1780	318.0	318	[2, 1, 4, 2, 3, 4, 1, 3]	89363	5	[2, 1, 4, 2, 3, 4, 1, 3]	92974	B	177.0	136.0	124	541.0	0	200.0
10	0	1		236.0	254.0	2182.0	104202	101823	1707	306.0	306	[2, 1, 4, 2, 3, 4, 1]	97906	10	[2, 1, 4, 2, 3, 4, 1, 3]	101517	B	300.0	138.0	124	634.0	1	145.0
11	1	1	277.0	161.0	266.0	2182.0	112427	110619	1808	316.0	316	[2, 1, 4, 2, 3, 4, 1, 3]	106791	30	[2, 1, 4, 2, 3, 4, 1, 3]	110303	B	236.0	117.0	124	606.0	0	145.0
12	1	1	230.0	153.0	185.0	1903.0	121040	119749	1291	276.0	276	[3, 2, 4, 1, 2, 4, 3, 1]	115862	5	[3, 2, 4, 1, 2, 4, 3, 1]	119473	A	197.0	196.0	124	187.0	0	143.0
13	0	1				1903.0	128966	128071	391	302.0	302	[3, 2, 1]	124154	10	[3, 2, 4, 1, 2, 4, 3, 1]	127769	A			124		0	127.0
14	1	1	370.0	276.0	176.0	2182.0	138236	136453	1783	312.0	312	[2, 1, 4, 2, 3, 4, 1, 3]	132029	30	[2, 1, 4, 2, 3, 4, 1, 3]	136141	B	287.0	125.0	124	355.0	0	194.0
15	0	1		398.0	351.0	1903.0	150492	148455	1434	369.0	369	[3, 2, 4, 1, 2, 4]	143771	30	[3, 2, 4, 1, 2, 4, 3, 1]	148086	A		264.0	124	223.0	1	198.0
16	0	1		230.0	194.0	2182.0	160955	158826	1506	556.0	556	[2, 1, 4, 2, 3, 4, 1]	153856	10	[2, 1, 4, 2, 3, 4, 1, 3]	158270	B	303.0	132.0	124	409.0	1	238.0
17	1	1	252.0	212.0	198.0	2182.0	169047	167230	1817	278.0	278	[2, 1, 4, 2, 3, 4, 1, 3]	163441	10	[2, 1, 4, 2, 3, 4, 1, 3]	166952	B	201.0	194.0	124	524.0	0	236.0
18	1	1	259.0	154.0	368.0	2182.0	177984	176279	1705	285.0	285	[2, 1, 4, 2, 3, 4, 1, 3]	171983	5	[2, 1, 4, 2, 3, 4, 1, 3]	175994	B	226.0	158.0	124	360.0	0	180.0
