	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	1	6	188.0	264.0	274.0	2313	10512	8743	1769	284	284	[3, 2, 4, 1, 2, 4, 3, 1]	4629	10	[3, 2, 4, 1, 2, 4, 3, 1]	8459	B	352.0	217.0	107	218	0	256
1	1	6	104.0	155.0	167.0	1624	18200	17190	1010	426	426	[4, 3, 1, 4, 2, 3, 1, 2]	13233	30	[4, 3, 1, 4, 2, 3, 1, 2]	16764	A	177.0	155.0	107	160	0	92
2	1	6	138.0	270.0	181.0	2313	28420	26883	1537	240	240	[3, 2, 4, 1, 2, 4, 3, 1]	21811	5	[3, 2, 4, 1, 2, 4, 3, 1]	26643	B	295.0	302.0	107	201	0	150
3	0	6		224.0	210.0	2313	37691	35313	1381	442	442	[3, 2, 4, 1, 2, 4]	31340	30	[3, 2, 4, 1, 2, 4, 3, 1]	34871	B		265.0	107	308	1	374
4	1	6	137.0	242.0	184.0	1624	46457	45146	1311	245	245	[4, 3, 1, 4, 2, 3, 1, 2]	40070	10	[4, 3, 1, 4, 2, 3, 1, 2]	44901	A	226.0	305.0	107	134	0	83
5	1	6	92.0	194.0	172.0	1624	55780	54768	1012	268	268	[4, 3, 1, 4, 2, 3, 1, 2]	49969	30	[4, 3, 1, 4, 2, 3, 1, 2]	54500	A	172.0	127.0	107	131	0	124
6	1	6	107.0	168.0	193.0	1624	64956	63896	1060	278	278	[4, 3, 1, 4, 2, 3, 1, 2]	59186	5	[4, 3, 1, 4, 2, 3, 1, 2]	63618	A	186.0	138.0	107	147	0	121
7	1	6	163.0	184.0	161.0	2313	74310	72939	1371	340	340	[3, 2, 4, 1, 2, 4, 3, 1]	68668	30	[3, 2, 4, 1, 2, 4, 3, 1]	72599	B	176.0	344.0	107	177	0	166
8	1	6	111.0	183.0	160.0	2313	83054	81744	1310	278	278	[3, 2, 4, 1, 2, 4, 3, 1]	77134	10	[3, 2, 4, 1, 2, 4, 3, 1]	81466	B	218.0	294.0	107	167	0	177
9	1	6	77.0	166.0	189.0	1624	91521	90577	944	269	269	[4, 3, 1, 4, 2, 3, 1, 2]	86278	30	[4, 3, 1, 4, 2, 3, 1, 2]	90308	A	151.0	139.0	107	82	0	140
10	1	6	154.0	152.0	148.0	2313	102312	100982	1330	315	315	[3, 2, 4, 1, 2, 4, 3, 1]	96936	30	[3, 2, 4, 1, 2, 4, 3, 1]	100667	B	176.0	359.0	107	242	0	99
11	1	6	67.0	198.0	147.0	1624	110968	109989	979	322	322	[4, 3, 1, 4, 2, 3, 1, 2]	105035	30	[4, 3, 1, 4, 2, 3, 1, 2]	109667	A	161.0	135.0	107	134	0	137
12	1	6	130.0	532.0	455.0	2313	120088	118296	1792	386	386	[3, 2, 4, 1, 2, 4, 3, 1]	114379	10	[3, 2, 4, 1, 2, 4, 3, 1]	117910	B	197.0	112.0	107	200	0	166
13	0	6			699.0	1624	128546	126866	1175	327	327	[4, 3, 1, 4, 3]	123009	10	[4, 3, 1, 4, 2, 3, 1, 2]	126539	A			107	89	0	147
14	1	6	133.0	145.0	195.0	2313	136957	135644	1313	294	294	[3, 2, 4, 1, 2, 4, 3, 1]	131619	30	[3, 2, 4, 1, 2, 4, 3, 1]	135350	B	185.0	343.0	107	215	0	97
15	1	6	537.0	97.0	194.0	2313	146049	144298	1751	290	290	[3, 2, 4, 1, 2, 4, 3, 1]	140176	5	[3, 2, 4, 1, 2, 4, 3, 1]	144008	B	188.0	378.0	107	194	0	163
16	0	6			611.0	1624	154746	153095	1146	288	288	[4, 3, 1, 4, 3]	149275	10	[4, 3, 1, 4, 2, 3, 1, 2]	152807	A			107	154	0	119
17	0	6		214.0	134.0	1624	163911	162473	931	331	331	[4, 3, 1, 4, 2, 3, 3]	158611	5	[4, 3, 1, 4, 2, 3, 1, 2]	162142	A		139.0	107	133	0	141
18	0	6		320.0	575.0	1624	173743	171854	1300	241	241	[4, 3, 1, 4, 2, 3]	167382	5	[4, 3, 1, 4, 2, 3, 1, 2]	171613	A		140.0	107	107	1	158
19	1	6	148.0	508.0	259.0	2313	183679	182111	1568	270	270	[3, 2, 4, 1, 2, 4, 3, 1]	176910	5	[3, 2, 4, 1, 2, 4, 3, 1]	181841	B	158.0	124.0	107	222	0	149
20	0	6		250.0	141.0	1624	192656	190880	1246	353	353	[4, 3, 1, 4, 2, 3, 1]	186996	5	[4, 3, 1, 4, 2, 3, 1, 2]	190527	A	126.0	161.0	107	364	1	204
21	1	6	150.0	290.0	157.0	1624	201516	200341	1175	280	280	[4, 3, 1, 4, 2, 3, 1, 2]	195829	10	[4, 3, 1, 4, 2, 3, 1, 2]	200061	A	156.0	180.0	107	120	0	122
