	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1				3000	9604	8450	650	520.0	520	[3, 2, 3]	4312	5	[3, 2, 4, 1, 2, 4, 3, 1]	7930	B			123		0	364.0
1	0	1		248.0	253.0	2293	17681	15408	1719	523.0	523	[4, 3, 1, 4, 2, 3, 1]	11274	5	[4, 3, 1, 4, 2, 3, 1, 2]	14885	A	274.0	194.0	123	292.0	1	458.0
2	1	1	196.0	224.0	243.0	2293	28156	26459	1697	585.0	585	[4, 3, 1, 4, 2, 3, 1, 2]	20359	30	[4, 3, 1, 4, 2, 3, 1, 2]	25874	A	244.0	208.0	123	268.0	0	314.0
3	0	1		249.0	217.0	2293	38089	36056	1394	763.0	763	[4, 3, 1, 4, 2, 3]	31780	30	[4, 3, 1, 4, 2, 3, 1, 2]	35293	A		204.0	123	264.0	1	460.0
4	0	1		245.0	298.0	2293	46581	44273	1548	488.0	488	[4, 3, 1, 4, 2, 3, 1]	40270	5	[4, 3, 1, 4, 2, 3, 1, 2]	43785	A	229.0	238.0	123	220.0	1	318.0
5	0	1				3000	54735	53806	425	935.0	935	[3, 3]	48954	30	[3, 2, 4, 1, 2, 4, 3, 1]	52871	B			123		0	
6	0	1		404.0	366.0	3000	65019	61969	2411	453.0	453	[3, 2, 4, 1, 2, 4]	56304	30	[3, 2, 4, 1, 2, 4, 3, 1]	61516	B		872.0	123	458.0	1	311.0
7	0	1		209.0	255.0	2293	75217	72925	1471	504.0	504	[4, 3, 1, 4, 2, 3, 1]	68511	10	[4, 3, 1, 4, 2, 3, 1, 2]	72421	A	250.0	205.0	123	258.0	1	294.0
8	0	1				3000	82886	81969	413	563.0	563	[3, 2, 1]	77492	5	[3, 2, 4, 1, 2, 4, 3, 1]	81406	B			123		0	309.0
9	0	1		411.0	637.0	3000	91668	88824	2245	659.0	659	[3, 2, 4, 1, 2, 4]	84552	5	[3, 2, 4, 1, 2, 4, 3, 1]	88165	B		481.0	123	359.0	1	357.0
10	0	1		407.0	321.0	3000	100262	97350	2320	591.0	591	[3, 2, 4, 1, 2, 4]	93140	10	[3, 2, 4, 1, 2, 4, 3, 1]	96759	B		623.0	123	650.0	1	319.0
11	0	1		348.0	373.0	3000	109052	105866	2255	317.0	317	[3, 2, 4, 1, 2, 4, 3]	102035	30	[3, 2, 4, 1, 2, 4, 3, 1]	105549	B	394.0	570.0	123	303.0	1	267.0
12	1	1	188.0	277.0	245.0	2293	116906	115158	1748	427.0	427	[4, 3, 1, 4, 2, 3, 1, 2]	111120	5	[4, 3, 1, 4, 2, 3, 1, 2]	114731	A	260.0	218.0	123	292.0	0	268.0
