	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	1	8	153.0	300.0	187.0	2313	9822	8359	1463	298	298	[3, 2, 4, 1, 2, 4, 3, 1]	4530	5	[3, 2, 4, 1, 2, 4, 3, 1]	8061	B	199.0	173.0	107	264.0	0	187.0
1	1	8	152.0	169.0	145.0	2313	18222	16773	1449	294	294	[3, 2, 4, 1, 2, 4, 3, 1]	12947	10	[3, 2, 4, 1, 2, 4, 3, 1]	16479	B	215.0	377.0	107	188.0	0	203.0
2	1	8	112.0	197.0	167.0	1624	26585	25579	1006	307	307	[4, 3, 1, 4, 2, 3, 1, 2]	21342	10	[4, 3, 1, 4, 2, 3, 1, 2]	25272	A	171.0	140.0	107	150.0	0	69.0
3	1	8	102.0	339.0	184.0	1624	35919	34787	1132	261	261	[4, 3, 1, 4, 2, 3, 1, 2]	29995	30	[4, 3, 1, 4, 2, 3, 1, 2]	34526	A	144.0	149.0	107	108.0	0	106.0
4	0	8				2313	44543	43501	535	340	340	[3, 2, 4, 2]	39630	30	[3, 2, 4, 1, 2, 4, 3, 1]	43161	B			107	180.0	0	165.0
5	1	8	191.0	180.0	167.0	2313	52529	51150	1379	294	294	[3, 2, 4, 1, 2, 4, 3, 1]	47324	5	[3, 2, 4, 1, 2, 4, 3, 1]	50856	B	176.0	307.0	107	207.0	0	151.0
6	1	8	120.0	165.0	175.0	1624	60160	59169	991	290	290	[4, 3, 1, 4, 2, 3, 1, 2]	55248	30	[4, 3, 1, 4, 2, 3, 1, 2]	58879	A	159.0	154.0	107	87.0	0	131.0
7	1	8	18.0	177.0	161.0	1624	69251	68403	848	298	298	[4, 3, 1, 4, 2, 3, 1, 2]	64473	10	[4, 3, 1, 4, 2, 3, 1, 2]	68105	A	151.0	130.0	107	94.0	0	117.0
8	1	8	140.0	233.0	154.0	1624	78169	77101	1068	312	312	[4, 3, 1, 4, 2, 3, 1, 2]	72657	5	[4, 3, 1, 4, 2, 3, 1, 2]	76789	A	177.0	126.0	107	101.0	0	137.0
9	1	8	146.0	240.0	170.0	1624	86648	85537	1111	224	224	[4, 3, 1, 4, 2, 3, 1, 2]	81581	5	[4, 3, 1, 4, 2, 3, 1, 2]	85313	A	133.0	168.0	107	76.0	0	178.0
10	1	8	90.0	188.0	169.0	1624	95244	94272	972	287	287	[4, 3, 1, 4, 2, 3, 1, 2]	90054	30	[4, 3, 1, 4, 2, 3, 1, 2]	93985	A	146.0	149.0	107	134.0	0	96.0
