	Unnamed: 0	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
4	4	0	5		133.0	141.0	1318.0	46499	45260	734	354	354	[2, 1, 4, 2, 3, 1]	41295	30	[2, 1, 4, 2, 3, 4, 1, 3]	44906	B			126	121.0	0	166.0
5	5	0	5		162.0	173.0	1318.0	55078	53575	999	314	314	[2, 1, 4, 2, 3, 4, 3]	49648	10	[2, 1, 4, 2, 3, 4, 1, 3]	53261	B		204.0	126	99.0	0	167.0
6	6	0	5		116.0	163.0	1366.0	64579	63343	731	295	295	[3, 2, 4, 1, 2, 3]	59133	10	[3, 2, 4, 1, 2, 4, 3, 1]	63048	A			126	143.0	0	150.0
7	7	0	5		85.0	156.0	1366.0	73471	71923	967	321	321	[3, 2, 4, 1, 2, 4, 3]	68089	30	[3, 2, 4, 1, 2, 4, 3, 1]	71602	A	188.0	226.0	126	147.0	1	165.0
8	8	0	5		136.0	138.0	1318.0	82472	81096	871	310	310	[2, 1, 4, 2, 3, 1]	77275	5	[2, 1, 4, 2, 3, 4, 1, 3]	80786	B			126	161.0	0	206.0
9	9	0	5		139.0	158.0	1366.0	92305	90775	920	339	339	[3, 2, 4, 1, 2, 4, 3]	86122	30	[3, 2, 4, 1, 2, 4, 3, 1]	90436	A	177.0	127.0	126	100.0	1	219.0
10	10	1	5	96.0	103.0	169.0	1318.0	100811	99933	878	315	315	[2, 1, 4, 2, 3, 4, 1, 3]	95505	5	[2, 1, 4, 2, 3, 4, 1, 3]	99618	B	108.0	133.0	126	127.0	0	142.0
11	11	0	5		91.0	161.0	1366.0	110580	109110	966	288	288	[3, 2, 4, 1, 2, 4, 2]	104510	5	[3, 2, 4, 1, 2, 4, 3, 1]	108822	A		198.0	126	122.0	0	159.0
12	12	0	5		169.0	138.0	1366.0	122464	120918	975	323	323	[3, 2, 4, 1, 2, 4, 3]	114880	10	[3, 2, 4, 1, 2, 4, 3, 1]	120595	A	177.0	187.0	126	133.0	1	171.0
13	13	0	5		144.0	172.0	1318.0	131345	130016	824	334	334	[2, 1, 4, 2, 3, 1]	125764	10	[2, 1, 4, 2, 3, 4, 1, 3]	129682	B			126	151.0	0	186.0
14	14	0	5		145.0	176.0	1318.0	141332	139824	874	313	313	[2, 1, 4, 2, 3, 4, 1]	135196	5	[2, 1, 4, 2, 3, 4, 1, 3]	139511	B	122.0	147.0	126	147.0	1	137.0
15	15	0	5		183.0	139.0	1366.0	151474	150216	753	318	318	[3, 2, 4, 1, 2, 3]	145181	5	[3, 2, 4, 1, 2, 4, 3, 1]	149898	A			126	132.0	0	158.0
16	16	1	5	129.0	140.0	152.0	1366.0	162428	161409	1019	321	321	[3, 2, 4, 1, 2, 4, 3, 1]	155875	30	[3, 2, 4, 1, 2, 4, 3, 1]	161088	A	171.0	133.0	126	109.0	0	185.0
17	17	0	5		126.0	140.0	1366.0	172467	171019	799	421	421	[3, 2, 4, 1, 2, 4, 3]	166979	10	[3, 2, 4, 1, 2, 4, 3, 1]	170598	A	131.0	113.0	126	101.0	1	188.0
18	18	0	5		186.0	151.0	1366.0	181247	179751	865	373	373	[3, 2, 4, 1, 2, 4, 3]	175567	10	[3, 2, 4, 1, 2, 4, 3, 1]	179378	A	132.0	110.0	126	110.0	1	176.0
19	19	0	5		126.0	156.0	1318.0	190279	188863	765	405	405	[2, 1, 4, 2, 3, 4, 1]	184847	5	[2, 1, 4, 2, 3, 4, 1, 3]	188458	B	129.0	81.0	126	101.0	1	172.0
20	20	0	5		194.0	173.0	1318.0	199307	197988	815	345	345	[2, 1, 4, 2, 3, 1]	194027	5	[2, 1, 4, 2, 3, 4, 1, 3]	197643	B			126	66.0	0	192.0
21	21	0	5				1318.0	207771	206731	536	362	362	[2, 1, 4, 3]	202855	30	[2, 1, 4, 2, 3, 4, 1, 3]	206369	B			126	102.0	0	162.0
22	22	0	5		145.0	228.0	1318.0	217059	215647	883	409	409	[2, 1, 4, 2, 3, 4]	211419	30	[2, 1, 4, 2, 3, 4, 1, 3]	215238	B		174.0	126	145.0	1	191.0
23	23	0	5		175.0	124.0	1366.0	225974	224535	935	415	415	[3, 2, 4, 1, 2, 4, 2]	220608	30	[3, 2, 4, 1, 2, 4, 3, 1]	224120	A		181.0	126	135.0	0	185.0
24	24	0	5				1318.0	234300	233287	509	401	401	[2, 1, 4, 3]	229075	10	[2, 1, 4, 2, 3, 4, 1, 3]	232886	B			126	108.0	0	163.0
25	25	1	5	119.0	115.0	142.0	1366.0	243372	242408	964	338	338	[3, 2, 4, 1, 2, 4, 3, 1]	237552	30	[3, 2, 4, 1, 2, 4, 3, 1]	242070	A	125.0	127.0	126	137.0	0	199.0
26	26	0	5		122.0	132.0	1366.0	253376	252209	662	358	358	[3, 2, 4, 1, 2, 3]	247727	10	[3, 2, 4, 1, 2, 4, 3, 1]	251851	A			126	118.0	0	166.0
27	27	0	5		113.0	212.0	1318.0	261973	260688	781	396	396	[2, 1, 4, 2, 3, 1]	256581	10	[2, 1, 4, 2, 3, 4, 1, 3]	260292	B			126	78.0	0	151.0
28	28	0	5		141.0	161.0	1318.0	270969	269473	857	325	325	[2, 1, 4, 2, 3, 4, 1]	265231	10	[2, 1, 4, 2, 3, 4, 1, 3]	269148	B	46.0	159.0	126	149.0	1	201.0
29	29	1	5	139.0	123.0	174.0	1318.0	280108	279186	922	353	353	[2, 1, 4, 2, 3, 4, 1, 3]	274321	30	[2, 1, 4, 2, 3, 4, 1, 3]	278833	B	66.0	140.0	126	117.0	0	163.0
30	30	1	6	87.0	140.0	160.0	1318.0	9720	8787	933	359	359	[2, 1, 4, 2, 3, 4, 1, 3]	4617	10	[2, 1, 4, 2, 3, 4, 1, 3]	8428	B	113.0	123.0	126	129.0	0	181.0
31	31	0	6			145.0	1366.0	18612	17256	851	313	313	[3, 2, 4, 1, 4]	13420	30	[3, 2, 4, 1, 2, 4, 3, 1]	16943	A			126	143.0	0	160.0
32	32	1	6	112.0	140.0	143.0	1318.0	27980	27054	926	328	328	[2, 1, 4, 2, 3, 4, 1, 3]	21914	5	[2, 1, 4, 2, 3, 4, 1, 3]	26726	B	75.0	135.0	126	166.0	0	155.0
33	33	1	6	113.0	122.0	130.0	1318.0	36631	35757	874	365	365	[2, 1, 4, 2, 3, 4, 1, 3]	31879	30	[2, 1, 4, 2, 3, 4, 1, 3]	35392	B	59.0	160.0	126	134.0	0	156.0
34	34	0	6		128.0	129.0	1366.0	47089	45654	931	313	313	[3, 2, 4, 1, 2, 4, 2]	40530	10	[3, 2, 4, 1, 2, 4, 3, 1]	45341	A		208.0	126	144.0	0	136.0
35	35	1	6	146.0	117.0	133.0	1366.0	56165	55141	1024	334	334	[3, 2, 4, 1, 2, 4, 3, 1]	50293	30	[3, 2, 4, 1, 2, 4, 3, 1]	54807	A	176.0	137.0	126	159.0	0	156.0
36	36	1	6	153.0	95.0	116.0	1366.0	65492	64524	968	294	294	[3, 2, 4, 1, 2, 4, 3, 1]	59819	5	[3, 2, 4, 1, 2, 4, 3, 1]	64230	A	172.0	134.0	126	161.0	0	137.0
37	37	0	6		116.0	139.0	1318.0	74818	73674	640	317	317	[2, 1, 4, 2, 3, 1]	69445	30	[2, 1, 4, 2, 3, 4, 1, 3]	73357	B			126	117.0	0	117.0
38	38	1	6	111.0	142.0	149.0	1318.0	83603	82715	888	330	330	[2, 1, 4, 2, 3, 4, 1, 3]	78073	10	[2, 1, 4, 2, 3, 4, 1, 3]	82385	B	59.0	181.0	126	137.0	0	109.0
39	39	0	6		121.0	118.0	1366.0	93409	92202	703	390	390	[3, 2, 4, 1, 2, 3]	87802	30	[3, 2, 4, 1, 2, 4, 3, 1]	91812	A			126	141.0	0	150.0
40	40	0	6		127.0	196.0	1318.0	104021	102755	761	530	530	[2, 1, 4, 2, 3, 1]	98514	30	[2, 1, 4, 2, 3, 4, 1, 3]	102225	B			126	146.0	0	123.0
41	41	0	6		129.0	155.0	1366.0	113562	112119	939	330	330	[3, 2, 4, 1, 2, 4, 3, 3]	107171	30	[3, 2, 4, 1, 2, 4, 3, 1]	111789	A	179.0	112.0	126	152.0	0	199.0
42	42	0	6		100.0	159.0	1318.0	121733	120530	698	345	345	[2, 1, 4, 2, 3, 1]	116673	10	[2, 1, 4, 2, 3, 4, 1, 3]	120185	B			126	129.0	0	127.0
43	43	0	6		153.0	165.0	1366.0	130327	128917	906	319	319	[3, 2, 4, 1, 2, 4, 2]	125082	10	[3, 2, 4, 1, 2, 4, 3, 1]	128598	A		108.0	126	132.0	0	131.0
44	44	0	6		139.0	207.0	1318.0	139178	137689	973	333	333	[2, 1, 4, 2, 3, 4, 1]	133638	30	[2, 1, 4, 2, 3, 4, 1, 3]	137356	B	100.0	170.0	126	168.0	1	189.0
45	45	0	6		129.0	166.0	1318.0	148240	146961	775	315	315	[2, 1, 4, 2, 3, 1]	142832	5	[2, 1, 4, 2, 3, 4, 1, 3]	146646	B			126	135.0	0	173.0
46	46	0	6		144.0	179.0	1366.0	157279	155826	745	416	416	[3, 2, 4, 1, 2, 4]	151899	10	[3, 2, 4, 1, 2, 4, 3, 1]	155410	A		98.0	126	127.0	1	197.0
47	47	0	6		123.0	167.0	1366.0	166762	165254	924	361	361	[3, 2, 4, 1, 2, 4, 3]	161382	5	[3, 2, 4, 1, 2, 4, 3, 1]	164893	A	131.0	141.0	126	130.0	1	232.0
48	48	0	6		36.0	201.0	1366.0	176131	175071	556	386	386	[3, 2, 4, 1, 2, 3]	170463	5	[3, 2, 4, 1, 2, 4, 3, 1]	174685	A			126	61.0	0	174.0
49	49	0	6		113.0	199.0	1318.0	186264	184747	889	304	304	[2, 1, 4, 2, 3, 4, 1]	179532	5	[2, 1, 4, 2, 3, 4, 1, 3]	184443	B	176.0	100.0	126	110.0	1	191.0
50	50	0	6		68.0	160.0	1366.0	195394	194044	714	519	519	[3, 2, 4, 1, 2, 4, 3]	190013	5	[3, 2, 4, 1, 2, 4, 3, 1]	193525	A	90.0	93.0	126	112.0	1	191.0
51	51	1	6	184.0	105.0	183.0	1366.0	204180	203326	854	314	314	[3, 2, 4, 1, 2, 4, 3, 1]	198799	10	[3, 2, 4, 1, 2, 4, 3, 1]	203012	A	41.0	79.0	126	96.0	0	166.0
52	52	0	6		187.0	217.0	1318.0	215045	213665	876	316	316	[2, 1, 4, 2, 3, 1]	208237	10	[2, 1, 4, 2, 3, 4, 1, 3]	213349	B			126	170.0	0	149.0
53	53	0	6		147.0	185.0	1318.0	225481	224160	817	346	346	[2, 1, 4, 2, 3, 1]	218802	5	[2, 1, 4, 2, 3, 4, 1, 3]	223814	B			126	150.0	0	127.0
54	54	0	6				1318.0	234453	233346	603	296	296	[2, 1, 4, 3]	228634	10	[2, 1, 4, 2, 3, 4, 1, 3]	233050	B			126	195.0	0	180.0
55	55	0	6		151.0	94.0	1366.0	243191	242006	680	388	388	[3, 2, 4, 1, 2, 3]	237605	30	[3, 2, 4, 1, 2, 4, 3, 1]	241618	A			126	145.0	0	171.0
56	56	0	6			164.0	1366.0	252573	251451	618	438	438	[3, 2, 4, 1, 3]	247197	5	[3, 2, 4, 1, 2, 4, 3, 1]	251013	A			126	149.0	0	216.0
57	57	0	6		200.0	125.0	1366.0	262055	260537	942	351	351	[3, 2, 4, 1, 2, 4, 3]	255974	10	[3, 2, 4, 1, 2, 4, 3, 1]	260186	A	175.0	124.0	126	173.0	1	145.0
58	58	0	6		185.0	228.0	1318.0	270851	269446	901	370	370	[2, 1, 4, 2, 3, 1]	265362	5	[2, 1, 4, 2, 3, 4, 1, 3]	269076	B			126	133.0	0	157.0
59	59	0	6				1318.0	279408	278397	506	370	370	[2, 1, 4, 3]	274210	30	[2, 1, 4, 2, 3, 4, 1, 3]	278027	B			126	118.0	0	147.0
60	60	0	7		131.0	195.0	1318.0	10153	8734	814	402	402	[2, 1, 4, 2, 3, 4, 1]	4014	30	[2, 1, 4, 2, 3, 4, 1, 3]	8332	B	14.0	185.0	126	164.0	1	125.0
61	61	0	7		152.0	183.0	1318.0	20140	18636	848	317	317	[2, 1, 4, 2, 3, 4]	13507	5	[2, 1, 4, 2, 3, 4, 1, 3]	18319	B		188.0	126	135.0	1	190.0
62	62	0	7		68.0	155.0	1366.0	29625	28423	697	412	412	[3, 2, 4, 1, 2, 3]	24100	30	[3, 2, 4, 1, 2, 4, 3, 1]	28011	A			126	126.0	0	181.0
63	63	0	7			175.0	1366.0	37994	36897	593	358	358	[3, 2, 4, 1, 3]	32927	5	[3, 2, 4, 1, 2, 4, 3, 1]	36539	A			126	130.0	0	163.0
64	64	0	7			172.0	1366.0	46748	45699	545	383	383	[3, 2, 4, 1, 3]	41603	10	[3, 2, 4, 1, 2, 4, 3, 1]	45316	A			126	109.0	0	157.0
65	65	0	7		122.0	222.0	1318.0	55782	54314	878	353	353	[2, 1, 4, 2, 3, 4, 1]	49949	5	[2, 1, 4, 2, 3, 4, 1, 3]	53961	B	101.0	159.0	126	139.0	1	135.0
66	66	0	7			167.0	1366.0	64709	63620	585	376	376	[3, 2, 4, 1, 3]	59631	10	[3, 2, 4, 1, 2, 4, 3, 1]	63244	A			126	137.0	0	183.0
67	67	0	7		86.0	178.0	1318.0	73188	71899	785	372	372	[2, 1, 4, 2, 3, 1]	68018	5	[2, 1, 4, 2, 3, 4, 1, 3]	71527	B			126	121.0	0	157.0
68	68	0	7		116.0	171.0	1318.0	82771	81296	839	346	346	[2, 1, 4, 2, 3, 4, 1]	77439	10	[2, 1, 4, 2, 3, 4, 1, 3]	80950	B	130.0	122.0	126	134.0	1	166.0
69	69	0	7		106.0	185.0	1318.0	91812	90518	789	371	371	[2, 1, 4, 2, 3, 1]	85932	30	[2, 1, 4, 2, 3, 4, 1, 3]	90147	B			126	110.0	0	202.0
70	70	0	7			149.0	1366.0	100864	99651	709	373	373	[3, 2, 4, 1, 3]	95066	30	[3, 2, 4, 1, 2, 4, 3, 1]	99278	A			126	171.0	0	163.0
71	71	1	7	74.0	126.0	169.0	1318.0	109839	108911	928	324	324	[2, 1, 4, 2, 3, 4, 1, 3]	104867	5	[2, 1, 4, 2, 3, 4, 1, 3]	108587	B	96.0	146.0	126	143.0	0	174.0
72	72	0	7			151.0	1366.0	118809	117769	536	317	317	[3, 2, 4, 1, 3]	113539	30	[3, 2, 4, 1, 2, 4, 3, 1]	117452	A			126	131.0	0	144.0
73	73	0	7		96.0	145.0	1366.0	129956	128725	727	303	303	[3, 2, 4, 1, 2, 3]	122010	5	[3, 2, 4, 1, 2, 4, 3, 1]	128422	A			126	135.0	0	194.0
74	74	0	7		191.0	192.0	1318.0	141530	140143	883	370	370	[2, 1, 4, 2, 3, 1]	134458	30	[2, 1, 4, 2, 3, 4, 1, 3]	139773	B			126	121.0	0	158.0
75	75	0	7		94.0	178.0	1318.0	150092	148742	845	449	449	[2, 1, 4, 2, 3, 4, 2]	144780	10	[2, 1, 4, 2, 3, 4, 1, 3]	148293	B		127.0	126	140.0	0	171.0
76	76	0	7		72.0	189.0	1366.0	159012	157556	952	287	287	[3, 2, 4, 1, 2, 4, 2]	153353	10	[3, 2, 4, 1, 2, 4, 3, 1]	157269	A		207.0	126	136.0	0	183.0
77	77	0	7		143.0	191.0	1318.0	168053	166560	884	328	328	[2, 1, 4, 2, 3, 4, 1]	162414	10	[2, 1, 4, 2, 3, 4, 1, 3]	166232	B	94.0	178.0	126	135.0	1	143.0
78	78	0	7		73.0	182.0	1366.0	178381	176987	890	372	372	[3, 2, 4, 1, 2, 4, 2]	171603	5	[3, 2, 4, 1, 2, 4, 3, 1]	176615	A		195.0	126	123.0	0	171.0
79	79	0	7			181.0	1366.0	187005	185831	670	323	323	[3, 2, 4, 1, 3]	181685	30	[3, 2, 4, 1, 2, 4, 3, 1]	185508	A			126	144.0	0	181.0
80	80	1	7	133.0	118.0	153.0	1366.0	195694	194734	960	299	299	[3, 2, 4, 1, 2, 4, 3, 1]	190115	5	[3, 2, 4, 1, 2, 4, 3, 1]	194435	A	132.0	104.0	126	129.0	0	191.0
81	81	0	7		146.0	173.0	1318.0	204969	203698	767	340	340	[2, 1, 4, 2, 3, 1]	199846	30	[2, 1, 4, 2, 3, 4, 1, 3]	203358	B			126	123.0	0	159.0
82	82	0	7			159.0	1366.0	213109	212090	515	353	353	[3, 2, 4, 1, 3]	208119	10	[3, 2, 4, 1, 2, 4, 3, 1]	211737	A			126	111.0	0	168.0
83	83	0	7		134.0	185.0	1366.0	221948	220645	799	312	312	[3, 2, 4, 1, 2, 3]	216413	30	[3, 2, 4, 1, 2, 4, 3, 1]	220333	A			126	163.0	0	167.0
84	84	0	7				1366.0	230244	229285	455	524	524	[3, 2, 1]	225150	10	[3, 2, 4, 1, 2, 4, 3, 1]	228761	A			126		0	304.0
85	85	0	7		176.0	210.0	1318.0	239682	238285	892	312	312	[2, 1, 4, 2, 3, 1]	233660	5	[2, 1, 4, 2, 3, 4, 1, 3]	237973	B			126	199.0	0	124.0
86	86	0	7				1318.0	249197	248025	668	367	367	[2, 1, 4, 3]	243546	10	[2, 1, 4, 2, 3, 4, 1, 3]	247658	B			126	166.0	0	152.0
87	87	0	7		88.0	185.0	1366.0	258929	257393	878	333	333	[3, 2, 4, 1, 2, 4, 3]	252648	5	[3, 2, 4, 1, 2, 4, 3, 1]	257060	A	161.0	116.0	126	165.0	1	163.0
88	88	0	7		109.0	203.0	1318.0	268858	267477	877	336	336	[2, 1, 4, 2, 3, 1]	262931	10	[2, 1, 4, 2, 3, 4, 1, 3]	267141	B			126	153.0	0	230.0
89	89	0	7				1318.0	277856	276742	610	317	317	[2, 1, 4, 3]	272512	30	[2, 1, 4, 2, 3, 4, 1, 3]	276425	B			126	178.0	0	126.0
90	90	0	8		140.0	160.0	1318.0	9847	8532	782	506	506	[2, 1, 4, 2, 3, 4, 1]	4515	5	[2, 1, 4, 2, 3, 4, 1, 3]	8026	B	19.0	177.0	126	122.0	1	164.0
91	91	0	8		127.0	157.0	1318.0	18485	17241	740	327	327	[2, 1, 4, 2, 3, 1]	13398	10	[2, 1, 4, 2, 3, 4, 1, 3]	16914	B			126	114.0	0	149.0
92	92	0	8		163.0	169.0	1366.0	27540	26280	756	334	334	[3, 2, 4, 1, 2, 3]	22036	10	[3, 2, 4, 1, 2, 4, 3, 1]	25946	A			126	140.0	0	185.0
93	93	0	8			167.0	1366.0	36589	35465	620	309	309	[3, 2, 4, 1, 4]	30642	30	[3, 2, 4, 1, 2, 4, 3, 1]	35156	A			126	134.0	0	166.0
94	94	0	8		102.0	204.0	1318.0	45162	43962	696	456	456	[2, 1, 4, 2, 3, 1]	39991	30	[2, 1, 4, 2, 3, 4, 1, 3]	43506	B			126	119.0	0	120.0
95	95	0	8		173.0	217.0	1318.0	54244	52862	730	439	439	[2, 1, 4, 2, 3]	48912	5	[2, 1, 4, 2, 3, 4, 1, 3]	52423	B			126	123.0	1	217.0
96	96	0	8			174.0	1366.0	62388	61353	531	343	343	[3, 2, 4, 1, 3]	57394	30	[3, 2, 4, 1, 2, 4, 3, 1]	61010	A			126	83.0	0	176.0
97	97	0	8			170.0	1366.0	71390	70308	578	306	306	[3, 2, 4, 1, 3]	66391	10	[3, 2, 4, 1, 2, 4, 3, 1]	70002	A			126	120.0	0	163.0
98	98	0	8		95.0	167.0	1366.0	80476	78933	855	326	326	[3, 2, 4, 1, 2, 4, 3]	74496	5	[3, 2, 4, 1, 2, 4, 3, 1]	78607	A	154.0	165.0	126	111.0	1	163.0
99	99	0	8		143.0	149.0	1366.0	88863	87621	738	321	321	[3, 2, 4, 1, 2, 3]	83588	5	[3, 2, 4, 1, 2, 4, 3, 1]	87300	A			126	130.0	0	170.0
100	100	0	8		148.0	142.0	1366.0	97518	96224	790	342	342	[3, 2, 4, 1, 2, 3]	91966	30	[3, 2, 4, 1, 2, 4, 3, 1]	95882	A			126	148.0	0	214.0
101	101	0	8		152.0	182.0	1318.0	106679	105385	790	345	345	[2, 1, 4, 2, 3, 4, 2]	100724	30	[2, 1, 4, 2, 3, 4, 1, 3]	105040	B		69.0	126	118.0	0	166.0
102	102	0	8			227.0	1318.0	117049	115823	722	378	378	[2, 1, 4, 2, 4]	110033	10	[2, 1, 4, 2, 3, 4, 1, 3]	115445	B			126	121.0	0	199.0
103	103	0	8			203.0	1366.0	126741	125279	957	364	364	[3, 2, 4, 1, 3]	120204	5	[3, 2, 4, 1, 2, 4, 3, 1]	124915	A			126	105.0	0	202.0
104	104	0	8		189.0	206.0	1366.0	135544	133988	1013	313	313	[3, 2, 4, 1, 2, 4]	130052	10	[3, 2, 4, 1, 2, 4, 3, 1]	133675	A		259.0	126	121.0	1	238.0
105	105	0	8		169.0	185.0	1366.0	144429	142877	930	317	317	[3, 2, 4, 1, 2, 4]	138947	30	[3, 2, 4, 1, 2, 4, 3, 1]	142560	A		177.0	126	168.0	1	231.0
106	106	0	8		184.0	194.0	1318.0	153577	152105	920	349	349	[2, 1, 4, 2, 3, 4]	148241	10	[2, 1, 4, 2, 3, 4, 1, 3]	151756	B		257.0	126	136.0	1	149.0
107	107	0	8		172.0	242.0	1318.0	162659	161155	962	317	317	[2, 1, 4, 2, 3, 4, 1]	157227	10	[2, 1, 4, 2, 3, 4, 1, 3]	160838	B	111.0	184.0	126	79.0	1	174.0
108	108	0	8		119.0	174.0	1366.0	172192	170662	914	339	339	[3, 2, 4, 1, 2, 4, 3]	166409	10	[3, 2, 4, 1, 2, 4, 3, 1]	170323	A	187.0	128.0	126	120.0	1	186.0
109	109	0	8				1318.0	182833	181734	595	309	309	[2, 1, 4, 3]	175305	30	[2, 1, 4, 2, 3, 4, 1, 3]	181425	B			126	159.0	0	167.0
110	110	0	8		103.0	181.0	1318.0	192094	190853	737	347	347	[2, 1, 4, 2, 3, 1]	186194	30	[2, 1, 4, 2, 3, 4, 1, 3]	190506	B			126	129.0	0	163.0
111	111	1	8	87.0	131.0	182.0	1318.0	201691	200790	901	326	326	[2, 1, 4, 2, 3, 4, 1, 3]	196044	5	[2, 1, 4, 2, 3, 4, 1, 3]	200464	B	41.0	169.0	126	149.0	0	142.0
112	112	1	8	67.0	106.0	163.0	1318.0	212412	211532	880	327	327	[2, 1, 4, 2, 3, 4, 1, 3]	205593	30	[2, 1, 4, 2, 3, 4, 1, 3]	211205	B	52.0	141.0	126	144.0	0	207.0
113	113	0	8			175.0	1366.0	222010	220975	531	545	545	[3, 2, 4, 1, 3]	216912	5	[3, 2, 4, 1, 2, 4, 3, 1]	220430	A			126	87.0	0	178.0
114	114	1	8	93.0	102.0	161.0	1318.0	231646	230810	836	383	383	[2, 1, 4, 2, 3, 4, 1, 3]	226616	10	[2, 1, 4, 2, 3, 4, 1, 3]	230427	B	88.0	125.0	126	150.0	0	117.0
115	115	0	8		67.0	159.0	1366.0	241407	240204	699	440	440	[3, 2, 4, 1, 2, 3]	235847	5	[3, 2, 4, 1, 2, 4, 3, 1]	239764	A			126	161.0	0	178.0
116	116	0	8			137.0	1366.0	249914	248694	715	374	374	[3, 2, 4, 1, 3]	244709	30	[3, 2, 4, 1, 2, 4, 3, 1]	248320	A			126	169.0	0	172.0
117	117	1	8	96.0	128.0	171.0	1318.0	260460	259535	925	306	306	[2, 1, 4, 2, 3, 4, 1, 3]	253817	5	[2, 1, 4, 2, 3, 4, 1, 3]	259229	B	92.0	121.0	126	162.0	0	155.0
118	118	0	8		155.0	106.0	1366.0	269747	268220	925	342	342	[3, 2, 4, 1, 2, 4, 3]	264162	10	[3, 2, 4, 1, 2, 4, 3, 1]	267878	A	173.0	180.0	126	140.0	1	171.0
119	119	1	8	104.0	99.0	162.0	1318.0	277995	277200	795	335	335	[2, 1, 4, 2, 3, 4, 1, 3]	272950	5	[2, 1, 4, 2, 3, 4, 1, 3]	276865	B	22.0	159.0	126	124.0	0	125.0
