	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	1	1	4011	454.0	387.0	414.0	3000	9982	7506	2476	384.0	384	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	7122	A	353.0	243.0	129	336.0	0	289.0
1	0	1	11497		455.0	309.0	3000	18410	15330	2418	423.0	423	[4, 3, 1, 2, 1, 2, 4]	[4, 3, 1, 2, 1, 2, 4, 3]	14907	random	460.0	369.0	129	456.0	1	369.0
2	1	1	19575	301.0	310.0	334.0	3000	25119	23029	2090	345.0	345	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	22684	A	337.0	273.0	129	278.0	0	257.0
3	1	1	27233	332.0	342.0	404.0	3000	33044	30733	2311	391.0	391	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	30342	A	411.0	304.0	129	295.0	0	223.0
4	1	1	34958	349.0	282.0	324.0	3000	40439	38341	2098	358.0	358	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	37983	A	343.0	294.0	129	255.0	0	251.0
5	0	1	42552		304.0	316.0	3000	49058	46019	2535	358.0	358	[4, 3, 2, 1, 2, 4, 3, 2]	[4, 3, 2, 1, 2, 4, 3, 1]	45661	random	390.0	497.0	129	325.0	0	412.0
6	1	1	50421	284.0	306.0	344.0	3000	56516	54381	2135	451.0	451	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	53930	A	396.0	276.0	129	273.0	0	256.0
7	1	1	58629	283.0	309.0	368.0	3000	64775	62396	2379	354.0	354	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	62042	A	559.0	331.0	129	276.0	0	253.0
8	1	1	66489	286.0	289.0	351.0	3000	72092	70044	2048	345.0	345	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	69699	A	302.0	298.0	129	275.0	0	247.0
9	1	1	74306	253.0	290.0	379.0	3000	79906	77895	2011	380.0	380	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	77515	A	290.0	263.0	129	280.0	0	256.0
10	0	1	81721				3000	87270	85573	1193	642.0	642	[2, 1, 4, 2]	[2, 1, 4, 3, 1, 4, 3, 2]	84931	random			129	423.0	0	507.0
11	1	1	88234	339.0	299.0	319.0	3000	93717	91669	2048	426.0	426	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	91243	A	283.0	281.0	129	276.0	0	251.0
12	1	1	95431	386.0	232.0	413.0	3000	100978	98802	2176	362.0	362	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	98440	A	284.0	315.0	129	288.0	0	258.0
13	1	1	102498	304.0	250.0	335.0	3000	108097	105972	2125	465.0	465	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	105507	A	251.0	253.0	129	305.0	0	427.0
14	0	1	109911		521.0	404.0	3000	116523	113497	2411	477.0	477	[2, 1, 3, 4, 1, 4]	[2, 1, 3, 4, 1, 4, 3, 2]	113020	random		442.0	129	619.0	1	425.0
15	0	1	117487		363.0	375.0	3000	124700	121585	2536	388.0	388	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	121197	B	443.0	512.0	129	486.0	1	357.0
16	1	1	127064	351.0	262.0	363.0	3000	133192	131182	2010	309.0	309	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	130873	A	275.0	272.0	129	265.0	0	222.0
17	1	1	135006	359.0	273.0	399.0	3000	140690	138518	2172	502.0	502	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	138016	A	261.0	256.0	129	348.0	0	276.0
18	0	1	143304		352.0	434.0	3000	150716	147557	2369	344.0	344	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	147213	B	386.0	429.0	129	463.0	1	305.0
19	1	1	151794	224.0	477.0	336.0	3000	157850	155573	2277	369.0	369	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	155204	A	436.0	273.0	129	263.0	0	268.0
20	1	1	159564	396.0	320.0	303.0	3000	165232	163097	2135	324.0	324	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	162773	A	327.0	256.0	129	279.0	0	254.0
21	0	1	166947		412.0	371.0	3000	173559	170365	2385	309.0	309	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	170056	B	472.0	510.0	129	316.0	1	304.0
22	0	1	174623				3000	179360	178530	326	498.0	498	[4, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	178032	A			129		0	
23	1	1	180324	248.0	459.0	321.0	3000	186177	184005	2172	372.0	372	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	183633	A	338.0	278.0	129	276.0	0	252.0
24	1	1	187892	363.0	265.0	367.0	3000	193764	191643	2121	341.0	341	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	191302	A	308.0	259.0	129	264.0	0	295.0
25	0	1	195478		372.0	409.0	3000	201918	198912	2502	314.0	314	[3, 2, 4, 1, 2, 4, 3, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	198598	B	405.0	483.0	129	310.0	0	279.0
26	1	1	203285	423.0	284.0	398.0	3000	208884	206693	2191	399.0	399	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	206294	A	252.0	249.0	129	294.0	0	291.0
27	0	1	210399		444.0	449.0	3000	217311	214261	2170	453.0	453	[2, 3, 1, 4, 1, 4]	[2, 3, 1, 4, 1, 4, 3, 2]	213808	random		441.0	129	385.0	1	451.0
28	1	1	218375	366.0	340.0	336.0	3000	224176	221981	2195	392.0	392	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	221589	A	304.0	275.0	129	255.0	0	319.0
29	1	1	225890	263.0	335.0	303.0	3000	231766	229425	2341	326.0	326	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	229099	A	608.0	297.0	129	282.0	0	253.0
30	1	1	233284	367.0	285.0	378.0	3000	238725	236660	2065	367.0	367	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	236293	A	247.0	264.0	129	278.0	0	246.0
31	1	1	241340	417.0	298.0	304.0	3000	247041	244944	2097	394.0	394	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	244550	A	305.0	287.0	129	260.0	0	226.0
32	1	1	248555	340.0	290.0	317.0	3000	253949	252033	1916	369.0	369	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	251664	A	277.0	250.0	129	242.0	0	200.0
33	0	1	255464		351.0	462.0	3000	262985	259953	2432	471.0	471	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	259482	A	333.0	304.0	129	465.0	1	517.0
34	0	1	265049		364.0	349.0	3000	272361	269143	2405	285.0	285	[3, 2, 4, 1, 2, 4, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	268858	B	528.0	487.0	129	391.0	1	286.0
35	0	2	965		357.0	429.0	3000	7879	4715	1895	339.0	339	[3, 2, 4, 1, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	4376	B			129	837.0	1	272.0
36	1	2	8844	223.0	292.0	393.0	3000	14134	12178	1956	324.0	324	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	11854	A	288.0	252.0	129	287.0	0	221.0
37	1	2	15749	311.0	264.0	368.0	3000	21209	19194	2015	336.0	336	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	18858	A	304.0	274.0	129	254.0	0	240.0
38	1	2	22824	366.0	242.0	319.0	3000	28734	26314	2420	480.0	480	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	25834	A	250.0	309.0	129	444.0	0	490.0
39	1	2	30449	278.0	262.0	353.0	3000	36028	34052	1976	393.0	393	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	33659	A	308.0	280.0	129	261.0	0	234.0
40	1	2	37943	218.0	255.0	338.0	3000	43200	41369	1831	317.0	317	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	41052	A	279.0	238.0	129	288.0	0	215.0
41	1	2	44715	297.0	247.0	286.0	3000	50372	48196	2176	471.0	471	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	47725	A	256.0	255.0	129	408.0	0	427.0
42	1	2	52286	310.0	237.0	410.0	3000	57825	55844	1981	349.0	349	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	55495	A	234.0	249.0	129	310.0	0	231.0
43	0	2	59340		519.0	265.0	3000	65716	62663	2549	313.0	313	[3, 2, 4, 1, 2, 4, 3, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	62350	B	488.0	466.0	129	302.0	0	235.0
44	0	2	66880		535.0	533.0	3000	74092	71199	2356	610.0	610	[2, 1, 4, 3, 4, 1]	[2, 1, 4, 3, 4, 1, 2, 3]	70589	random		355.0	129	451.0	1	482.0
45	1	2	75457	238.0	374.0	288.0	3000	81658	79680	1978	311.0	311	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	79369	A	317.0	247.0	129	248.0	0	266.0
46	1	2	83474	211.0	296.0	302.0	3000	88648	86857	1791	374.0	374	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	86483	A	270.0	258.0	129	240.0	0	214.0
47	0	2	90363		337.0	438.0	3000	97776	94770	2089	497.0	497	[4, 3, 2, 1, 2, 1]	[4, 3, 2, 1, 2, 1, 4, 3]	94273	random		426.0	129	465.0	1	423.0
48	1	2	98840	310.0	321.0	378.0	3000	105282	102801	2481	452.0	452	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	102349	A	380.0	330.0	129	396.0	0	366.0
49	1	2	106797	279.0	281.0	366.0	3000	112967	111004	1963	398.0	398	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	110606	A	242.0	196.0	129	375.0	0	224.0
