	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	1	1	4025	362.0	277.0	202.0	3000	9655	7556	2099	401	401	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	7155	A	460.0	270.0	104	270.0	0	258.0
1	0	1	11182		389.0	305.0	3000	18117	15058	2331	444	444	[3, 4, 1, 2, 3, 2, 1]	[3, 4, 1, 2, 3, 2, 1, 4]	14614	random	399.0	459.0	104	401.0	1	378.0
2	0	1	19305		351.0	236.0	3000	24992	22733	1755	297	297	[3, 2, 4, 1, 2, 4, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	22436	A		398.0	104	215.0	0	225.0
3	1	1	26579	250.0	305.0	200.0	3000	32135	30066	2069	356	356	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	29710	A	468.0	259.0	104	282.0	0	305.0
4	1	1	34063	280.0	272.0	408.0	3000	39346	37362	1984	268	268	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	37094	A	270.0	265.0	104	251.0	0	238.0
5	0	1	41471				3000	46220	44997	719	395	395	[2, 1, 4]	[2, 1, 3, 4, 1, 3, 2, 4]	44602	random			104		0	384.0
6	1	1	47607	238.0	267.0	172.0	3000	53141	51394	1747	255	255	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	51139	A	283.0	307.0	104	232.0	0	248.0
7	1	1	55266	317.0	292.0	451.0	3000	61278	59077	2201	380	380	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	58697	A	274.0	395.0	104	254.0	0	218.0
8	1	1	63005	312.0	278.0	308.0	3000	68671	66582	2089	345	345	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	66237	A	281.0	364.0	104	276.0	0	270.0
9	1	1	70899	243.0	290.0	209.0	3000	76072	74444	1628	314	314	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	74130	A	184.0	263.0	104	252.0	0	187.0
