	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1		286.0	332.0	2120	10578	8384	1415	429.0	429	[2, 1, 4, 2, 3, 4]	4323	5	[2, 1, 4, 2, 3, 4, 1, 3]	7955	B		252.0	136	295.0	1	250.0
1	0	1			309.0	2047	18729	17109	1113	325.0	325	[3, 2, 4, 1, 4]	13153	5	[3, 2, 4, 1, 2, 4, 3, 1]	16784	A			136	221.0	0	246.0
2	0	1		427.0	256.0	2047	29757	27583	1618	376.0	376	[3, 2, 4, 1, 2, 4]	21676	30	[3, 2, 4, 1, 2, 4, 3, 1]	27207	A		415.0	136	230.0	1	290.0
3	0	1			275.0	2047	38600	36992	1104	355.0	355	[3, 2, 4, 1, 4]	33106	30	[3, 2, 4, 1, 2, 4, 3, 1]	36637	A			136	222.0	0	267.0
4	0	1		328.0	293.0	2047	47122	44912	1566	340.0	340	[3, 2, 4, 1, 2, 4]	41041	5	[3, 2, 4, 1, 2, 4, 3, 1]	44572	A		354.0	136	320.0	1	271.0
5	0	1		318.0	245.0	2120	56323	53997	1549	299.0	299	[2, 1, 4, 2, 3, 4, 1]	49767	30	[2, 1, 4, 2, 3, 4, 1, 3]	53698	B	245.0	242.0	136	249.0	1	250.0
6	0	1		322.0	221.0	2120	66651	64332	1595	304.0	304	[2, 1, 4, 2, 3, 4, 1]	58797	30	[2, 1, 4, 2, 3, 4, 1, 3]	64028	B	285.0	264.0	136	258.0	1	245.0
7	0	1		245.0	318.0	2047	77510	75355	1608	395.0	395	[3, 2, 4, 1, 2, 4, 3]	71028	10	[3, 2, 4, 1, 2, 4, 3, 1]	74960	A	242.0	360.0	136	235.0	1	208.0
8	0	1				2120	85416	84313	599	324.0	324	[2, 1, 3]	80058	5	[2, 1, 4, 2, 3, 4, 1, 3]	83989	B			136		0	245.0
9	0	1		265.0	243.0	2120	94239	91937	1582	321.0	321	[2, 1, 4, 2, 3, 4, 1]	87985	5	[2, 1, 4, 2, 3, 4, 1, 3]	91616	B	252.0	211.0	136	343.0	1	268.0
10	0	1		274.0	254.0	2120	102849	100622	1719	376.0	376	[2, 1, 4, 2, 3, 4, 1, 2]	96615	10	[2, 1, 4, 2, 3, 4, 1, 3]	100246	B	276.0	148.0	136	352.0	0	219.0
11	0	1		229.0	229.0	2120	111680	109373	1481	316.0	316	[2, 1, 4, 2, 3, 4, 1]	105526	30	[2, 1, 4, 2, 3, 4, 1, 3]	109057	B	276.0	212.0	136	291.0	1	244.0
12	0	1		131.0	187.0	2047	120516	118580	1432	293.0	293	[3, 2, 4, 1, 2, 4, 3, 2]	114655	5	[3, 2, 4, 1, 2, 4, 3, 1]	118287	A	311.0	240.0	136	186.0	0	185.0
