	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	1	8	4123	241.0	396.0	316.0	3000	10061	7829	2232	375.0	375	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	7454	A	251.0	296.0	138	341.0	0	391.0
1	1	8	12290	312.0	376.0	222.0	3000	17630	15671	1959	349.0	349	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	15322	A	238.0	248.0	138	319.0	0	244.0
2	1	8	19156	238.0	298.0	307.0	3000	24640	22656	1984	369.0	369	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	22287	A	293.0	177.0	138	358.0	0	313.0
3	0	8	26170			268.0	3000	31947	30163	1279	362.0	362	[3, 2, 4, 1, 4]	[3, 2, 4, 1, 2, 4, 3, 1]	29801	A			138	333.0	0	221.0
4	1	8	34235	289.0	321.0	330.0	3000	39765	37608	2157	342.0	342	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	37266	A	184.0	316.0	138	345.0	0	372.0
5	0	8	41298		446.0	479.0	3000	47832	44697	2100	368.0	368	[3, 4, 2, 1, 4]	[3, 4, 2, 1, 4, 1, 3, 2]	44329	random			138	654.0	1	521.0
6	0	8	49117		296.0	440.0	3000	55651	52545	2236	397.0	397	[2, 1, 4, 2, 3, 4, 1]	[2, 1, 4, 2, 3, 4, 1, 3]	52148	B	434.0	372.0	138	352.0	1	342.0
7	1	8	56640	302.0	362.0	302.0	3000	62220	60158	2062	387.0	387	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	59771	A	285.0	229.0	138	258.0	0	324.0
8	1	8	63952	263.0	269.0	302.0	3000	69871	67754	2117	371.0	371	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	67383	A	301.0	394.0	138	270.0	0	318.0
9	1	8	71404	239.0	273.0	287.0	3000	76683	74864	1819	429.0	429	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	74435	A	249.0	226.0	138	253.0	0	292.0
10	1	8	78410	292.0	339.0	361.0	3000	84975	82703	2272	362.0	362	[2, 1, 4, 2, 3, 4, 1, 3]	[2, 1, 4, 2, 3, 4, 1, 3]	82341	B	334.0	310.0	138	284.0	0	352.0
11	1	8	86603	277.0	275.0	288.0	3000	92441	90418	2023	384.0	384	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	90034	A	421.0	209.0	138	216.0	0	337.0
12	0	8	93972		544.0	309.0	3000	101005	97909	2317	407.0	407	[3, 1, 2, 4, 1, 4]	[3, 1, 2, 4, 1, 4, 3, 2]	97502	random		590.0	138	377.0	1	497.0
13	1	8	102294	274.0	237.0	217.0	3000	107535	105875	1660	350.0	350	[3, 2, 4, 1, 2, 4, 3, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	105525	A	230.0	211.0	138	238.0	0	253.0
14	0	8	109966				3000	114093	113588	0		391	[2]	[3, 2, 4, 1, 2, 4, 3, 1]	113197	A			138		0	
