	accuracy	block	cue_onset	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	1	4017		538.0	358.0	3000	10612	7741	2365	586.0	586	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	7155	A		327.0	113	416.0	0	374.0
1	0	1	11613		426.0	348.0	3000	18546	15599	2087	556.0	556	[1, 4, 3, 2, 4, 2]	[1, 4, 3, 2, 4, 2, 3, 1]	15043	random		497.0	113	412.0	1	404.0
2	1	1	19728	346.0	535.0	390.0	3000	25837	23203	2634	347.0	347	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	22856	A	327.0	339.0	113	337.0	0	360.0
3	0	1	27961		363.0	410.0	3000	34122	31473	2144	375.0	375	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	31098	A		337.0	113	295.0	0	413.0
4	0	1	35509		423.0	322.0	3000	42044	38886	2449	345.0	345	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	38540	A	337.0	594.0	113	428.0	1	345.0
5	0	1	43633		472.0	362.0	3000	50266	47310	2303	547.0	547	[3, 2, 4, 1, 2, 4]	[3, 2, 4, 1, 2, 4, 3, 1]	46763	random		495.0	113	471.0	1	503.0
6	0	1	51655		420.0	454.0	3000	58161	55524	2129	339.0	339	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	55185	A		313.0	113	324.0	0	313.0
7	0	1	59749		397.0	332.0	3000	66682	63575	2227	396.0	396	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	63179	A	327.0	460.0	113	393.0	1	318.0
8	1	1	67870	395.0	368.0	279.0	3000	73947	71470	2477	369.0	369	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	71101	A	355.0	384.0	113	358.0	0	338.0
9	1	1	76171	386.0	377.0	309.0	3000	82287	79812	2475	409.0	409	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	79403	A	363.0	350.0	113	370.0	0	320.0
10	0	1	84120		390.0	421.0	3000	90855	87889	1984	538.0	538	[1, 2, 4, 3, 2, 1]	[1, 2, 4, 3, 2, 1, 3, 4]	87351	random		367.0	113	469.0	1	337.0
11	0	1	91843		421.0	507.0	3000	98381	95195	2396	320.0	320	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	94875	A	354.0	341.0	113	451.0	1	322.0
12	0	1	99569		421.0	494.0	3000	106105	103123	2368	524.0	524	[4, 3, 1, 4, 2, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	102599	A		613.0	113	523.0	1	317.0
13	0	1	107094		568.0	433.0	3000	113630	110693	2179	568.0	568	[4, 3, 1, 4, 2, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	110125	A		402.0	113	411.0	1	365.0
14	0	1	114919		486.0	437.0	3000	121555	118531	2485	482.0	482	[2, 4, 3, 1, 4, 1]	[2, 4, 3, 1, 4, 1, 2, 3]	118049	random		441.0	113	604.0	1	517.0
15	0	1	122543				3000	128242	126942	794	662.0	662	[3, 2, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	126280	B			113		0	450.0
16	0	1	130631		444.0	393.0	3000	137974	135050	2167	582.0	582	[4, 3, 1, 4, 2, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	134468	A		429.0	113	511.0	1	390.0
17	1	1	139264	387.0	360.0	343.0	3000	145023	142669	2354	374.0	374	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	142295	A	276.0	312.0	113	394.0	0	282.0
18	0	1	147653		489.0	406.0	3000	154581	152023	2053	434.0	434	[3, 2, 4, 1, 2, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	151589	B			113	468.0	0	353.0
19	1	1	155669	322.0	385.0	413.0	3000	161891	159500	2391	400.0	400	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	159100	A	390.0	323.0	113	294.0	0	264.0
20	0	1	163623		321.0	402.0	3000	170357	167451	2001	597.0	597	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	166854	A	309.0	329.0	113	348.0	1	292.0
21	0	1	171545		459.0	464.0	3000	178179	175357	1879	681.0	681	[3, 2, 4, 1, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	174676	B			113	500.0	1	456.0
22	0	1	179268		366.0	457.0	3000	186204	183049	2189	349.0	349	[4, 3, 1, 4, 2, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	182700	A		743.0	113	342.0	1	281.0
23	1	1	187194	355.0	355.0	424.0	3000	193255	190894	2361	370.0	370	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	190524	A	290.0	362.0	113	297.0	0	278.0
24	0	1	194985		426.0	314.0	3000	201919	198859	2152	443.0	443	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	198416	A	353.0	331.0	113	398.0	1	330.0
25	0	1	203109		495.0	431.0	3000	209743	206676	2157	436.0	436	[3, 2, 4, 1, 2, 4]	[3, 2, 4, 1, 2, 4, 3, 1]	206240	B		480.0	113	395.0	1	356.0
26	0	1	211133		635.0	429.0	3000	217667	214472	2404	308.0	308	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	214164	A	385.0	398.0	113	287.0	1	270.0
27	0	1	218656		619.0	407.0	3000	225591	222735	1848	648.0	648	[3, 2, 1, 4, 2]	[3, 2, 1, 4, 2, 4, 1, 3]	222087	random			113	406.0	1	416.0
28	0	1	226679		469.0	480.0	3000	233413	230343	2422	433.0	433	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	229910	A	306.0	322.0	113	484.0	1	361.0
29	0	1	234602		417.0	383.0	3000	240681	238177	2000	344.0	344	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	237833	A		334.0	113	309.0	0	267.0
30	1	1	241669	326.0	376.0	321.0	3000	247609	245200	2409	500.0	500	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	244700	A	363.0	356.0	113	389.0	0	278.0
31	0	1	250238		647.0	440.0	3000	256979	254042	2384	566.0	566	[4, 3, 1, 4, 2, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	253476	A		398.0	113	532.0	1	367.0
32	0	1	257969		356.0	293.0	3000	263728	261405	1817	305.0	305	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	261100	A		339.0	113	310.0	0	243.0
33	0	1	264719		565.0	382.0	3000	272255	269187	2358	437.0	437	[4, 3, 1, 4, 2, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	268750	A		418.0	113	521.0	1	472.0
34	0	1	274346			524.0	3000	281685	278974	1546	792.0	792	[3, 2, 4, 1]	[3, 2, 4, 1, 2, 4, 3, 1]	278182	B			113	568.0	1	454.0
35	0	2	967		538.0	378.0	3000	7900	4961	2174	564.0	564	[3, 2, 4, 1, 2, 4]	[3, 2, 4, 1, 2, 4, 3, 1]	4397	B		500.0	113	454.0	1	304.0
36	1	2	8892	366.0	340.0	270.0	3000	14478	12203	2275	279.0	279	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	11924	A	373.0	343.0	113	281.0	0	302.0
37	1	2	16106	316.0	369.0	368.0	3000	22122	19692	2430	455.0	455	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	19237	A	472.0	318.0	113	317.0	0	270.0
38	0	2	23751		380.0	440.0	3000	30285	27282	2184	500.0	500	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	26782	A	321.0	287.0	113	439.0	1	317.0
39	1	2	31474	283.0	370.0	420.0	3000	37394	35083	2311	378.0	378	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	34705	A	393.0	257.0	113	308.0	0	280.0
40	0	2	39321		490.0	543.0	3000	45956	42868	2535	416.0	416	[4, 3, 1, 4, 2, 3, 1]	[4, 3, 1, 4, 2, 3, 1, 2]	42452	A	345.0	303.0	113	453.0	1	401.0
41	1	2	46946	383.0	402.0	452.0	3000	52831	50371	2460	394.0	394	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	49977	A	386.0	255.0	113	309.0	0	273.0
42	0	2	54759		436.0	456.0	3000	61493	58418	2196	428.0	428	[4, 3, 1, 4, 2, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	57990	A		291.0	113	584.0	1	429.0
43	0	2	62483		602.0	546.0	3000	69020	66187	1985	672.0	672	[3, 2, 4, 1, 2]	[3, 2, 4, 1, 2, 4, 3, 1]	65515	B			113	475.0	1	362.0
44	0	2	70212		501.0	405.0	3000	77451	74674	2082	726.0	726	[4, 1, 2, 3, 4]	[4, 1, 2, 3, 4, 3, 2, 1]	73948	random			113	471.0	1	705.0
45	0	2	78843		596.0	439.0	3000	86285	83330	2377	548.0	548	[4, 3, 1, 4, 2, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	82782	A		384.0	113	582.0	1	376.0
46	0	2	87577		407.0	357.0	3000	93521	90959	2056	352.0	352	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	90607	A		283.0	113	295.0	0	247.0
47	0	2	94710		423.0	335.0	3000	102144	99162	2173	521.0	521	[4, 1, 2, 3, 1, 2]	[4, 1, 2, 3, 1, 2, 3, 4]	98641	random		417.0	113	515.0	1	483.0
48	0	2	103234		665.0	447.0	3000	110268	107200	2507	435.0	435	[4, 3, 1, 4, 2, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	106765	A		416.0	113	548.0	1	431.0
49	0	2	111259		446.0	438.0	3000	117841	115395	1940	300.0	300	[4, 3, 1, 4, 2, 3, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	115095	A		272.0	113	231.0	0	280.0
50	0	2	119631		403.0	479.0	3000	126986	124395	2084	427.0	427	[3, 2, 4, 1, 2, 3]	[3, 2, 4, 1, 2, 4, 3, 1]	123968	B			113	446.0	0	428.0
51	1	2	127977	362.0	505.0	291.0	3000	133991	131399	2592	391.0	391	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	131008	A	538.0	301.0	113	329.0	0	266.0
52	0	2	135828		483.0	308.0	3000	143167	140280	2245	616.0	616	[4, 1, 2, 3, 4, 2]	[4, 1, 2, 3, 4, 2, 3, 1]	139664	random		581.0	113	382.0	1	491.0
53	0	2	144859		411.0	482.0	3000	151794	148869	2226	578.0	578	[3, 2, 4, 1, 2, 4]	[3, 2, 4, 1, 2, 4, 3, 1]	148291	B		496.0	113	417.0	1	420.0
54	1	2	153085	369.0	415.0	250.0	3000	159178	156720	2458	404.0	404	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	156316	A	566.0	290.0	113	300.0	0	268.0
55	0	2	161204		406.0	426.0	3000	167838	164762	2246	427.0	427	[4, 3, 1, 4, 2, 3]	[4, 3, 1, 4, 2, 3, 1, 2]	164335	A		327.0	113	449.0	1	638.0
56	1	2	168929	272.0	406.0	411.0	3000	174826	172380	2446	320.0	320	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	172060	A	381.0	332.0	113	334.0	0	310.0
57	1	2	177057	261.0	540.0	374.0	3000	183045	180495	2550	402.0	402	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	180093	A	413.0	287.0	113	340.0	0	335.0
58	1	2	184774	383.0	369.0	255.0	3000	190572	188220	2352	414.0	414	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	187806	A	438.0	325.0	113	316.0	0	266.0
59	1	2	192299	264.0	367.0	303.0	3000	198336	196059	2277	329.0	329	[4, 3, 1, 4, 2, 3, 1, 2]	[4, 3, 1, 4, 2, 3, 1, 2]	195730	A	384.0	345.0	113	292.0	0	322.0
