	Unnamed: 0	accuracy	block	eight_IKI	five_IKI	four_IKI	max_time	move_offset	move_onset	movement_time	one_IKI	one_RT	pressed	rew_onset	reward	seq_keys	seq_start	sequence	seven_IKI	six_IKI	subject	three_IKI	too_slow	two_IKI
0	0	0	1				2267	8468	7964	0		30	[2]	4312	5	[3, 2, 4, 1, 2, 4, 3, 1]	7934	B			115		0	
1	1	0	1		373.0	228.0	1759	16749	15028	921	541.0	541	[4, 3, 1, 4, 2, 3]	10876	5	[4, 3, 1, 4, 2, 3, 1, 2]	14487	A		111.0	115	180.0	1	29.0
2	2	0	1			151.0	1759	27737	26003	407	528.0	528	[4, 3, 1, 4]	19960	30	[4, 3, 1, 4, 2, 3, 1, 2]	25475	A			115	213.0	1	43.0
3	3	0	1			144.0	1759	36390	35279	607	423.0	423	[4, 3, 1, 4, 1]	31344	30	[4, 3, 1, 4, 2, 3, 1, 2]	34856	A			115	147.0	0	49.0
4	4	0	1				1759	43736	43166	66	547.0	547	[4, 3, 3]	39104	5	[4, 3, 1, 4, 2, 3, 1, 2]	42619	A			115		0	61.0
5	5	0	1		142.0	277.0	2267	53334	51067	1695	503.0	503	[3, 2, 4, 1, 2, 4, 3]	46647	30	[3, 2, 4, 1, 2, 4, 3, 1]	50564	B	545.0	348.0	115	274.0	1	109.0
6	6	1	1	221.0	127.0	210.0	2267	62903	61280	1623	434.0	434	[3, 2, 4, 1, 2, 4, 3, 1]	55635	30	[3, 2, 4, 1, 2, 4, 3, 1]	60846	B	347.0	385.0	115	206.0	0	127.0
7	7	0	1		478.0	172.0	1759	73829	71998	949	431.0	431	[4, 3, 1, 4, 2]	67653	10	[4, 3, 1, 4, 2, 3, 1, 2]	71567	A			115	215.0	1	84.0
8	8	1	1	180.0	113.0	223.0	2267	82473	80985	1488	438.0	438	[3, 2, 4, 1, 2, 4, 3, 1]	76636	5	[3, 2, 4, 1, 2, 4, 3, 1]	80547	B	290.0	364.0	115	215.0	0	103.0
9	9	1	1	162.0	116.0	236.0	2267	90963	89472	1491	437.0	437	[3, 2, 4, 1, 2, 4, 3, 1]	85424	5	[3, 2, 4, 1, 2, 4, 3, 1]	89035	B	311.0	370.0	115	199.0	0	97.0
10	10	1	1	165.0	106.0	171.0	2267	99192	97772	1420	446.0	446	[3, 2, 4, 1, 2, 4, 3, 1]	93712	10	[3, 2, 4, 1, 2, 4, 3, 1]	97326	B	323.0	357.0	115	193.0	0	105.0
11	11	1	1	143.0	115.0	164.0	2267	107588	106193	1395	440.0	440	[3, 2, 4, 1, 2, 4, 3, 1]	102243	30	[3, 2, 4, 1, 2, 4, 3, 1]	105753	B	296.0	386.0	115	205.0	0	86.0
12	12	1	1	92.0	347.0	142.0	1759	116243	114997	1246	446.0	446	[4, 3, 1, 4, 2, 3, 1, 2]	110938	5	[4, 3, 1, 4, 2, 3, 1, 2]	114551	A	332.0	95.0	115	156.0	0	82.0
13	13	1	1	63.0	349.0	155.0	1759	124681	123563	1118	451.0	451	[4, 3, 1, 4, 2, 3, 1, 2]	119500	10	[4, 3, 1, 4, 2, 3, 1, 2]	123112	A	262.0	93.0	115	137.0	0	59.0
14	14	1	1	181.0	100.0	177.0	2267	134491	132991	1500	432.0	432	[3, 2, 4, 1, 2, 4, 3, 1]	128447	30	[3, 2, 4, 1, 2, 4, 3, 1]	132559	B	364.0	399.0	115	183.0	0	96.0
15	15	1	1	58.0	366.0	149.0	1759	145964	144815	1149	562.0	562	[4, 3, 1, 4, 2, 3, 1, 2]	139940	30	[4, 3, 1, 4, 2, 3, 1, 2]	144253	A	266.0	67.0	115	166.0	0	77.0
16	16	1	1	204.0	100.0	178.0	2267	156464	154908	1556	467.0	467	[3, 2, 4, 1, 2, 4, 3, 1]	150029	10	[3, 2, 4, 1, 2, 4, 3, 1]	154441	B	296.0	462.0	115	209.0	0	107.0
17	17	1	1	237.0	98.0	188.0	2267	164962	163405	1557	475.0	475	[3, 2, 4, 1, 2, 4, 3, 1]	159417	10	[3, 2, 4, 1, 2, 4, 3, 1]	162930	B	294.0	431.0	115	228.0	0	81.0
18	18	1	1	244.0	101.0	172.0	2267	173746	172303	1443	478.0	478	[3, 2, 4, 1, 2, 4, 3, 1]	167812	5	[3, 2, 4, 1, 2, 4, 3, 1]	171825	B	237.0	401.0	115	219.0	0	69.0
19	19	1	1	71.0	346.0	157.0	1759	182639	181476	1163	563.0	563	[4, 3, 1, 4, 2, 3, 1, 2]	176896	5	[4, 3, 1, 4, 2, 3, 1, 2]	180913	A	274.0	88.0	115	148.0	0	79.0
20	20	0	1			175.0	1759	192081	190839	737	528.0	528	[4, 3, 1, 4, 1]	186199	10	[4, 3, 1, 4, 2, 3, 1, 2]	190311	A			115	153.0	0	55.0
21	21	0	1		421.0	209.0	1759	201981	200162	912	443.0	443	[4, 3, 1, 4, 2]	194799	30	[4, 3, 1, 4, 2, 3, 1, 2]	199719	A			115	169.0	1	113.0
22	22	1	1	211.0	95.0	211.0	2267	210831	209243	1588	442.0	442	[3, 2, 4, 1, 2, 4, 3, 1]	205190	10	[3, 2, 4, 1, 2, 4, 3, 1]	208801	B	297.0	456.0	115	214.0	0	104.0
23	23	0	1			148.0	1759	220088	218886	698	388.0	388	[4, 3, 1, 4, 1]	214981	10	[4, 3, 1, 4, 2, 3, 1, 2]	218498	A			115	123.0	0	108.0
24	24	1	1	187.0	114.0	250.0	2267	228947	227335	1612	428.0	428	[3, 2, 4, 1, 2, 4, 3, 1]	222796	5	[3, 2, 4, 1, 2, 4, 3, 1]	226907	B	298.0	455.0	115	167.0	0	141.0
25	25	1	1	66.0	369.0	170.0	1759	237981	236772	1209	460.0	460	[4, 3, 1, 4, 2, 3, 1, 2]	232002	5	[4, 3, 1, 4, 2, 3, 1, 2]	236312	A	251.0	81.0	115	193.0	0	79.0
26	26	1	1	170.0	81.0	229.0	2267	248375	246841	1534	490.0	490	[3, 2, 4, 1, 2, 4, 3, 1]	242839	10	[3, 2, 4, 1, 2, 4, 3, 1]	246351	B	298.0	442.0	115	179.0	0	135.0
27	27	1	1	96.0	352.0	158.0	1759	256557	255328	1229	392.0	392	[4, 3, 1, 4, 2, 3, 1, 2]	251125	30	[4, 3, 1, 4, 2, 3, 1, 2]	254936	A	286.0	80.0	115	164.0	0	93.0
28	28	0	1		310.0	159.0	1759	266043	264438	1101	408.0	408	[4, 3, 1, 4, 2, 1]	259817	10	[4, 3, 1, 4, 2, 3, 1, 2]	264030	A			115	163.0	0	113.0
29	29	0	1				2267	273736	272931	301	468.0	468	[3, 2, 3]	268952	30	[3, 2, 4, 1, 2, 4, 3, 1]	272463	B			115		0	120.0
30	30	0	2		378.0	147.0	1759	11788	10078	942	552.0	552	[4, 3, 1, 4, 2, 3]	4715	5	[4, 3, 1, 4, 2, 3, 1, 2]	9526	A		159.0	115	178.0	1	80.0
31	31	0	2		418.0	142.0	1759	20977	19131	1316	416.0	416	[4, 3, 1, 4, 2, 3]	15004	5	[4, 3, 1, 4, 2, 3, 1, 2]	18715	A		537.0	115	154.0	1	65.0
32	32	0	2		118.0	232.0	1880	31584	29648	1366	447.0	447	[3, 2, 4, 1, 2, 4, 3]	25390	5	[3, 2, 4, 1, 2, 4, 3, 1]	29201	B	267.0	452.0	115	192.0	1	105.0
33	33	0	2			136.0	1759	39526	38312	710	431.0	431	[4, 3, 1, 4, 1]	34272	30	[4, 3, 1, 4, 2, 3, 1, 2]	37881	A			115	160.0	0	103.0
34	34	1	2	90.0	385.0	155.0	1759	47812	46564	1248	411.0	411	[4, 3, 1, 4, 2, 3, 1, 2]	42242	10	[4, 3, 1, 4, 2, 3, 1, 2]	46153	A	299.0	93.0	115	147.0	0	79.0
35	35	1	2	63.0	404.0	128.0	1759	58390	57122	1268	424.0	424	[4, 3, 1, 4, 2, 3, 1, 2]	51976	30	[4, 3, 1, 4, 2, 3, 1, 2]	56698	A	279.0	151.0	115	153.0	0	90.0
36	36	0	2		114.0	170.0	1880	68159	66280	1350	504.0	504	[3, 2, 4, 1, 2, 4, 3]	61754	5	[3, 2, 4, 1, 2, 4, 3, 1]	65776	B	254.0	500.0	115	215.0	1	97.0
37	37	1	2	58.0	313.0	161.0	1759	77310	76182	1128	424.0	424	[4, 3, 1, 4, 2, 3, 1, 2]	71047	5	[4, 3, 1, 4, 2, 3, 1, 2]	75758	A	284.0	81.0	115	121.0	0	110.0
38	38	1	2	164.0	107.0	195.0	1880	86454	84964	1490	376.0	376	[3, 2, 4, 1, 2, 4, 3, 1]	81069	30	[3, 2, 4, 1, 2, 4, 3, 1]	84588	B	251.0	482.0	115	200.0	0	91.0
39	39	1	2	46.0	288.0	152.0	1759	94798	93755	1043	453.0	453	[4, 3, 1, 4, 2, 3, 1, 2]	89691	30	[4, 3, 1, 4, 2, 3, 1, 2]	93302	A	267.0	83.0	115	129.0	0	78.0
40	40	0	2		148.0	179.0	1880	104644	103482	658	413.0	413	[3, 2, 4, 1, 2, 3]	99257	10	[3, 2, 4, 1, 2, 4, 3, 1]	103069	B			115	174.0	0	82.0
41	41	0	2		436.0	486.0	1759	116217	114430	1249	475.0	475	[4, 3, 1, 4, 2, 3]	109431	10	[4, 3, 1, 4, 2, 3, 1, 2]	113955	A		45.0	115	182.0	1	100.0
42	42	0	2		155.0	162.0	1880	124444	123286	654	337.0	337	[3, 2, 4, 1, 2, 3]	119326	10	[3, 2, 4, 1, 2, 4, 3, 1]	122949	B			115	189.0	0	110.0
43	43	0	2		72.0	257.0	1880	133040	131208	802	551.0	551	[3, 2, 4, 1, 2, 4]	127139	5	[3, 2, 4, 1, 2, 4, 3, 1]	130657	B		189.0	115	181.0	1	103.0
44	44	1	2	119.0	396.0	166.0	1759	141093	139754	1339	414.0	414	[4, 3, 1, 4, 2, 3, 1, 2]	135628	5	[4, 3, 1, 4, 2, 3, 1, 2]	139340	A	290.0	124.0	115	126.0	0	118.0
45	45	0	2		59.0	355.0	1880	150752	148917	937	548.0	548	[3, 2, 4, 1, 2, 4]	144454	10	[3, 2, 4, 1, 2, 4, 3, 1]	148369	B		181.0	115	245.0	1	97.0
46	46	0	2				1880	159693	158893	296	535.0	535	[3, 2, 4, 4]	154447	5	[3, 2, 4, 1, 2, 4, 3, 1]	158358	B			115	197.0	0	85.0
47	47	0	2		280.0	319.0	1759	168663	166845	1215	444.0	444	[4, 3, 1, 4, 2, 3]	162481	5	[4, 3, 1, 4, 2, 3, 1, 2]	166401	A		73.0	115	448.0	1	95.0
48	48	0	2		79.0	340.0	1880	177470	175649	1028	562.0	562	[3, 2, 4, 1, 2, 4]	171474	30	[3, 2, 4, 1, 2, 4, 3, 1]	175087	B		327.0	115	175.0	1	107.0
49	49	1	2	65.0	293.0	112.0	1759	186331	185150	1181	280.0	280	[4, 3, 1, 4, 2, 3, 1, 2]	180558	30	[4, 3, 1, 4, 2, 3, 1, 2]	184870	A	262.0	85.0	115	245.0	0	119.0
50	50	0	2		57.0	298.0	1880	195689	193711	1306	405.0	405	[3, 2, 4, 1, 2, 4, 3]	189690	10	[3, 2, 4, 1, 2, 4, 3, 1]	193306	B	340.0	319.0	115	176.0	1	116.0
51	51	1	2	65.0	288.0	154.0	1759	203826	202694	1132	404.0	404	[4, 3, 1, 4, 2, 3, 1, 2]	198776	10	[4, 3, 1, 4, 2, 3, 1, 2]	202290	A	267.0	111.0	115	159.0	0	88.0
52	52	0	2		92.0	194.0	1880	212869	211660	705	352.0	352	[3, 2, 4, 1, 2, 3]	207293	30	[3, 2, 4, 1, 2, 4, 3, 1]	211308	B			115	184.0	0	115.0
53	53	0	2		156.0	238.0	1880	223059	220952	1452	276.0	276	[3, 2, 4, 1, 2, 4, 3]	216465	10	[3, 2, 4, 1, 2, 4, 3, 1]	220676	B	427.0	335.0	115	156.0	1	140.0
54	54	1	2	67.0	282.0	131.0	1759	232062	230846	1216	378.0	378	[4, 3, 1, 4, 2, 3, 1, 2]	226046	10	[4, 3, 1, 4, 2, 3, 1, 2]	230468	A	268.0	99.0	115	229.0	0	140.0
55	55	1	2	61.0	329.0	153.0	1759	241885	240687	1198	350.0	350	[4, 3, 1, 4, 2, 3, 1, 2]	236120	10	[4, 3, 1, 4, 2, 3, 1, 2]	240337	A	254.0	94.0	115	187.0	0	120.0
56	56	0	2		95.0	232.0	1880	251092	249820	769	460.0	460	[3, 2, 4, 1, 2, 3]	245643	5	[3, 2, 4, 1, 2, 4, 3, 1]	249360	B			115	193.0	0	98.0
57	57	0	2		181.0	251.0	1880	259881	257912	1171	414.0	414	[3, 2, 4, 1, 2, 4]	253981	30	[3, 2, 4, 1, 2, 4, 3, 1]	257498	B		471.0	115	175.0	1	93.0
58	58	0	2			262.0	1880	268611	267236	871	451.0	451	[3, 2, 4, 1, 4]	262869	30	[3, 2, 4, 1, 2, 4, 3, 1]	266785	B			115	232.0	0	82.0
59	59	0	2		352.0	262.0	1759	278285	276494	994	471.0	471	[4, 3, 1, 4, 2, 3]	272207	30	[4, 3, 1, 4, 2, 3, 1, 2]	276023	A		83.0	115	220.0	1	77.0
0	0	0	3		88.0	316.0	1880	11712	9782	1297	453.0	453	[3, 2, 4, 1, 2, 4, 3]	5014	30	[3, 2, 4, 1, 2, 4, 3, 1]	9329	B	237.0	390.0	115	176.0	1	90.0
1	1	1	3	177.0	111.0	201.0	1880	20216	18811	1405	401.0	401	[3, 2, 4, 1, 2, 4, 3, 1]	14799	5	[3, 2, 4, 1, 2, 4, 3, 1]	18410	B	380.0	289.0	115	158.0	0	89.0
2	2	1	3	161.0	87.0	188.0	1880	29014	27663	1351	397.0	397	[3, 2, 4, 1, 2, 4, 3, 1]	23552	30	[3, 2, 4, 1, 2, 4, 3, 1]	27266	B	401.0	264.0	115	193.0	0	57.0
3	3	0	3		102.0	308.0	1880	39259	37280	1275	404.0	404	[3, 2, 4, 1, 2, 4, 3]	32554	10	[3, 2, 4, 1, 2, 4, 3, 1]	36876	B	235.0	373.0	115	168.0	1	89.0
4	4	1	3	213.0	120.0	359.0	1880	47603	46137	1466	380.0	380	[3, 2, 4, 1, 2, 4, 3, 1]	42146	5	[3, 2, 4, 1, 2, 4, 3, 1]	45757	B	275.0	241.0	115	199.0	0	59.0
5	5	1	3	78.0	330.0	182.0	1759	56866	55657	1209	507.0	507	[4, 3, 1, 4, 2, 3, 1, 2]	50839	5	[4, 3, 1, 4, 2, 3, 1, 2]	55150	A	263.0	65.0	115	158.0	0	133.0
6	6	1	3	68.0	321.0	154.0	1759	65593	64474	1119	532.0	532	[4, 3, 1, 4, 2, 3, 1, 2]	60329	30	[4, 3, 1, 4, 2, 3, 1, 2]	63942	A	251.0	69.0	115	182.0	0	74.0
7	7	0	3		72.0	264.0	1880	75944	74027	1212	466.0	466	[3, 2, 4, 1, 2, 4, 3]	69650	30	[3, 2, 4, 1, 2, 4, 3, 1]	73561	B	410.0	185.0	115	209.0	1	72.0
8	8	1	3	50.0	305.0	167.0	1759	83830	82788	1042	437.0	437	[4, 3, 1, 4, 2, 3, 1, 2]	78533	10	[4, 3, 1, 4, 2, 3, 1, 2]	82351	A	254.0	66.0	115	140.0	0	60.0
9	9	0	3				1759	94317	93595	217	495.0	495	[4, 3, 1, 1]	87388	30	[4, 3, 1, 4, 2, 3, 1, 2]	93100	A			115	127.0	0	81.0
10	10	0	3		73.0	323.0	1880	103123	101247	1368	507.0	507	[3, 2, 4, 1, 2, 4, 3]	97125	10	[3, 2, 4, 1, 2, 4, 3, 1]	100740	B	445.0	234.0	115	199.0	1	94.0
11	11	0	3		68.0	338.0	1880	112807	110899	1234	475.0	475	[3, 2, 4, 1, 2, 4, 3]	106613	30	[3, 2, 4, 1, 2, 4, 3, 1]	110424	B	368.0	190.0	115	180.0	1	90.0
12	12	0	3		75.0	229.0	1880	121676	120448	724	538.0	538	[3, 2, 4, 1, 2, 3]	115497	10	[3, 2, 4, 1, 2, 4, 3, 1]	119910	B			115	169.0	0	104.0
13	13	1	3	84.0	299.0	149.0	1759	129868	128778	1090	296.0	296	[4, 3, 1, 4, 2, 3, 1, 2]	124862	10	[4, 3, 1, 4, 2, 3, 1, 2]	128482	A	256.0	90.0	115	113.0	0	99.0
14	14	1	3	89.0	274.0	134.0	1759	140144	139053	1091	413.0	413	[4, 3, 1, 4, 2, 3, 1, 2]	133826	10	[4, 3, 1, 4, 2, 3, 1, 2]	138640	A	276.0	73.0	115	124.0	0	121.0
15	15	1	3	89.0	274.0	152.0	1759	150017	148934	1083	421.0	421	[4, 3, 1, 4, 2, 3, 1, 2]	144901	5	[4, 3, 1, 4, 2, 3, 1, 2]	148513	A	255.0	92.0	115	151.0	0	70.0
16	16	1	3	70.0	290.0	159.0	1759	159331	158266	1065	467.0	467	[4, 3, 1, 4, 2, 3, 1, 2]	153587	5	[4, 3, 1, 4, 2, 3, 1, 2]	157799	A	254.0	95.0	115	123.0	0	74.0
17	17	1	3	161.0	91.0	218.0	1880	169070	167698	1372	497.0	497	[3, 2, 4, 1, 2, 4, 3, 1]	163389	5	[3, 2, 4, 1, 2, 4, 3, 1]	167201	B	455.0	192.0	115	169.0	0	86.0
18	18	0	3		291.0	150.0	1759	178884	177206	1174	287.0	287	[4, 3, 1, 4, 2, 3, 4]	172607	30	[4, 3, 1, 4, 2, 3, 1, 2]	176919	A		95.0	115	131.0	0	141.0
19	19	0	3		313.0	415.0	1759	188169	186411	1044	504.0	504	[4, 3, 1, 4, 2, 3]	182296	30	[4, 3, 1, 4, 2, 3, 1, 2]	185907	A		79.0	115	172.0	1	65.0
20	20	0	3		77.0	371.0	1880	199072	197182	935	493.0	493	[3, 2, 4, 1, 2, 4]	191877	10	[3, 2, 4, 1, 2, 4, 3, 1]	196689	B		211.0	115	209.0	1	67.0
21	21	1	3	192.0	68.0	358.0	1880	207447	205959	1488	390.0	390	[3, 2, 4, 1, 2, 4, 3, 1]	201958	5	[3, 2, 4, 1, 2, 4, 3, 1]	205569	B	312.0	217.0	115	202.0	0	139.0
22	22	1	3	86.0	329.0	176.0	1759	217500	216205	1295	405.0	405	[4, 3, 1, 4, 2, 3, 1, 2]	211488	10	[4, 3, 1, 4, 2, 3, 1, 2]	215799	A	385.0	72.0	115	142.0	0	105.0
23	23	1	3	66.0	339.0	163.0	1759	225973	224821	1152	348.0	348	[4, 3, 1, 4, 2, 3, 1, 2]	220758	10	[4, 3, 1, 4, 2, 3, 1, 2]	224473	A	249.0	90.0	115	130.0	0	115.0
24	24	1	3	76.0	511.0	203.0	1759	234893	233585	1308	430.0	430	[4, 3, 1, 4, 2, 3, 1, 2]	229231	5	[4, 3, 1, 4, 2, 3, 1, 2]	233155	A	258.0	56.0	115	121.0	0	83.0
25	25	0	3		86.0	220.0	1880	244148	242234	1304	469.0	469	[3, 2, 4, 1, 2, 4, 3]	238153	5	[3, 2, 4, 1, 2, 4, 3, 1]	241765	B	480.0	200.0	115	218.0	1	100.0
26	26	1	3	161.0	92.0	284.0	1880	252347	250927	1420	379.0	379	[3, 2, 4, 1, 2, 4, 3, 1]	246736	30	[3, 2, 4, 1, 2, 4, 3, 1]	250548	B	414.0	196.0	115	146.0	0	127.0
27	27	1	3	184.0	96.0	222.0	1880	261610	260251	1359	356.0	356	[3, 2, 4, 1, 2, 4, 3, 1]	255784	10	[3, 2, 4, 1, 2, 4, 3, 1]	259895	B	414.0	184.0	115	160.0	0	99.0
28	28	1	3	139.0	281.0	163.0	1759	271065	269808	1257	347.0	347	[4, 3, 1, 4, 2, 3, 1, 2]	264847	5	[4, 3, 1, 4, 2, 3, 1, 2]	269461	A	231.0	213.0	115	96.0	0	134.0
29	29	0	3		417.0	179.0	1759	280597	278889	913	554.0	554	[4, 3, 1, 4, 2, 3]	274623	30	[4, 3, 1, 4, 2, 3, 1, 2]	278335	A		92.0	115	119.0	1	106.0
30	30	0	4		291.0	161.0	1431	10863	9575	777	646.0	646	[4, 3, 1, 4, 2, 3]	5211	30	[4, 3, 1, 4, 2, 3, 1, 2]	8929	A		103.0	115	170.0	1	52.0
31	31	1	4	130.0	107.0	227.0	1880	21448	20129	1319	417.0	417	[3, 2, 4, 1, 2, 4, 3, 1]	15600	5	[3, 2, 4, 1, 2, 4, 3, 1]	19712	B	400.0	196.0	115	161.0	0	98.0
32	32	0	4				1431	30149	29456	187	350.0	350	[4, 1]	24985	10	[4, 3, 1, 4, 2, 3, 1, 2]	29106	A			115		0	
33	33	0	4		324.0	170.0	1431	40661	39225	768	498.0	498	[4, 3, 1, 4, 2, 3]	33898	10	[4, 3, 1, 4, 2, 3, 1, 2]	38727	A		77.0	115	143.0	1	54.0
34	34	1	4	135.0	83.0	234.0	1880	49539	48249	1290	493.0	493	[3, 2, 4, 1, 2, 4, 3, 1]	44025	30	[3, 2, 4, 1, 2, 4, 3, 1]	47756	B	406.0	172.0	115	167.0	0	93.0
35	35	1	4	141.0	89.0	266.0	1880	59022	57725	1297	420.0	420	[3, 2, 4, 1, 2, 4, 3, 1]	53588	5	[3, 2, 4, 1, 2, 4, 3, 1]	57305	B	375.0	156.0	115	181.0	0	89.0
36	36	0	4		82.0	240.0	1880	68248	67057	686	473.0	473	[3, 2, 4, 1, 2, 3]	62465	10	[3, 2, 4, 1, 2, 4, 3, 1]	66584	B			115	184.0	0	49.0
37	37	0	4				1431	75470	74765	201	410.0	410	[4, 3, 1, 1]	70840	5	[4, 3, 1, 4, 2, 3, 1, 2]	74355	A			115	104.0	0	88.0
38	38	0	4		355.0	157.0	1431	84470	83029	865	493.0	493	[4, 3, 1, 4, 2, 3]	78725	30	[4, 3, 1, 4, 2, 3, 1, 2]	82536	A		68.0	115	192.0	1	93.0
39	39	1	4	159.0	82.0	321.0	1880	93468	92141	1327	417.0	417	[3, 2, 4, 1, 2, 4, 3, 1]	88006	10	[3, 2, 4, 1, 2, 4, 3, 1]	91724	B	315.0	193.0	115	175.0	0	82.0
40	40	1	4	224.0	97.0	260.0	1880	102961	101619	1342	499.0	499	[3, 2, 4, 1, 2, 4, 3, 1]	97605	10	[3, 2, 4, 1, 2, 4, 3, 1]	101120	B	341.0	186.0	115	160.0	0	74.0
41	41	0	4		348.0	165.0	1431	112843	111329	762	420.0	420	[4, 3, 1, 4, 2, 3]	106898	10	[4, 3, 1, 4, 2, 3, 1, 2]	110909	A		70.0	115	129.0	1	50.0
42	42	1	4	148.0	92.0	218.0	1880	121370	120149	1221	454.0	454	[3, 2, 4, 1, 2, 4, 3, 1]	115982	5	[3, 2, 4, 1, 2, 4, 3, 1]	119695	B	343.0	161.0	115	178.0	0	81.0
43	43	0	4		278.0	157.0	1431	130459	128936	1004	411.0	411	[4, 3, 1, 4, 2, 3, 1]	124710	30	[4, 3, 1, 4, 2, 3, 1, 2]	128525	A	240.0	104.0	115	115.0	1	110.0
44	44	1	4	130.0	110.0	229.0	1880	140645	139377	1268	469.0	469	[3, 2, 4, 1, 2, 4, 3, 1]	134596	30	[3, 2, 4, 1, 2, 4, 3, 1]	138908	B	410.0	152.0	115	181.0	0	56.0
